Matchday,Date,Team 1,FT,HT,Team 2,Comments
10,Sun Oct 28 2018,AZ,2-3,1-1,SC Heerenveen,
11,Fri Nov 2 2018,SBV Excelsior,2-4,1-2,FC Groningen,
11,Sat Nov 3 2018,NAC Breda,2-1,1-0,Heracles Almelo,
11,Sat Nov 3 2018,PSV,1-0,0-0,SBV Vitesse,
11,Sat Nov 3 2018,AFC Ajax,2-0,2-0,Willem II Tilburg,
11,Sat Nov 3 2018,AZ,1-0,0-0,VBV De Graafschap,
11,Sun Nov 4 2018,SC Heerenveen,1-1,1-0,FC Emmen,
11,Sun Nov 4 2018,FC Utrecht,3-0,1-0,ADO Den Haag,
11,Sun Nov 4 2018,Fortuna Sittard,3-0,1-0,PEC Zwolle,
12,Fri Nov 9 2018,PEC Zwolle,2-3,0-2,Willem II Tilburg,
12,Sat Nov 10 2018,FC Emmen,2-0,0-0,NAC Breda,
12,Sat Nov 10 2018,SBV Vitesse,2-1,0-0,FC Utrecht,
12,Sat Nov 10 2018,VBV De Graafschap,1-4,1-2,PSV,
12,Sat Nov 10 2018,VVV Venlo,3-2,2-1,Fortuna Sittard,
12,Sun Nov 11 2018,FC Groningen,2-0,2-0,SC Heerenveen,
12,Sun Nov 11 2018,ADO Den Haag,0-1,0-0,AZ,
12,Sun Nov 11 2018,SBV Excelsior,1-7,0-2,AFC Ajax,
12,Sun Nov 11 2018,Heracles Almelo,0-2,0-0,Feyenoord Rotterdam,
13,Sat Nov 24 2018,PEC Zwolle,2-3,2-2,ADO Den Haag,
13,Sat Nov 24 2018,NAC Breda,0-3,0-1,AFC Ajax,
13,Sat Nov 24 2018,PSV,3-0,1-0,SC Heerenveen,
13,Sat Nov 24 2018,Fortuna Sittard,3-0,2-0,Heracles Almelo,
13,Sun Nov 25 2018,FC Emmen,1-2,0-0,SBV Excelsior,
13,Sun Nov 25 2018,Feyenoord Rotterdam,1-0,1-0,FC Groningen,
13,Sun Nov 25 2018,FC Utrecht,5-0,3-0,VBV De Graafschap,
13,Sun Nov 25 2018,Willem II Tilburg,1-3,0-3,SBV Vitesse,
13,Sun Nov 25 2018,VVV Venlo,2-2,1-2,AZ,
14,Fri Nov 30 2018,SBV Excelsior,3-3,3-0,FC Utrecht,
14,Sat Dec 1 2018,SBV Vitesse,1-1,1-0,FC Emmen,
14,Sat Dec 1 2018,AZ,0-2,0-2,Willem II Tilburg,
14,Sat Dec 1 2018,VBV De Graafschap,0-2,0-1,PEC Zwolle,
14,Sat Dec 1 2018,SC Heerenveen,3-1,1-0,Fortuna Sittard,
14,Sun Dec 2 2018,AFC Ajax,5-1,3-1,ADO Den Haag,
14,Sun Dec 2 2018,Feyenoord Rotterdam,2-1,2-0,PSV,
14,Sun Dec 2 2018,Heracles Almelo,4-1,1-0,VVV Venlo,
14,Sun Dec 2 2018,FC Groningen,5-2,1-1,NAC Breda,
11,Thu Dec 6 2018,Feyenoord Rotterdam,4-1,2-0,VVV Venlo,
15,Fri Dec 7 2018,Fortuna Sittard,0-3,0-1,AZ,
15,Fri Dec 7 2018,PSV,6-0,2-0,SBV Excelsior,
15,Sat Dec 8 2018,Willem II Tilburg,1-5,1-2,SC Heerenveen,
15,Sat Dec 8 2018,PEC Zwolle,1-4,1-2,AFC Ajax,
15,Sat Dec 8 2018,ADO Den Haag,0-0,0-0,VBV De Graafschap,
15,Sun Dec 9 2018,FC Utrecht,3-1,3-0,Heracles Almelo,
15,Sun Dec 9 2018,VVV Venlo,0-0,0-0,FC Groningen,
15,Sun Dec 9 2018,FC Emmen,1-4,0-0,Feyenoord Rotterdam,
15,Sun Dec 9 2018,NAC Breda,2-1,1-0,SBV Vitesse,
16,Fri Dec 14 2018,Willem II Tilburg,0-3,0-1,ADO Den Haag,
16,Sat Dec 15 2018,PEC Zwolle,0-0,0-0,NAC Breda,
16,Sat Dec 15 2018,AZ,2-1,1-1,SBV Excelsior,
16,Sat Dec 15 2018,Heracles Almelo,0-4,0-2,PSV,
16,Sat Dec 15 2018,SBV Vitesse,2-1,1-0,VVV Venlo,
16,Sun Dec 16 2018,SC Heerenveen,2-3,0-3,FC Utrecht,
16,Sun Dec 16 2018,AFC Ajax,8-0,3-0,VBV De Graafschap,
16,Sun Dec 16 2018,FC Groningen,1-2,0-0,FC Emmen,
16,Sun Dec 16 2018,Feyenoord Rotterdam,0-2,0-0,Fortuna Sittard,
17,Fri Dec 21 2018,VVV Venlo,2-0,1-0,PEC Zwolle,
17,Sat Dec 22 2018,Fortuna Sittard,0-0,0-0,FC Groningen,
17,Sat Dec 22 2018,PSV,3-1,1-1,AZ,
17,Sat Dec 22 2018,NAC Breda,4-2,1-2,SC Heerenveen,
17,Sat Dec 22 2018,SBV Excelsior,0-3,0-2,Heracles Almelo,
17,Sun Dec 23 2018,FC Utrecht,1-3,0-1,AFC Ajax,
17,Sun Dec 23 2018,ADO Den Haag,2-2,1-1,Feyenoord Rotterdam,
17,Sun Dec 23 2018,VBV De Graafschap,2-2,1-1,SBV Vitesse,
17,Sun Dec 23 2018,FC Emmen,0-2,0-1,Willem II Tilburg,
18,Fri Jan 18 2019,SBV Vitesse,3-2,2-0,SBV Excelsior,
18,Sat Jan 19 2019,AZ,3-0,2-0,FC Utrecht,
18,Sat Jan 19 2019,ADO Den Haag,2-4,1-1,VVV Venlo,
18,Sat Jan 19 2019,PEC Zwolle,3-1,1-1,Feyenoord Rotterdam,
18,Sat Jan 19 2019,FC Groningen,3-0,1-0,Heracles Almelo,
18,Sun Jan 20 2019,Willem II Tilburg,2-0,1-0,NAC Breda,
18,Sun Jan 20 2019,VBV De Graafschap,5-1,3-0,Fortuna Sittard,
18,Sun Jan 20 2019,FC Emmen,2-2,0-1,PSV,
18,Sun Jan 20 2019,AFC Ajax,4-4,3-1,SC Heerenveen,
19,Fri Jan 25 2019,NAC Breda,1-1,0-1,ADO Den Haag,
19,Sat Jan 26 2019,Heracles Almelo,0-2,0-1,PEC Zwolle,
19,Sat Jan 26 2019,SBV Excelsior,2-0,0-0,VBV De Graafschap,
19,Sat Jan 26 2019,PSV,2-1,2-1,FC Groningen,
19,Sat Jan 26 2019,VVV Venlo,2-3,1-1,FC Emmen,
19,Sun Jan 27 2019,Fortuna Sittard,2-1,0-1,SBV Vitesse,
19,Sun Jan 27 2019,Feyenoord Rotterdam,6-2,3-2,AFC Ajax,
19,Sun Jan 27 2019,FC Utrecht,0-1,0-0,Willem II Tilburg,
19,Sun Jan 27 2019,SC Heerenveen,0-2,0-0,AZ,
20,Fri Feb 1 2019,VBV De Graafschap,3-0,1-0,NAC Breda,
20,Sat Feb 2 2019,SBV Vitesse,2-2,1-1,SC Heerenveen,
20,Sat Feb 2 2019,AFC Ajax,6-0,1-0,VVV Venlo,
20,Sat Feb 2 2019,Willem II Tilburg,1-2,0-2,FC Groningen,
20,Sat Feb 2 2019,AZ,5-0,3-0,FC Emmen,
20,Sun Feb 3 2019,SBV Excelsior,2-1,0-0,Feyenoord Rotterdam,
20,Sun Feb 3 2019,PSV,5-0,1-0,Fortuna Sittard,
20,Sun Feb 3 2019,PEC Zwolle,4-3,1-1,FC Utrecht,
20,Sun Feb 3 2019,ADO Den Haag,2-0,0-0,Heracles Almelo,
21,Fri Feb 8 2019,NAC Breda,0-3,0-1,AZ,
21,Sat Feb 9 2019,SC Heerenveen,1-1,1-1,PEC Zwolle,
21,Sat Feb 9 2019,Heracles Almelo,1-0,1-0,AFC Ajax,
21,Sat Feb 9 2019,Feyenoord Rotterdam,4-0,1-0,VBV De Graafschap,
21,Sat Feb 9 2019,VVV Venlo,2-1,1-0,Willem II Tilburg,
21,Sun Feb 10 2019,Fortuna Sittard,4-1,2-0,SBV Excelsior,
21,Sun Feb 10 2019,FC Groningen,2-1,1-1,SBV Vitesse,
21,Sun Feb 10 2019,FC Emmen,3-2,2-0,ADO Den Haag,
21,Sun Feb 10 2019,FC Utrecht,2-2,2-0,PSV,
22,Fri Feb 15 2019,ADO Den Haag,1-0,1-0,PEC Zwolle,
22,Sat Feb 16 2019,AZ,3-0,2-0,VVV Venlo,
22,Sat Feb 16 2019,SC Heerenveen,2-2,2-0,PSV,
22,Sat Feb 16 2019,Heracles Almelo,6-0,1-0,Fortuna Sittard,
22,Sat Feb 16 2019,SBV Vitesse,3-2,1-0,Willem II Tilburg,
22,Sun Feb 17 2019,AFC Ajax,5-0,1-0,NAC Breda,
22,Sun Feb 17 2019,FC Groningen,1-0,1-0,Feyenoord Rotterdam,
22,Sun Feb 17 2019,SBV Excelsior,2-1,0-0,FC Emmen,
22,Sun Feb 17 2019,VBV De Graafschap,0-1,0-0,FC Utrecht,
23,Fri Feb 22 2019,VVV Venlo,0-1,0-0,Heracles Almelo,
23,Sat Feb 23 2019,FC Utrecht,0-0,0-0,SBV Excelsior,
23,Sat Feb 23 2019,PEC Zwolle,0-3,0-1,VBV De Graafschap,
23,Sat Feb 23 2019,Fortuna Sittard,2-4,2-1,SC Heerenveen,
23,Sat Feb 23 2019,NAC Breda,0-0,0-0,FC Groningen,
23,Sun Feb 24 2019,ADO Den Haag,1-5,1-2,AFC Ajax,
23,Sun Feb 24 2019,PSV,1-1,0-0,Feyenoord Rotterdam,
23,Sun Feb 24 2019,FC Emmen,0-3,0-1,SBV Vitesse,
23,Sun Feb 24 2019,Willem II Tilburg,2-1,2-0,AZ,
24,Fri Mar 1 2019,VBV De Graafschap,1-1,0-1,ADO Den Haag,
24,Sat Mar 2 2019,Heracles Almelo,1-5,0-1,FC Utrecht,
24,Sat Mar 2 2019,SBV Excelsior,0-2,0-1,PSV,
24,Sat Mar 2 2019,SBV Vitesse,4-1,0-1,NAC Breda,
24,Sun Mar 3 2019,SC Heerenveen,4-2,3-0,Willem II Tilburg,
24,Sun Mar 3 2019,FC Groningen,3-2,2-1,VVV Venlo,
24,Sun Mar 3 2019,AZ,4-2,1-2,Fortuna Sittard,
24,Sun Mar 3 2019,Feyenoord Rotterdam,4-0,1-0,FC Emmen,
25,Fri Mar 8 2019,FC Utrecht,0-0,0-0,FC Groningen,
25,Sat Mar 9 2019,VVV Venlo,1-0,1-0,SBV Excelsior,
25,Sat Mar 9 2019,PSV,2-0,1-0,NAC Breda,
25,Sat Mar 9 2019,ADO Den Haag,2-3,0-1,SC Heerenveen,
25,Sat Mar 9 2019,Willem II Tilburg,3-2,2-1,VBV De Graafschap,
25,Sun Mar 10 2019,PEC Zwolle,0-0,0-0,AZ,
25,Sun Mar 10 2019,SBV Vitesse,1-1,0-1,Feyenoord Rotterdam,
25,Sun Mar 10 2019,FC Emmen,1-1,0-1,Heracles Almelo,
25,Sun Mar 10 2019,AFC Ajax,4-0,2-0,Fortuna Sittard,
24,Wed Mar 13 2019,AFC Ajax,2-1,1-0,PEC Zwolle,
26,Fri Mar 15 2019,Fortuna Sittard,3-1,3-0,FC Emmen,
26,Sat Mar 16 2019,SC Heerenveen,0-3,0-1,VBV De Graafschap,
26,Sat Mar 16 2019,Feyenoord Rotterdam,2-3,1-1,Willem II Tilburg,
26,Sat Mar 16 2019,NAC Breda,0-4,0-2,FC Utrecht,
26,Sat Mar 16 2019,Heracles Almelo,3-2,2-2,SBV Vitesse,
26,Sun Mar 17 2019,VVV Venlo,0-1,0-0,PSV,
26,Sun Mar 17 2019,AZ,1-0,0-0,AFC Ajax,
26,Sun Mar 17 2019,FC Groningen,1-0,1-0,ADO Den Haag,
26,Sun Mar 17 2019,SBV Excelsior,0-2,0-0,PEC Zwolle,
27,Sat Mar 30 2019,ADO Den Haag,3-3,2-3,SBV Vitesse,
27,Sat Mar 30 2019,Willem II Tilburg,3-2,1-1,Fortuna Sittard,
27,Sat Mar 30 2019,VBV De Graafschap,1-2,1-0,Heracles Almelo,
27,Sat Mar 30 2019,AZ,1-0,0-0,FC Groningen,
27,Sat Mar 30 2019,SC Heerenveen,1-0,0-0,SBV Excelsior,
27,Sun Mar 31 2019,NAC Breda,1-1,0-1,VVV Venlo,
27,Sun Mar 31 2019,FC Utrecht,3-2,1-0,Feyenoord Rotterdam,
27,Sun Mar 31 2019,PEC Zwolle,3-0,2-0,FC Emmen,
27,Sun Mar 31 2019,AFC Ajax,3-1,1-0,PSV,
28,Tue Apr 2 2019,SBV Vitesse,2-2,0-2,AZ,
28,Tue Apr 2 2019,Heracles Almelo,3-4,0-1,Willem II Tilburg,
28,Tue Apr 2 2019,FC Groningen,1-0,0-0,VBV De Graafschap,
28,Wed Apr 3 2019,VVV Venlo,2-6,2-1,FC Utrecht,
28,Wed Apr 3 2019,Fortuna Sittard,0-0,0-0,ADO Den Haag,
28,Wed Apr 3 2019,SBV Excelsior,1-2,1-0,NAC Breda,
28,Wed Apr 3 2019,FC Emmen,2-5,0-2,AFC Ajax,
28,Thu Apr 4 2019,PSV,4-0,1-0,PEC Zwolle,
28,Thu Apr 4 2019,Feyenoord Rotterdam,3-0,1-0,SC Heerenveen,
29,Sat Apr 6 2019,Willem II Tilburg,1-4,1-2,AFC Ajax,
29,Sat Apr 6 2019,ADO Den Haag,5-0,3-0,FC Utrecht,
29,Sat Apr 6 2019,FC Groningen,1-0,0-0,SBV Excelsior,
29,Sat Apr 6 2019,VBV De Graafschap,1-1,0-0,AZ,
29,Sat Apr 6 2019,Heracles Almelo,1-0,0-0,NAC Breda,
29,Sun Apr 7 2019,FC Emmen,2-0,1-0,SC Heerenveen,
29,Sun Apr 7 2019,VVV Venlo,0-3,0-1,Feyenoord Rotterdam,
29,Sun Apr 7 2019,PEC Zwolle,5-0,1-0,Fortuna Sittard,
29,Sun Apr 7 2019,SBV Vitesse,3-3,1-1,PSV,
30,Fri Apr 12 2019,NAC Breda,1-1,0-1,FC Emmen,
30,Sat Apr 13 2019,AZ,2-3,0-1,ADO Den Haag,
30,Sat Apr 13 2019,AFC Ajax,6-2,3-1,SBV Excelsior,
30,Sat Apr 13 2019,Feyenoord Rotterdam,2-1,1-0,Heracles Almelo,
30,Sat Apr 13 2019,Fortuna Sittard,1-1,1-0,VVV Venlo,
30,Sun Apr 14 2019,PSV,2-1,0-1,VBV De Graafschap,
30,Sun Apr 14 2019,Willem II Tilburg,2-0,1-0,PEC Zwolle,
30,Sun Apr 14 2019,SC Heerenveen,1-1,1-0,FC Groningen,
30,Sun Apr 14 2019,FC Utrecht,0-0,0-0,SBV Vitesse,
31,Fri Apr 19 2019,Heracles Almelo,2-1,1-1,SC Heerenveen,
31,Sat Apr 20 2019,FC Emmen,2-0,2-0,FC Utrecht,
31,Sat Apr 20 2019,FC Groningen,0-1,0-0,AFC Ajax,
31,Sat Apr 20 2019,SBV Vitesse,4-1,1-1,PEC Zwolle,
31,Sat Apr 20 2019,Feyenoord Rotterdam,2-1,0-1,AZ,
31,Sat Apr 20 2019,VVV Venlo,4-1,1-1,VBV De Graafschap,
31,Sun Apr 21 2019,SBV Excelsior,1-1,0-1,Willem II Tilburg,
31,Sun Apr 21 2019,Fortuna Sittard,2-1,1-0,NAC Breda,
31,Sun Apr 21 2019,PSV,3-1,1-0,ADO Den Haag,
32,Tue Apr 23 2019,VBV De Graafschap,1-0,1-0,FC Emmen,
32,Tue Apr 23 2019,SC Heerenveen,2-2,1-0,VVV Venlo,
32,Tue Apr 23 2019,AZ,2-1,1-1,Heracles Almelo,
32,Tue Apr 23 2019,AFC Ajax,4-2,1-0,SBV Vitesse,
32,Wed Apr 24 2019,FC Utrecht,2-1,1-1,Fortuna Sittard,
32,Wed Apr 24 2019,NAC Breda,0-4,0-2,Feyenoord Rotterdam,
32,Thu Apr 25 2019,ADO Den Haag,3-1,2-1,SBV Excelsior,
32,Thu Apr 25 2019,Willem II Tilburg,0-3,0-2,PSV,
32,Mon Apr 29 2019,PEC Zwolle,3-2,0-1,FC Groningen,
34,Sun May 12 2019,AFC Ajax,4-1,2-1,FC Utrecht,
34,Sun May 12 2019,Feyenoord Rotterdam,0-2,0-1,ADO Den Haag,
34,Sun May 12 2019,AZ,1-0,0-0,PSV,
34,Sun May 12 2019,SC Heerenveen,2-1,0-0,NAC Breda,
34,Sun May 12 2019,SBV Vitesse,6-1,2-0,VBV De Graafschap,
34,Sun May 12 2019,Heracles Almelo,4-5,1-2,SBV Excelsior,
34,Sun May 12 2019,FC Groningen,3-0,1-0,Fortuna Sittard,
34,Sun May 12 2019,PEC Zwolle,2-4,1-0,VVV Venlo,
34,Sun May 12 2019,Willem II Tilburg,2-3,2-1,FC Emmen,
33,Wed May 15 2019,PSV,3-1,1-1,Heracles Almelo,
33,Wed May 15 2019,FC Utrecht,3-1,1-1,SC Heerenveen,
33,Wed May 15 2019,NAC Breda,0-0,0-0,PEC Zwolle,
33,Wed May 15 2019,ADO Den Haag,6-2,1-1,Willem II Tilburg,
33,Wed May 15 2019,VVV Venlo,1-3,0-2,SBV Vitesse,
33,Wed May 15 2019,Fortuna Sittard,1-4,1-1,Feyenoord Rotterdam,
33,Wed May 15 2019,VBV De Graafschap,1-4,1-2,AFC Ajax,
33,Wed May 15 2019,SBV Excelsior,4-2,1-1,AZ,
33,Wed May 15 2019,FC Emmen,1-0,1-0,FC Groningen,
