Matchday,Date,Team 1,FT,HT,Team 2,Comments
4,Sat May 11 2019,SC Corinthians Paulista,0-0,0-0,Grêmio FBPA,
4,Sun May 12 2019,Goiás EC,2-1,1-0,Ceará SC,
4,Sun May 12 2019,CR Flamengo,2-1,1-0,Chapecoense AF,
4,Sun May 12 2019,SC Internacional,3-1,1-1,Cruzeiro EC,
4,Sun May 12 2019,Santos FC,3-0,2-0,CR Vasco da Gama,
4,Sun May 12 2019,CA Mineiro,0-2,0-1,SE Palmeiras,
4,Sun May 12 2019,CA Paranaense,1-0,1-0,EC Bahia,
4,Sun May 12 2019,Avaí FC,0-0,0-0,CS Alagoano,
4,Sun May 12 2019,Fortaleza EC,0-1,0-0,São Paulo FC,
5,Sat May 18 2019,Fluminense FC,4-1,1-0,Cruzeiro EC,
5,Sat May 18 2019,CA Mineiro,2-1,1-1,CR Flamengo,
5,Sat May 18 2019,SE Palmeiras,4-0,2-0,Santos FC,
5,Sun May 19 2019,São Paulo FC,0-0,0-0,EC Bahia,
5,Sun May 19 2019,SC Internacional,2-0,2-0,CS Alagoano,
5,Sun May 19 2019,CA Paranaense,0-2,0-1,SC Corinthians Paulista,
5,Sun May 19 2019,Goiás EC,1-0,0-0,Botafogo FR,
5,Sun May 19 2019,Chapecoense AF,1-3,1-1,Fortaleza EC,
5,Sun May 19 2019,CR Vasco da Gama,1-1,0-0,Avaí FC,
5,Sun May 19 2019,Ceará SC,2-1,2-1,Grêmio FBPA,
6,Sat May 25 2019,Botafogo FR,0-1,0-0,SE Palmeiras,
6,Sat May 25 2019,Grêmio FBPA,1-0,0-0,CA Mineiro,
6,Sun May 26 2019,Santos FC,0-0,0-0,SC Internacional,
6,Sun May 26 2019,CR Flamengo,3-2,1-0,CA Paranaense,
6,Sun May 26 2019,Cruzeiro EC,1-2,0-0,Chapecoense AF,
6,Sun May 26 2019,EC Bahia,3-2,2-1,Fluminense FC,
6,Sun May 26 2019,SC Corinthians Paulista,1-0,1-0,São Paulo FC,
6,Sun May 26 2019,Fortaleza EC,1-1,0-0,CR Vasco da Gama,
6,Mon May 27 2019,Avaí FC,1-2,1-0,Ceará SC,
6,Mon May 27 2019,CS Alagoano,1-0,0-0,Goiás EC,
7,Sat Jun 1 2019,CR Flamengo,2-0,1-0,Fortaleza EC,
7,Sat Jun 1 2019,EC Bahia,1-0,0-0,Grêmio FBPA,
7,Sun Jun 2 2019,Botafogo FR,1-0,0-0,CR Vasco da Gama,
7,Sun Jun 2 2019,São Paulo FC,1-1,1-0,Cruzeiro EC,
7,Sun Jun 2 2019,CA Paranaense,3-0,2-0,Fluminense FC,
7,Sun Jun 2 2019,Ceará SC,0-1,0-0,Santos FC,
7,Sun Jun 2 2019,SC Internacional,2-0,0-0,Avaí FC,
7,Sun Jun 2 2019,CA Mineiro,4-0,2-0,CS Alagoano,
7,Sun Jun 2 2019,Chapecoense AF,1-2,1-2,SE Palmeiras,
8,Fri Jun 7 2019,CR Vasco da Gama,2-1,2-0,SC Internacional,
8,Sat Jun 8 2019,SE Palmeiras,1-0,0-0,CA Paranaense,
8,Sat Jun 8 2019,Cruzeiro EC,0-0,0-0,SC Corinthians Paulista,
8,Sat Jun 8 2019,Grêmio FBPA,1-0,0-0,Fortaleza EC,
8,Sat Jun 8 2019,Ceará SC,0-0,0-0,EC Bahia,
8,Sun Jun 9 2019,Avaí FC,0-0,0-0,São Paulo FC,
8,Sun Jun 9 2019,Santos FC,3-1,2-0,CA Mineiro,
8,Sun Jun 9 2019,Fluminense FC,0-0,0-0,CR Flamengo,
8,Sun Jun 9 2019,CS Alagoano,1-2,0-0,Botafogo FR,
8,Mon Jun 10 2019,Goiás EC,3-1,1-1,Chapecoense AF,
9,Wed Jun 12 2019,Botafogo FR,0-1,0-0,Grêmio FBPA,
9,Thu Jun 13 2019,Fortaleza EC,2-1,2-1,Cruzeiro EC,
9,Thu Jun 13 2019,SC Internacional,3-1,1-0,EC Bahia,
9,Thu Jun 13 2019,Santos FC,1-0,0-0,SC Corinthians Paulista,
9,Thu Jun 13 2019,CS Alagoano,0-2,0-0,CR Flamengo,
9,Thu Jun 13 2019,CR Vasco da Gama,1-0,0-0,Ceará SC,
9,Thu Jun 13 2019,CA Mineiro,1-1,1-0,São Paulo FC,
9,Thu Jun 13 2019,SE Palmeiras,2-0,1-0,Avaí FC,
9,Thu Jun 13 2019,Goiás EC,2-1,2-0,CA Paranaense,
9,Thu Jun 13 2019,Chapecoense AF,1-1,1-0,Fluminense FC,
10,Sat Jul 13 2019,Grêmio FBPA,2-1,0-1,CR Vasco da Gama,
10,Sat Jul 13 2019,Fortaleza EC,2-0,1-0,Avaí FC,
10,Sat Jul 13 2019,São Paulo FC,1-1,1-0,SE Palmeiras,
10,Sat Jul 13 2019,EC Bahia,0-1,0-0,Santos FC,
10,Sun Jul 14 2019,CR Flamengo,6-1,4-1,Goiás EC,
10,Sun Jul 14 2019,Cruzeiro EC,0-0,0-0,Botafogo FR,
10,Sun Jul 14 2019,SC Corinthians Paulista,1-0,0-0,CS Alagoano,
10,Sun Jul 14 2019,CA Paranaense,1-0,0-0,SC Internacional,
10,Sun Jul 14 2019,Chapecoense AF,1-2,1-0,CA Mineiro,
10,Mon Jul 15 2019,Fluminense FC,1-1,1-1,Ceará SC,
11,Sat Jul 20 2019,CR Vasco da Gama,2-1,0-1,Fluminense FC,
11,Sat Jul 20 2019,EC Bahia,0-0,0-0,Cruzeiro EC,
11,Sat Jul 20 2019,SC Internacional,1-1,1-0,Grêmio FBPA,
11,Sat Jul 20 2019,Ceará SC,2-0,1-0,SE Palmeiras,
11,Sat Jul 20 2019,CS Alagoano,0-4,0-1,CA Paranaense,
11,Sun Jul 21 2019,Botafogo FR,0-1,0-0,Santos FC,
11,Sun Jul 21 2019,CA Mineiro,2-2,2-0,Fortaleza EC,
11,Sun Jul 21 2019,SC Corinthians Paulista,1-1,0-0,CR Flamengo,
11,Sun Jul 21 2019,Avaí FC,0-0,0-0,Goiás EC,
11,Mon Jul 22 2019,São Paulo FC,4-0,0-0,Chapecoense AF,
12,Sat Jul 27 2019,SE Palmeiras,1-1,1-1,CR Vasco da Gama,
12,Sat Jul 27 2019,SC Internacional,1-0,1-0,Ceará SC,
12,Sat Jul 27 2019,Cruzeiro EC,0-2,0-1,CA Paranaense,
12,Sat Jul 27 2019,Fluminense FC,1-2,1-1,São Paulo FC,
12,Sun Jul 28 2019,Chapecoense AF,0-0,0-0,EC Bahia,
12,Sun Jul 28 2019,Santos FC,3-1,2-1,Avaí FC,
12,Sun Jul 28 2019,CR Flamengo,3-2,1-1,Botafogo FR,
12,Sun Jul 28 2019,Goiás EC,0-0,0-0,CA Mineiro,
12,Sun Jul 28 2019,Fortaleza EC,1-3,1-0,SC Corinthians Paulista,
12,Mon Jul 29 2019,CS Alagoano,0-0,0-0,Grêmio FBPA,
13,Sat Aug 3 2019,Fluminense FC,2-1,0-0,SC Internacional,
13,Sat Aug 3 2019,Ceará SC,2-1,2-1,Fortaleza EC,
13,Sun Aug 4 2019,Santos FC,6-1,3-0,Goiás EC,
13,Sun Aug 4 2019,EC Bahia,3-0,3-0,CR Flamengo,
13,Sun Aug 4 2019,Avaí FC,0-2,0-1,Botafogo FR,
13,Sun Aug 4 2019,CA Mineiro,2-0,1-0,Cruzeiro EC,
13,Sun Aug 4 2019,CR Vasco da Gama,0-0,0-0,CS Alagoano,
13,Sun Aug 4 2019,SC Corinthians Paulista,1-1,1-0,SE Palmeiras,
13,Mon Aug 5 2019,Grêmio FBPA,3-3,2-2,Chapecoense AF,
7,Wed Aug 7 2019,SC Corinthians Paulista,2-0,1-0,Goiás EC,
14,Sat Aug 10 2019,São Paulo FC,3-2,0-1,Santos FC,
14,Sat Aug 10 2019,Ceará SC,4-1,1-0,Chapecoense AF,
14,Sat Aug 10 2019,CR Flamengo,3-1,1-1,Grêmio FBPA,
14,Sun Aug 11 2019,CA Mineiro,2-1,1-0,Fluminense FC,
14,Sun Aug 11 2019,SC Internacional,0-0,0-0,SC Corinthians Paulista,
14,Sun Aug 11 2019,Botafogo FR,2-1,1-1,CA Paranaense,
14,Sun Aug 11 2019,SE Palmeiras,2-2,1-0,EC Bahia,
14,Sun Aug 11 2019,Avaí FC,2-2,1-0,Cruzeiro EC,
14,Sun Aug 11 2019,Goiás EC,0-1,0-1,CR Vasco da Gama,
14,Mon Aug 12 2019,CS Alagoano,0-2,0-2,Fortaleza EC,
15,Sat Aug 17 2019,SC Corinthians Paulista,2-0,1-0,Botafogo FR,
15,Sat Aug 17 2019,Fortaleza EC,0-1,0-0,SC Internacional,
15,Sat Aug 17 2019,CR Vasco da Gama,1-4,0-1,CR Flamengo,
15,Sat Aug 17 2019,CA Paranaense,1-0,1-0,CA Mineiro,
15,Sun Aug 18 2019,Grêmio FBPA,1-1,0-1,SE Palmeiras,
15,Sun Aug 18 2019,São Paulo FC,1-0,1-0,Ceará SC,
15,Sun Aug 18 2019,Cruzeiro EC,2-0,1-0,Santos FC,
15,Sun Aug 18 2019,EC Bahia,1-1,0-1,Goiás EC,
15,Sun Aug 18 2019,Fluminense FC,0-1,0-0,CS Alagoano,
15,Sun Aug 18 2019,Chapecoense AF,1-0,0-0,Avaí FC,
13,Wed Aug 21 2019,CA Paranaense,0-1,0-1,São Paulo FC,
16,Sat Aug 24 2019,CA Mineiro,0-1,0-1,EC Bahia,
16,Sat Aug 24 2019,Grêmio FBPA,2-1,1-0,CA Paranaense,
16,Sun Aug 25 2019,Santos FC,3-3,3-0,Fortaleza EC,
16,Sun Aug 25 2019,CR Vasco da Gama,2-0,0-0,São Paulo FC,
16,Sun Aug 25 2019,Goiás EC,2-1,0-1,SC Internacional,
16,Sun Aug 25 2019,Ceará SC,0-3,0-2,CR Flamengo,
16,Sun Aug 25 2019,Avaí FC,1-1,0-0,SC Corinthians Paulista,
16,Sun Aug 25 2019,CS Alagoano,1-1,0-1,Cruzeiro EC,
16,Mon Aug 26 2019,Botafogo FR,0-0,0-0,Chapecoense AF,
17,Sat Aug 31 2019,São Paulo FC,0-0,0-0,Grêmio FBPA,
17,Sat Aug 31 2019,EC Bahia,1-0,0-0,CS Alagoano,
17,Sat Aug 31 2019,CA Paranaense,1-0,1-0,Ceará SC,
17,Sat Aug 31 2019,Chapecoense AF,0-1,0-1,Santos FC,
17,Sun Sep 1 2019,SC Internacional,3-2,1-0,Botafogo FR,
17,Sun Sep 1 2019,CR Flamengo,3-0,2-0,SE Palmeiras,
17,Sun Sep 1 2019,Fortaleza EC,2-0,1-0,Goiás EC,
17,Sun Sep 1 2019,Cruzeiro EC,1-0,0-0,CR Vasco da Gama,
17,Sun Sep 1 2019,SC Corinthians Paulista,1-0,0-0,CA Mineiro,
17,Mon Sep 2 2019,Fluminense FC,0-1,0-0,Avaí FC,
18,Sat Sep 7 2019,CR Vasco da Gama,0-2,0-0,EC Bahia,
18,Sat Sep 7 2019,SC Corinthians Paulista,2-2,2-0,Ceará SC,
18,Sat Sep 7 2019,Avaí FC,0-3,0-2,CR Flamengo,
18,Sat Sep 7 2019,Fortaleza EC,0-1,0-0,Fluminense FC,
18,Sat Sep 7 2019,SC Internacional,1-0,0-0,São Paulo FC,
18,Sun Sep 8 2019,Goiás EC,1-2,1-0,SE Palmeiras,
18,Sun Sep 8 2019,Cruzeiro EC,1-4,1-2,Grêmio FBPA,
18,Sun Sep 8 2019,Santos FC,1-1,0-1,CA Paranaense,
18,Sun Sep 8 2019,Botafogo FR,2-1,1-0,CA Mineiro,
18,Sun Sep 8 2019,CS Alagoano,2-0,1-0,Chapecoense AF,
16,Wed Sep 11 2019,SE Palmeiras,3-0,1-0,Fluminense FC,
19,Sat Sep 14 2019,CR Flamengo,1-0,1-0,Santos FC,
19,Sat Sep 14 2019,SE Palmeiras,1-0,1-0,Cruzeiro EC,
19,Sat Sep 14 2019,Chapecoense AF,1-2,0-1,CR Vasco da Gama,
19,Sun Sep 15 2019,Ceará SC,0-0,0-0,Botafogo FR,
19,Sun Sep 15 2019,CA Mineiro,1-3,0-1,SC Internacional,
19,Sun Sep 15 2019,CA Paranaense,0-1,0-1,Avaí FC,
19,Sun Sep 15 2019,Grêmio FBPA,3-0,3-0,Goiás EC,
19,Sun Sep 15 2019,EC Bahia,1-1,1-1,Fortaleza EC,
19,Sun Sep 15 2019,Fluminense FC,1-0,1-0,SC Corinthians Paulista,
19,Sun Sep 15 2019,São Paulo FC,1-1,0-0,CS Alagoano,
20,Sat Sep 21 2019,Botafogo FR,1-2,1-1,São Paulo FC,
20,Sat Sep 21 2019,Cruzeiro EC,1-2,1-1,CR Flamengo,
20,Sat Sep 21 2019,SC Corinthians Paulista,2-1,1-0,EC Bahia,
20,Sun Sep 22 2019,Santos FC,0-3,0-0,Grêmio FBPA,
20,Sun Sep 22 2019,SC Internacional,1-0,0-0,Chapecoense AF,
20,Sun Sep 22 2019,CR Vasco da Gama,1-1,0-0,CA Paranaense,
20,Sun Sep 22 2019,Fortaleza EC,0-1,0-0,SE Palmeiras,
20,Sun Sep 22 2019,CS Alagoano,1-0,0-0,Ceará SC,
20,Sun Sep 22 2019,Goiás EC,3-0,1-0,Fluminense FC,
20,Mon Sep 23 2019,Avaí FC,1-0,1-0,CA Mineiro,
21,Wed Sep 25 2019,Ceará SC,0-0,0-0,Cruzeiro EC,
21,Thu Sep 26 2019,São Paulo FC,0-1,0-1,Goiás EC,
21,Thu Sep 26 2019,EC Bahia,2-0,1-0,Botafogo FR,
21,Thu Sep 26 2019,CR Flamengo,3-1,1-0,SC Internacional,
21,Thu Sep 26 2019,SE Palmeiras,6-2,4-0,CS Alagoano,
21,Thu Sep 26 2019,Grêmio FBPA,6-1,4-0,Avaí FC,
21,Thu Sep 26 2019,Fluminense FC,1-1,1-1,Santos FC,
21,Fri Sep 27 2019,CA Paranaense,4-1,2-1,Fortaleza EC,
22,Sat Sep 28 2019,CR Flamengo,0-0,0-0,São Paulo FC,
22,Sun Sep 29 2019,SC Corinthians Paulista,1-0,0-0,CR Vasco da Gama,
22,Sun Sep 29 2019,SC Internacional,1-1,1-0,SE Palmeiras,
22,Sun Sep 29 2019,Santos FC,2-0,1-0,CS Alagoano,
22,Sun Sep 29 2019,Fluminense FC,2-1,1-0,Grêmio FBPA,
22,Sun Sep 29 2019,CA Mineiro,2-1,0-1,Ceará SC,
22,Sun Sep 29 2019,CA Paranaense,1-1,0-1,Chapecoense AF,
22,Mon Sep 30 2019,Avaí FC,0-2,0-2,EC Bahia,
22,Mon Sep 30 2019,Goiás EC,1-0,0-0,Cruzeiro EC,
22,Mon Sep 30 2019,Fortaleza EC,1-0,0-0,Botafogo FR,
21,Wed Oct 2 2019,CA Mineiro,1-2,0-0,CR Vasco da Gama,
21,Wed Oct 2 2019,Chapecoense AF,0-1,0-0,SC Corinthians Paulista,
23,Sat Oct 5 2019,São Paulo FC,2-1,1-1,Fortaleza EC,
23,Sat Oct 5 2019,CR Vasco da Gama,0-1,0-0,Santos FC,
23,Sat Oct 5 2019,Grêmio FBPA,0-0,0-0,SC Corinthians Paulista,
23,Sat Oct 5 2019,EC Bahia,1-2,0-0,CA Paranaense,
23,Sun Oct 6 2019,Cruzeiro EC,1-1,0-1,SC Internacional,
23,Sun Oct 6 2019,Chapecoense AF,0-1,0-1,CR Flamengo,
23,Sun Oct 6 2019,Botafogo FR,0-1,0-1,Fluminense FC,
23,Sun Oct 6 2019,SE Palmeiras,1-1,0-1,CA Mineiro,
23,Sun Oct 6 2019,Ceará SC,0-1,0-1,Goiás EC,
23,Sun Oct 6 2019,CS Alagoano,3-1,1-0,Avaí FC,
24,Wed Oct 9 2019,Botafogo FR,3-1,1-0,Goiás EC,
24,Wed Oct 9 2019,CS Alagoano,1-0,0-0,SC Internacional,
24,Wed Oct 9 2019,Fortaleza EC,2-0,0-0,Chapecoense AF,
24,Thu Oct 10 2019,Grêmio FBPA,2-1,2-1,Ceará SC,
24,Thu Oct 10 2019,EC Bahia,0-0,0-0,São Paulo FC,
24,Thu Oct 10 2019,Cruzeiro EC,0-0,0-0,Fluminense FC,
24,Thu Oct 10 2019,Santos FC,2-0,2-0,SE Palmeiras,
24,Thu Oct 10 2019,SC Corinthians Paulista,2-2,2-2,CA Paranaense,
24,Thu Oct 10 2019,Avaí FC,0-0,0-0,CR Vasco da Gama,
24,Thu Oct 10 2019,CR Flamengo,3-1,1-0,CA Mineiro,
25,Sat Oct 12 2019,Goiás EC,1-0,1-0,CS Alagoano,
25,Sat Oct 12 2019,Fluminense FC,2-0,2-0,EC Bahia,
25,Sun Oct 13 2019,SE Palmeiras,1-0,1-0,Botafogo FR,
25,Sun Oct 13 2019,SC Internacional,0-0,0-0,Santos FC,
25,Sun Oct 13 2019,CR Vasco da Gama,1-0,0-0,Fortaleza EC,
25,Sun Oct 13 2019,CA Paranaense,0-2,0-1,CR Flamengo,
25,Sun Oct 13 2019,Ceará SC,1-0,0-0,Avaí FC,
25,Sun Oct 13 2019,São Paulo FC,1-0,0-0,SC Corinthians Paulista,
25,Sun Oct 13 2019,CA Mineiro,1-4,1-2,Grêmio FBPA,
25,Sun Oct 13 2019,Chapecoense AF,1-1,0-1,Cruzeiro EC,
26,Wed Oct 16 2019,Grêmio FBPA,0-1,0-0,EC Bahia,
26,Wed Oct 16 2019,CS Alagoano,2-2,1-0,CA Mineiro,
26,Wed Oct 16 2019,Fortaleza EC,1-2,0-0,CR Flamengo,
26,Thu Oct 17 2019,Cruzeiro EC,1-0,0-0,São Paulo FC,
26,Thu Oct 17 2019,SE Palmeiras,1-0,0-0,Chapecoense AF,
26,Thu Oct 17 2019,CR Vasco da Gama,2-1,2-1,Botafogo FR,
26,Thu Oct 17 2019,Goiás EC,2-2,1-1,SC Corinthians Paulista,
26,Thu Oct 17 2019,Santos FC,2-1,0-1,Ceará SC,
26,Thu Oct 17 2019,Avaí FC,0-2,0-1,SC Internacional,
26,Fri Oct 18 2019,Fluminense FC,1-2,1-1,CA Paranaense,
27,Sat Oct 19 2019,Fortaleza EC,2-1,2-1,Grêmio FBPA,
27,Sat Oct 19 2019,SC Corinthians Paulista,1-2,1-1,Cruzeiro EC,
27,Sun Oct 20 2019,CA Mineiro,2-0,2-0,Santos FC,
27,Sun Oct 20 2019,São Paulo FC,1-0,0-0,Avaí FC,
27,Sun Oct 20 2019,SC Internacional,0-1,0-0,CR Vasco da Gama,
27,Sun Oct 20 2019,CR Flamengo,2-0,1-0,Fluminense FC,
27,Sun Oct 20 2019,CA Paranaense,1-1,1-1,SE Palmeiras,
27,Sun Oct 20 2019,Chapecoense AF,2-2,2-0,Goiás EC,
27,Mon Oct 21 2019,EC Bahia,1-2,0-0,Ceará SC,
27,Mon Oct 21 2019,Botafogo FR,2-1,1-0,CS Alagoano,
28,Sat Oct 26 2019,SC Corinthians Paulista,0-0,0-0,Santos FC,
28,Sat Oct 26 2019,Ceará SC,1-1,0-1,CR Vasco da Gama,
28,Sat Oct 26 2019,EC Bahia,2-3,0-0,SC Internacional,
28,Sat Oct 26 2019,Fluminense FC,1-1,0-1,Chapecoense AF,
28,Sun Oct 27 2019,Cruzeiro EC,1-1,0-0,Fortaleza EC,
28,Sun Oct 27 2019,São Paulo FC,2-0,0-0,CA Mineiro,
28,Sun Oct 27 2019,Grêmio FBPA,3-0,1-0,Botafogo FR,
28,Sun Oct 27 2019,CA Paranaense,4-1,0-1,Goiás EC,
28,Sun Oct 27 2019,Avaí FC,1-2,0-0,SE Palmeiras,
28,Sun Oct 27 2019,CR Flamengo,1-0,1-0,CS Alagoano,
29,Wed Oct 30 2019,CA Mineiro,0-2,0-1,Chapecoense AF,
29,Wed Oct 30 2019,SE Palmeiras,3-0,2-0,São Paulo FC,
29,Wed Oct 30 2019,Avaí FC,1-3,0-1,Fortaleza EC,
29,Thu Oct 31 2019,CR Vasco da Gama,1-3,1-1,Grêmio FBPA,
29,Thu Oct 31 2019,Ceará SC,2-0,1-0,Fluminense FC,
29,Thu Oct 31 2019,CS Alagoano,2-1,1-1,SC Corinthians Paulista,
29,Thu Oct 31 2019,Santos FC,1-0,0-0,EC Bahia,
29,Thu Oct 31 2019,Goiás EC,2-2,0-0,CR Flamengo,
29,Fri Nov 1 2019,SC Internacional,1-1,1-1,CA Paranaense,
29,Fri Nov 1 2019,Botafogo FR,0-2,0-1,Cruzeiro EC,
30,Sat Nov 2 2019,Fortaleza EC,2-2,2-1,CA Mineiro,
30,Sat Nov 2 2019,Fluminense FC,0-0,0-0,CR Vasco da Gama,
30,Sat Nov 2 2019,SE Palmeiras,1-0,1-0,Ceará SC,
30,Sun Nov 3 2019,Chapecoense AF,0-3,0-2,São Paulo FC,
30,Sun Nov 3 2019,CR Flamengo,4-1,2-0,SC Corinthians Paulista,
30,Sun Nov 3 2019,Grêmio FBPA,2-0,1-0,SC Internacional,
30,Sun Nov 3 2019,CA Paranaense,1-0,0-0,CS Alagoano,
30,Sun Nov 3 2019,Cruzeiro EC,1-1,0-0,EC Bahia,
30,Sun Nov 3 2019,Santos FC,4-1,2-1,Botafogo FR,
30,Sun Nov 3 2019,Goiás EC,2-0,0-0,Avaí FC,
31,Wed Nov 6 2019,SC Corinthians Paulista,3-2,1-1,Fortaleza EC,
31,Wed Nov 6 2019,CA Mineiro,2-0,0-0,Goiás EC,
31,Thu Nov 7 2019,Avaí FC,1-2,1-2,Santos FC,
31,Thu Nov 7 2019,EC Bahia,1-1,0-1,Chapecoense AF,
31,Thu Nov 7 2019,CR Vasco da Gama,1-2,1-1,SE Palmeiras,
31,Thu Nov 7 2019,CA Paranaense,0-0,0-0,Cruzeiro EC,
31,Thu Nov 7 2019,São Paulo FC,0-2,0-2,Fluminense FC,
31,Thu Nov 7 2019,Ceará SC,2-0,1-0,SC Internacional,
31,Thu Nov 7 2019,Botafogo FR,0-1,0-0,CR Flamengo,
31,Fri Nov 8 2019,Grêmio FBPA,2-1,1-0,CS Alagoano,
32,Sat Nov 9 2019,Goiás EC,0-3,0-1,Santos FC,
32,Sat Nov 9 2019,SE Palmeiras,1-1,0-0,SC Corinthians Paulista,
32,Sun Nov 10 2019,São Paulo FC,0-1,0-0,CA Paranaense,
32,Sun Nov 10 2019,SC Internacional,2-1,2-0,Fluminense FC,
32,Sun Nov 10 2019,Cruzeiro EC,0-0,0-0,CA Mineiro,
32,Sun Nov 10 2019,CR Flamengo,3-1,0-1,EC Bahia,
32,Sun Nov 10 2019,Fortaleza EC,1-0,1-0,Ceará SC,
32,Sun Nov 10 2019,Chapecoense AF,0-1,0-1,Grêmio FBPA,
32,Sun Nov 10 2019,CS Alagoano,0-3,0-1,CR Vasco da Gama,
32,Mon Nov 11 2019,Botafogo FR,2-0,1-0,Avaí FC,
34,Thu Nov 14 2019,CR Flamengo,4-4,2-2,CR Vasco da Gama,
33,Sat Nov 16 2019,Santos FC,1-1,1-0,São Paulo FC,
33,Sat Nov 16 2019,Fluminense FC,1-1,1-0,CA Mineiro,
33,Sun Nov 17 2019,Grêmio FBPA,0-1,0-1,CR Flamengo,
33,Sun Nov 17 2019,EC Bahia,1-1,1-0,SE Palmeiras,
33,Sun Nov 17 2019,SC Corinthians Paulista,0-0,0-0,SC Internacional,
33,Sun Nov 17 2019,CA Paranaense,1-0,0-0,Botafogo FR,
33,Sun Nov 17 2019,Chapecoense AF,1-0,0-0,Ceará SC,
33,Sun Nov 17 2019,Fortaleza EC,3-0,1-0,CS Alagoano,
33,Mon Nov 18 2019,CR Vasco da Gama,1-1,1-0,Goiás EC,
33,Mon Nov 18 2019,Cruzeiro EC,0-0,0-0,Avaí FC,
34,Sun Nov 24 2019,Santos FC,4-1,1-1,Cruzeiro EC,
34,Sun Nov 24 2019,CA Mineiro,0-1,0-0,CA Paranaense,
34,Sun Nov 24 2019,SE Palmeiras,1-2,0-0,Grêmio FBPA,
34,Sun Nov 24 2019,Goiás EC,4-3,2-0,EC Bahia,
34,Sun Nov 24 2019,Botafogo FR,1-0,1-0,SC Corinthians Paulista,
34,Sun Nov 24 2019,SC Internacional,2-2,1-1,Fortaleza EC,
34,Sun Nov 24 2019,Ceará SC,1-1,0-1,São Paulo FC,
34,Sun Nov 24 2019,Avaí FC,0-1,0-0,Chapecoense AF,
34,Mon Nov 25 2019,CS Alagoano,0-1,0-0,Fluminense FC,
35,Wed Nov 27 2019,SC Internacional,1-2,0-1,Goiás EC,
35,Wed Nov 27 2019,Chapecoense AF,0-1,0-0,Botafogo FR,
35,Thu Nov 28 2019,EC Bahia,1-1,0-0,CA Mineiro,
35,Thu Nov 28 2019,CR Flamengo,4-1,0-1,Ceará SC,
35,Thu Nov 28 2019,SC Corinthians Paulista,3-0,1-0,Avaí FC,
35,Thu Nov 28 2019,CA Paranaense,2-0,1-0,Grêmio FBPA,
35,Thu Nov 28 2019,Fluminense FC,1-0,1-0,SE Palmeiras,
35,Thu Nov 28 2019,Fortaleza EC,2-1,0-0,Santos FC,
35,Thu Nov 28 2019,São Paulo FC,1-0,1-0,CR Vasco da Gama,
35,Fri Nov 29 2019,Cruzeiro EC,0-1,0-1,CS Alagoano,
36,Sat Nov 30 2019,Botafogo FR,0-1,0-0,SC Internacional,
36,Sat Nov 30 2019,Ceará SC,1-1,0-0,CA Paranaense,
36,Sun Dec 1 2019,SE Palmeiras,1-3,0-2,CR Flamengo,
