Matchday,Date,Team 1,FT,HT,Team 2,Comments
3,Sun Aug 26 2018,Lille OSC,3-0,2-0,En Avant Guingamp,
3,Sun Aug 26 2018,FC Girondins de Bordeaux,2-1,0-0,AS Monaco FC,
3,Sun Aug 26 2018,Olympique de Marseille,2-2,0-2,Stade Rennais FC 1901,
4,Fri Aug 31 2018,Olympique Lyonnais,0-1,0-0,OGC Nice,
4,Sat Sep 1 2018,Nîmes Olympique,2-4,0-2,Paris Saint-Germain FC,
4,Sat Sep 1 2018,Stade de Reims,0-1,0-0,Montpellier HSC,
4,Sat Sep 1 2018,Angers SCO,1-0,0-0,Lille OSC,
4,Sat Sep 1 2018,En Avant Guingamp,1-2,1-2,Toulouse FC,
4,Sat Sep 1 2018,Dijon Football Côte d'Or,0-2,0-1,SM Caen,
4,Sat Sep 1 2018,RC Strasbourg Alsace,2-3,1-2,FC Nantes,
4,Sun Sep 2 2018,AS Saint-Étienne,0-0,0-0,Amiens SC,
4,Sun Sep 2 2018,Stade Rennais FC 1901,2-0,2-0,FC Girondins de Bordeaux,
4,Sun Sep 2 2018,AS Monaco FC,2-3,0-1,Olympique de Marseille,
5,Fri Sep 14 2018,OGC Nice,2-1,0-0,Stade Rennais FC 1901,
5,Fri Sep 14 2018,Paris Saint-Germain FC,4-0,1-0,AS Saint-Étienne,
5,Sat Sep 15 2018,SM Caen,2-2,0-1,Olympique Lyonnais,
5,Sat Sep 15 2018,Montpellier HSC,1-1,0-0,RC Strasbourg Alsace,
5,Sat Sep 15 2018,Toulouse FC,1-1,0-0,AS Monaco FC,
5,Sat Sep 15 2018,Dijon Football Côte d'Or,1-3,1-3,Angers SCO,
5,Sat Sep 15 2018,Amiens SC,2-3,0-1,Lille OSC,
5,Sun Sep 16 2018,FC Nantes,0-0,0-0,Stade de Reims,
5,Sun Sep 16 2018,FC Girondins de Bordeaux,3-3,1-2,Nîmes Olympique,
5,Sun Sep 16 2018,Olympique de Marseille,4-0,0-0,En Avant Guingamp,
6,Fri Sep 21 2018,AS Monaco FC,1-1,1-1,Nîmes Olympique,
6,Sat Sep 22 2018,Lille OSC,2-1,1-0,FC Nantes,
6,Sat Sep 22 2018,Montpellier HSC,1-0,1-0,OGC Nice,
6,Sat Sep 22 2018,AS Saint-Étienne,2-1,0-1,SM Caen,
6,Sat Sep 22 2018,Stade de Reims,0-0,0-0,Dijon Football Côte d'Or,
6,Sat Sep 22 2018,Angers SCO,0-0,0-0,Toulouse FC,
6,Sat Sep 22 2018,RC Strasbourg Alsace,3-1,0-1,Amiens SC,
6,Sun Sep 23 2018,Stade Rennais FC 1901,1-3,1-1,Paris Saint-Germain FC,
6,Sun Sep 23 2018,En Avant Guingamp,1-3,0-0,FC Girondins de Bordeaux,
6,Sun Sep 23 2018,Olympique Lyonnais,4-2,1-1,Olympique de Marseille,
7,Tue Sep 25 2018,FC Nantes,1-2,0-1,OGC Nice,
7,Tue Sep 25 2018,AS Monaco FC,0-1,0-1,Angers SCO,
7,Tue Sep 25 2018,Toulouse FC,2-3,0-1,AS Saint-Étienne,
7,Wed Sep 26 2018,FC Girondins de Bordeaux,1-0,1-0,Lille OSC,
7,Wed Sep 26 2018,Olympique de Marseille,3-2,2-1,RC Strasbourg Alsace,
7,Wed Sep 26 2018,SM Caen,2-2,1-1,Montpellier HSC,
7,Wed Sep 26 2018,Dijon Football Côte d'Or,0-3,0-3,Olympique Lyonnais,
7,Wed Sep 26 2018,Nîmes Olympique,0-0,0-0,En Avant Guingamp,
7,Wed Sep 26 2018,Amiens SC,2-1,0-0,Stade Rennais FC 1901,
7,Wed Sep 26 2018,Paris Saint-Germain FC,4-1,3-1,Stade de Reims,
8,Fri Sep 28 2018,AS Saint-Étienne,2-0,1-0,AS Monaco FC,
8,Sat Sep 29 2018,OGC Nice,0-3,0-1,Paris Saint-Germain FC,
8,Sat Sep 29 2018,Olympique Lyonnais,1-1,1-0,FC Nantes,
8,Sat Sep 29 2018,Stade de Reims,0-0,0-0,FC Girondins de Bordeaux,
8,Sat Sep 29 2018,Angers SCO,0-1,0-1,En Avant Guingamp,
8,Sat Sep 29 2018,SM Caen,1-0,1-0,Amiens SC,
8,Sat Sep 29 2018,RC Strasbourg Alsace,3-0,1-0,Dijon Football Côte d'Or,
8,Sun Sep 30 2018,Stade Rennais FC 1901,1-1,0-0,Toulouse FC,
8,Sun Sep 30 2018,Montpellier HSC,3-0,2-0,Nîmes Olympique,
8,Sun Sep 30 2018,Lille OSC,3-0,0-0,Olympique de Marseille,
9,Fri Oct 5 2018,Toulouse FC,1-1,0-1,OGC Nice,
9,Sat Oct 6 2018,Lille OSC,3-1,1-1,AS Saint-Étienne,
9,Sat Oct 6 2018,Angers SCO,2-2,0-2,RC Strasbourg Alsace,
9,Sat Oct 6 2018,En Avant Guingamp,1-1,0-1,Montpellier HSC,
9,Sat Oct 6 2018,Nîmes Olympique,0-0,0-0,Stade de Reims,
9,Sat Oct 6 2018,Amiens SC,1-0,1-0,Dijon Football Côte d'Or,
9,Sun Oct 7 2018,FC Girondins de Bordeaux,3-0,3-0,FC Nantes,
9,Sun Oct 7 2018,Olympique de Marseille,2-0,2-0,SM Caen,
9,Sun Oct 7 2018,AS Monaco FC,1-2,0-1,Stade Rennais FC 1901,
9,Sun Oct 7 2018,Paris Saint-Germain FC,5-0,1-0,Olympique Lyonnais,
10,Fri Oct 19 2018,Olympique Lyonnais,2-0,1-0,Nîmes Olympique,
10,Sat Oct 20 2018,Paris Saint-Germain FC,5-0,2-0,Amiens SC,
10,Sat Oct 20 2018,Stade de Reims,1-1,0-1,Angers SCO,
10,Sat Oct 20 2018,FC Nantes,4-0,2-0,Toulouse FC,
10,Sat Oct 20 2018,SM Caen,0-0,0-0,En Avant Guingamp,
10,Sat Oct 20 2018,Dijon Football Côte d'Or,1-2,0-2,Lille OSC,
10,Sat Oct 20 2018,RC Strasbourg Alsace,2-1,1-0,AS Monaco FC,
10,Sun Oct 21 2018,Montpellier HSC,2-0,1-0,FC Girondins de Bordeaux,
10,Sun Oct 21 2018,AS Saint-Étienne,1-1,1-1,Stade Rennais FC 1901,
10,Sun Oct 21 2018,OGC Nice,0-1,0-1,Olympique de Marseille,
11,Fri Oct 26 2018,Nîmes Olympique,1-1,0-1,AS Saint-Étienne,
11,Sat Oct 27 2018,Angers SCO,1-2,0-0,Olympique Lyonnais,
11,Sat Oct 27 2018,Lille OSC,1-0,0-0,SM Caen,
11,Sat Oct 27 2018,Toulouse FC,0-3,0-2,Montpellier HSC,
11,Sat Oct 27 2018,AS Monaco FC,2-2,1-1,Dijon Football Côte d'Or,
11,Sat Oct 27 2018,En Avant Guingamp,1-1,1-0,RC Strasbourg Alsace,
11,Sat Oct 27 2018,Amiens SC,1-2,0-1,FC Nantes,
11,Sun Oct 28 2018,Stade Rennais FC 1901,0-2,0-1,Stade de Reims,
11,Sun Oct 28 2018,FC Girondins de Bordeaux,0-1,0-0,OGC Nice,
11,Sun Oct 28 2018,Olympique de Marseille,0-2,0-0,Paris Saint-Germain FC,
12,Fri Nov 2 2018,Paris Saint-Germain FC,2-1,0-0,Lille OSC,
12,Sat Nov 3 2018,Olympique Lyonnais,1-1,1-0,FC Girondins de Bordeaux,
12,Sat Nov 3 2018,OGC Nice,1-0,1-0,Amiens SC,
12,Sat Nov 3 2018,Stade de Reims,1-0,1-0,AS Monaco FC,
12,Sat Nov 3 2018,SM Caen,1-2,0-0,Stade Rennais FC 1901,
12,Sat Nov 3 2018,Dijon Football Côte d'Or,0-4,0-2,Nîmes Olympique,
12,Sat Nov 3 2018,RC Strasbourg Alsace,1-1,0-0,Toulouse FC,
12,Sun Nov 4 2018,FC Nantes,5-0,1-0,En Avant Guingamp,
12,Sun Nov 4 2018,AS Saint-Étienne,4-3,2-2,Angers SCO,
12,Sun Nov 4 2018,Montpellier HSC,3-0,0-0,Olympique de Marseille,
13,Fri Nov 9 2018,Lille OSC,0-0,0-0,RC Strasbourg Alsace,
13,Sat Nov 10 2018,En Avant Guingamp,2-4,1-0,Olympique Lyonnais,
13,Sat Nov 10 2018,AS Saint-Étienne,2-0,2-0,Stade de Reims,
13,Sat Nov 10 2018,Toulouse FC,0-1,0-1,Amiens SC,
13,Sat Nov 10 2018,Angers SCO,1-0,0-0,Montpellier HSC,
13,Sat Nov 10 2018,Nîmes Olympique,0-1,0-0,OGC Nice,
13,Sun Nov 11 2018,FC Girondins de Bordeaux,0-0,0-0,SM Caen,
13,Sun Nov 11 2018,Stade Rennais FC 1901,1-1,1-1,FC Nantes,
13,Sun Nov 11 2018,Olympique de Marseille,2-0,1-0,Dijon Football Côte d'Or,
13,Sun Nov 11 2018,AS Monaco FC,0-4,0-2,Paris Saint-Germain FC,
14,Fri Nov 23 2018,Olympique Lyonnais,1-0,0-0,AS Saint-Étienne,
14,Sat Nov 24 2018,Paris Saint-Germain FC,1-0,1-0,Toulouse FC,
14,Sat Nov 24 2018,Stade de Reims,2-1,1-0,En Avant Guingamp,
14,Sat Nov 24 2018,FC Nantes,1-1,0-1,Angers SCO,
14,Sat Nov 24 2018,SM Caen,0-1,0-0,AS Monaco FC,
14,Sat Nov 24 2018,Dijon Football Côte d'Or,0-0,0-0,FC Girondins de Bordeaux,
14,Sat Nov 24 2018,RC Strasbourg Alsace,0-1,0-0,Nîmes Olympique,
14,Sun Nov 25 2018,Montpellier HSC,2-2,1-1,Stade Rennais FC 1901,
14,Sun Nov 25 2018,OGC Nice,2-0,1-0,Lille OSC,
14,Sun Nov 25 2018,Amiens SC,1-3,1-1,Olympique de Marseille,
15,Fri Nov 30 2018,AS Saint-Étienne,3-0,0-0,FC Nantes,
15,Sat Dec 1 2018,Lille OSC,2-2,2-0,Olympique Lyonnais,
15,Sat Dec 1 2018,Angers SCO,1-1,0-0,SM Caen,
15,Sat Dec 1 2018,AS Monaco FC,1-2,1-0,Montpellier HSC,
15,Sat Dec 1 2018,En Avant Guingamp,0-0,0-0,OGC Nice,
15,Sat Dec 1 2018,Nîmes Olympique,3-0,1-0,Amiens SC,
15,Sun Dec 2 2018,Toulouse FC,2-2,0-1,Dijon Football Côte d'Or,
15,Sun Dec 2 2018,Stade Rennais FC 1901,1-4,1-2,RC Strasbourg Alsace,
15,Sun Dec 2 2018,Olympique de Marseille,0-0,0-0,Stade de Reims,
15,Sun Dec 2 2018,FC Girondins de Bordeaux,2-2,0-1,Paris Saint-Germain FC,
16,Tue Dec 4 2018,OGC Nice,0-0,0-0,Angers SCO,
16,Tue Dec 4 2018,Amiens SC,0-2,0-1,AS Monaco FC,
16,Tue Dec 4 2018,Montpellier HSC,0-1,0-1,Lille OSC,
16,Wed Dec 5 2018,Olympique Lyonnais,0-2,0-2,Stade Rennais FC 1901,
16,Wed Dec 5 2018,FC Girondins de Bordeaux,3-2,1-1,AS Saint-Étienne,
16,Wed Dec 5 2018,Stade de Reims,0-1,0-1,Toulouse FC,
16,Wed Dec 5 2018,FC Nantes,3-2,2-2,Olympique de Marseille,
16,Wed Dec 5 2018,SM Caen,1-2,0-1,Nîmes Olympique,
16,Wed Dec 5 2018,Dijon Football Côte d'Or,2-1,1-0,En Avant Guingamp,
16,Wed Dec 5 2018,RC Strasbourg Alsace,1-1,1-0,Paris Saint-Germain FC,
17,Sat Dec 8 2018,Stade Rennais FC 1901,2-0,0-0,Dijon Football Côte d'Or,
17,Sat Dec 8 2018,En Avant Guingamp,1-2,0-0,Amiens SC,
17,Sun Dec 9 2018,RC Strasbourg Alsace,2-2,2-1,SM Caen,
17,Sun Dec 9 2018,Lille OSC,1-1,0-0,Stade de Reims,
18,Sat Dec 15 2018,Stade de Reims,2-1,1-0,RC Strasbourg Alsace,
18,Sun Dec 16 2018,Nîmes Olympique,2-3,0-2,Lille OSC,
18,Sun Dec 16 2018,OGC Nice,1-1,0-0,AS Saint-Étienne,
18,Sun Dec 16 2018,Olympique Lyonnais,3-0,2-0,AS Monaco FC,
18,Tue Dec 18 2018,SM Caen,2-1,1-1,Toulouse FC,
19,Sat Dec 22 2018,Montpellier HSC,1-1,0-0,Olympique Lyonnais,
19,Sat Dec 22 2018,Paris Saint-Germain FC,1-0,0-0,FC Nantes,
19,Sat Dec 22 2018,Lille OSC,1-2,1-0,Toulouse FC,
19,Sat Dec 22 2018,Stade Rennais FC 1901,4-0,2-0,Nîmes Olympique,
19,Sat Dec 22 2018,AS Saint-Étienne,3-0,1-0,Dijon Football Côte d'Or,
19,Sat Dec 22 2018,Stade de Reims,2-2,1-2,SM Caen,
19,Sat Dec 22 2018,Angers SCO,1-1,1-0,Olympique de Marseille,
19,Sat Dec 22 2018,AS Monaco FC,0-2,0-0,En Avant Guingamp,
19,Sat Dec 22 2018,RC Strasbourg Alsace,2-0,2-0,OGC Nice,
19,Sun Dec 23 2018,FC Girondins de Bordeaux,1-1,1-0,Amiens SC,
18,Tue Jan 8 2019,FC Nantes,2-0,0-0,Montpellier HSC,
18,Tue Jan 8 2019,Amiens SC,0-0,0-0,Angers SCO,
20,Fri Jan 11 2019,SM Caen,1-3,0-2,Lille OSC,
20,Fri Jan 11 2019,Olympique Lyonnais,1-1,0-1,Stade de Reims,
20,Sat Jan 12 2019,Amiens SC,0-3,0-0,Paris Saint-Germain FC,
20,Sat Jan 12 2019,OGC Nice,1-0,1-0,FC Girondins de Bordeaux,
20,Sat Jan 12 2019,En Avant Guingamp,0-1,0-1,AS Saint-Étienne,
20,Sun Jan 13 2019,FC Nantes,0-1,0-1,Stade Rennais FC 1901,
20,Sun Jan 13 2019,Toulouse FC,1-2,1-1,RC Strasbourg Alsace,
20,Sun Jan 13 2019,Dijon Football Côte d'Or,1-1,0-0,Montpellier HSC,
20,Sun Jan 13 2019,Olympique de Marseille,1-1,1-1,AS Monaco FC,
17,Tue Jan 15 2019,Angers SCO,1-2,0-1,FC Girondins de Bordeaux,
17,Wed Jan 16 2019,Toulouse FC,2-2,1-0,Olympique Lyonnais,
17,Wed Jan 16 2019,AS Monaco FC,1-1,0-1,OGC Nice,
17,Wed Jan 16 2019,Nîmes Olympique,1-0,0-0,FC Nantes,
18,Wed Jan 16 2019,En Avant Guingamp,2-1,1-0,Stade Rennais FC 1901,
17,Wed Jan 16 2019,AS Saint-Étienne,2-1,0-1,Olympique de Marseille,
21,Fri Jan 18 2019,Lille OSC,2-1,1-1,Amiens SC,
21,Sat Jan 19 2019,Paris Saint-Germain FC,9-0,3-0,En Avant Guingamp,
21,Sat Jan 19 2019,Stade de Reims,1-1,1-0,OGC Nice,
21,Sat Jan 19 2019,AS Monaco FC,1-5,1-2,RC Strasbourg Alsace,
21,Sat Jan 19 2019,Nîmes Olympique,0-1,0-1,Toulouse FC,
21,Sun Jan 20 2019,Stade Rennais FC 1901,0-0,0-0,Montpellier HSC,
21,Sun Jan 20 2019,Angers SCO,1-0,0-0,FC Nantes,
21,Sun Jan 20 2019,SM Caen,0-1,0-0,Olympique de Marseille,
21,Sun Jan 20 2019,FC Girondins de Bordeaux,1-0,0-0,Dijon Football Côte d'Or,
21,Sun Jan 20 2019,AS Saint-Étienne,1-2,1-0,Olympique Lyonnais,
20,Wed Jan 23 2019,Nîmes Olympique,3-1,2-0,Angers SCO,
22,Fri Jan 25 2019,Olympique de Marseille,1-2,0-1,Lille OSC,
22,Sat Jan 26 2019,OGC Nice,2-0,1-0,Nîmes Olympique,
22,Sat Jan 26 2019,En Avant Guingamp,0-1,0-1,Stade de Reims,
22,Sat Jan 26 2019,Dijon Football Côte d'Or,2-0,1-0,AS Monaco FC,
22,Sat Jan 26 2019,RC Strasbourg Alsace,1-0,0-0,FC Girondins de Bordeaux,
22,Sun Jan 27 2019,Montpellier HSC,2-0,0-0,SM Caen,
22,Sun Jan 27 2019,Amiens SC,0-1,0-0,Olympique Lyonnais,
22,Sun Jan 27 2019,Toulouse FC,0-0,0-0,Angers SCO,
22,Sun Jan 27 2019,Paris Saint-Germain FC,4-1,1-1,Stade Rennais FC 1901,
22,Wed Jan 30 2019,FC Nantes,1-1,0-0,AS Saint-Étienne,
23,Fri Feb 1 2019,Lille OSC,4-0,2-0,OGC Nice,
23,Sat Feb 2 2019,Stade Rennais FC 1901,1-0,0-0,Amiens SC,
23,Sat Feb 2 2019,Angers SCO,1-0,1-0,Dijon Football Côte d'Or,
23,Sat Feb 2 2019,AS Monaco FC,2-1,1-1,Toulouse FC,
23,Sat Feb 2 2019,Stade de Reims,2-1,1-0,Olympique de Marseille,
23,Sun Feb 3 2019,Nîmes Olympique,1-1,1-0,Montpellier HSC,
23,Sun Feb 3 2019,Olympique Lyonnais,2-1,1-1,Paris Saint-Germain FC,
18,Tue Feb 5 2019,Olympique de Marseille,1-0,1-0,FC Girondins de Bordeaux,
24,Fri Feb 8 2019,Dijon Football Côte d'Or,1-2,1-0,Olympique de Marseille,
24,Sat Feb 9 2019,Paris Saint-Germain FC,1-0,1-0,FC Girondins de Bordeaux,
24,Sat Feb 9 2019,RC Strasbourg Alsace,1-2,0-1,Angers SCO,
24,Sat Feb 9 2019,Amiens SC,1-0,0-0,SM Caen,
24,Sun Feb 10 2019,Montpellier HSC,2-2,0-1,AS Monaco FC,
24,Sun Feb 10 2019,Toulouse FC,1-1,0-0,Stade de Reims,
24,Sun Feb 10 2019,FC Nantes,2-4,2-0,Nîmes Olympique,
24,Sun Feb 10 2019,Stade Rennais FC 1901,3-0,1-0,AS Saint-Étienne,
24,Sun Feb 10 2019,En Avant Guingamp,0-2,0-0,Lille OSC,
24,Sun Feb 10 2019,OGC Nice,1-0,0-0,Olympique Lyonnais,
23,Wed Feb 13 2019,AS Saint-Étienne,2-1,2-0,RC Strasbourg Alsace,
23,Wed Feb 13 2019,SM Caen,0-1,0-0,FC Nantes,
25,Fri Feb 15 2019,Nîmes Olympique,2-0,1-0,Dijon Football Côte d'Or,
25,Fri Feb 15 2019,Olympique Lyonnais,2-1,2-1,En Avant Guingamp,
25,Sat Feb 16 2019,Olympique de Marseille,2-0,2-0,Amiens SC,
25,Sat Feb 16 2019,Angers SCO,3-0,1-0,OGC Nice,
25,Sat Feb 16 2019,AS Monaco FC,1-0,1-0,FC Nantes,
25,Sun Feb 17 2019,Lille OSC,0-0,0-0,Montpellier HSC,
25,Sun Feb 17 2019,FC Girondins de Bordeaux,2-1,1-0,Toulouse FC,
25,Sun Feb 17 2019,SM Caen,0-0,0-0,RC Strasbourg Alsace,
25,Sun Feb 17 2019,Stade de Reims,2-0,1-0,Stade Rennais FC 1901,
25,Sun Feb 17 2019,AS Saint-Étienne,0-1,0-0,Paris Saint-Germain FC,
23,Wed Feb 20 2019,FC Girondins de Bordeaux,0-0,0-0,En Avant Guingamp,
17,Wed Feb 20 2019,Paris Saint-Germain FC,5-1,2-1,Montpellier HSC,
26,Fri Feb 22 2019,Dijon Football Côte d'Or,0-1,0-0,AS Saint-Étienne,
26,Fri Feb 22 2019,RC Strasbourg Alsace,1-1,0-1,Lille OSC,
26,Sat Feb 23 2019,Paris Saint-Germain FC,3-0,1-0,Nîmes Olympique,
26,Sat Feb 23 2019,En Avant Guingamp,1-0,0-0,Angers SCO,
26,Sat Feb 23 2019,Amiens SC,1-0,1-0,OGC Nice,
26,Sun Feb 24 2019,Montpellier HSC,2-4,1-1,Stade de Reims,
26,Sun Feb 24 2019,Toulouse FC,1-1,0-1,SM Caen,
26,Sun Feb 24 2019,FC Nantes,1-0,0-0,FC Girondins de Bordeaux,
26,Sun Feb 24 2019,Stade Rennais FC 1901,1-1,1-0,Olympique de Marseille,
26,Sun Feb 24 2019,AS Monaco FC,2-0,2-0,Olympique Lyonnais,
27,Sat Mar 2 2019,SM Caen,1-2,0-0,Paris Saint-Germain FC,
27,Sat Mar 2 2019,Stade de Reims,2-2,0-2,Amiens SC,
27,Sat Mar 2 2019,Angers SCO,2-2,2-0,AS Monaco FC,
27,Sun Mar 3 2019,Lille OSC,1-0,0-0,Dijon Football Côte d'Or,
27,Sun Mar 3 2019,OGC Nice,1-0,1-0,RC Strasbourg Alsace,
27,Sun Mar 3 2019,En Avant Guingamp,0-0,0-0,FC Nantes,
27,Sun Mar 3 2019,Olympique Lyonnais,5-1,3-1,Toulouse FC,
27,Sun Mar 3 2019,Olympique de Marseille,2-0,2-0,AS Saint-Étienne,
27,Tue Mar 5 2019,FC Girondins de Bordeaux,1-2,1-1,Montpellier HSC,
28,Sat Mar 9 2019,RC Strasbourg Alsace,2-2,0-1,Olympique Lyonnais,
28,Sat Mar 9 2019,AS Monaco FC,1-1,0-0,FC Girondins de Bordeaux,
28,Sat Mar 9 2019,Dijon Football Côte d'Or,1-1,1-1,Stade de Reims,
28,Sat Mar 9 2019,Amiens SC,2-1,0-0,Nîmes Olympique,
28,Sun Mar 10 2019,Montpellier HSC,2-2,2-0,Angers SCO,
28,Sun Mar 10 2019,AS Saint-Étienne,0-1,0-0,Lille OSC,
28,Sun Mar 10 2019,Toulouse FC,1-0,1-0,En Avant Guingamp,
28,Sun Mar 10 2019,Stade Rennais FC 1901,3-1,1-1,SM Caen,
28,Sun Mar 10 2019,Olympique de Marseille,1-0,0-0,OGC Nice,
18,Tue Mar 12 2019,Dijon Football Côte d'Or,0-4,0-2,Paris Saint-Germain FC,
29,Fri Mar 15 2019,OGC Nice,1-1,1-0,Toulouse FC,
29,Fri Mar 15 2019,Lille OSC,0-1,0-0,AS Monaco FC,
29,Sat Mar 16 2019,Angers SCO,0-0,0-0,Amiens SC,
29,Sat Mar 16 2019,SM Caen,0-5,0-3,AS Saint-Étienne,
29,Sat Mar 16 2019,En Avant Guingamp,1-0,0-0,Dijon Football Côte d'Or,
29,Sat Mar 16 2019,Nîmes Olympique,2-2,0-1,RC Strasbourg Alsace,
29,Sun Mar 17 2019,Olympique Lyonnais,3-2,1-1,Montpellier HSC,
29,Sun Mar 17 2019,Stade de Reims,1-0,0-0,FC Nantes,
29,Sun Mar 17 2019,FC Girondins de Bordeaux,1-1,0-0,Stade Rennais FC 1901,
29,Sun Mar 17 2019,Paris Saint-Germain FC,3-1,1-0,Olympique de Marseille,
30,Fri Mar 29 2019,Stade Rennais FC 1901,0-1,0-0,Olympique Lyonnais,
30,Sat Mar 30 2019,Olympique de Marseille,2-2,2-1,Angers SCO,
30,Sun Mar 31 2019,AS Monaco FC,0-1,0-1,SM Caen,
30,Sun Mar 31 2019,Dijon Football Côte d'Or,0-1,0-0,OGC Nice,
30,Sun Mar 31 2019,Amiens SC,0-0,0-0,FC Girondins de Bordeaux,
30,Sun Mar 31 2019,FC Nantes,2-3,0-0,Lille OSC,
30,Sun Mar 31 2019,Toulouse FC,0-1,0-1,Paris Saint-Germain FC,
30,Mon Apr 1 2019,AS Saint-Étienne,2-1,1-1,Nîmes Olympique,
30,Wed Apr 3 2019,Montpellier HSC,2-0,1-0,En Avant Guingamp,
30,Wed Apr 3 2019,RC Strasbourg Alsace,4-0,1-0,Stade de Reims,
31,Fri Apr 5 2019,FC Girondins de Bordeaux,2-0,1-0,Olympique de Marseille,
31,Sat Apr 6 2019,Olympique Lyonnais,1-3,1-2,Dijon Football Côte d'Or,
31,Sat Apr 6 2019,Angers SCO,3-3,0-1,Stade Rennais FC 1901,
31,Sat Apr 6 2019,En Avant Guingamp,1-1,1-0,AS Monaco FC,
31,Sat Apr 6 2019,Nîmes Olympique,2-0,0-0,SM Caen,
31,Sat Apr 6 2019,Amiens SC,2-2,1-1,AS Saint-Étienne,
31,Sun Apr 7 2019,Toulouse FC,1-0,0-0,FC Nantes,
31,Sun Apr 7 2019,Stade de Reims,1-1,0-0,Lille OSC,
31,Sun Apr 7 2019,OGC Nice,1-0,1-0,Montpellier HSC,
31,Sun Apr 7 2019,Paris Saint-Germain FC,2-2,1-2,RC Strasbourg Alsace,
27,Tue Apr 9 2019,Nîmes Olympique,3-1,1-1,Stade Rennais FC 1901,
32,Fri Apr 12 2019,Dijon Football Côte d'Or,0-0,0-0,Amiens SC,
32,Fri Apr 12 2019,FC Nantes,2-1,1-1,Olympique Lyonnais,
32,Sat Apr 13 2019,Olympique de Marseille,2-1,0-0,Nîmes Olympique,
32,Sat Apr 13 2019,AS Monaco FC,0-0,0-0,Stade de Reims,
32,Sat Apr 13 2019,SM Caen,0-1,0-0,Angers SCO,
32,Sat Apr 13 2019,RC Strasbourg Alsace,3-3,1-1,En Avant Guingamp,
32,Sun Apr 14 2019,Montpellier HSC,2-1,0-0,Toulouse FC,
32,Sun Apr 14 2019,Stade Rennais FC 1901,0-0,0-0,OGC Nice,
32,Sun Apr 14 2019,AS Saint-Étienne,3-0,0-0,FC Girondins de Bordeaux,
32,Sun Apr 14 2019,Lille OSC,5-1,1-1,Paris Saint-Germain FC,
28,Wed Apr 17 2019,FC Nantes,3-2,2-1,Paris Saint-Germain FC,
33,Fri Apr 19 2019,Dijon Football Côte d'Or,3-2,1-0,Stade Rennais FC 1901,
33,Fri Apr 19 2019,Olympique Lyonnais,2-1,2-0,Angers SCO,
33,Sat Apr 20 2019,En Avant Guingamp,1-3,0-2,Olympique de Marseille,
33,Sat Apr 20 2019,OGC Nice,0-1,0-0,SM Caen,
33,Sat Apr 20 2019,Nîmes Olympique,2-1,1-1,FC Girondins de Bordeaux,
33,Sat Apr 20 2019,RC Strasbourg Alsace,1-3,1-2,Montpellier HSC,
33,Sun Apr 21 2019,Toulouse FC,0-0,0-0,Lille OSC,
33,Sun Apr 21 2019,FC Nantes,3-2,0-0,Amiens SC,
