Matchday,Date,Team 1,FT,HT,Team 2,Comments
28,Sun Jun 28 2020,AC Milan,,,AS Roma,
28,Sun Jun 28 2020,SSC Napoli,,,SPAL 2013,
28,Sun Jun 28 2020,Udinese Calcio,,,Atalanta BC,
28,Sun Jun 28 2020,UC Sampdoria,,,Bologna FC 1909,
28,Sun Jun 28 2020,US Sassuolo Calcio,,,Hellas Verona FC,
28,Sun Jun 28 2020,Parma Calcio 1913,,,FC Internazionale Milano,
29,Tue Jun 30 2020,Torino FC,,,SS Lazio,
29,Tue Jun 30 2020,Genoa CFC,,,Juventus FC,
29,Wed Jul 1 2020,FC Internazionale Milano,,,Brescia Calcio,
29,Wed Jul 1 2020,Bologna FC 1909,,,Cagliari Calcio,
29,Wed Jul 1 2020,ACF Fiorentina,,,US Sassuolo Calcio,
29,Wed Jul 1 2020,Hellas Verona FC,,,Parma Calcio 1913,
29,Wed Jul 1 2020,SPAL 2013,,,AC Milan,
29,Wed Jul 1 2020,US Lecce,,,UC Sampdoria,
29,Thu Jul 2 2020,Atalanta BC,,,SSC Napoli,
29,Thu Jul 2 2020,AS Roma,,,Udinese Calcio,
30,Sat Jul 4 2020,Juventus FC,,,Torino FC,
30,Sat Jul 4 2020,US Sassuolo Calcio,,,US Lecce,
30,Sat Jul 4 2020,SS Lazio,,,AC Milan,
30,Sun Jul 5 2020,FC Internazionale Milano,,,Bologna FC 1909,
30,Sun Jul 5 2020,Parma Calcio 1913,,,ACF Fiorentina,
30,Sun Jul 5 2020,Udinese Calcio,,,Genoa CFC,
30,Sun Jul 5 2020,UC Sampdoria,,,SPAL 2013,
30,Sun Jul 5 2020,Cagliari Calcio,,,Atalanta BC,
30,Sun Jul 5 2020,Brescia Calcio,,,Hellas Verona FC,
30,Sun Jul 5 2020,SSC Napoli,,,AS Roma,
31,Tue Jul 7 2020,US Lecce,,,SS Lazio,
31,Tue Jul 7 2020,AC Milan,,,Juventus FC,
31,Wed Jul 8 2020,ACF Fiorentina,,,Cagliari Calcio,
31,Wed Jul 8 2020,Genoa CFC,,,SSC Napoli,
31,Wed Jul 8 2020,AS Roma,,,Parma Calcio 1913,
31,Wed Jul 8 2020,Atalanta BC,,,UC Sampdoria,
31,Wed Jul 8 2020,Torino FC,,,Brescia Calcio,
31,Wed Jul 8 2020,Bologna FC 1909,,,US Sassuolo Calcio,
31,Thu Jul 9 2020,SPAL 2013,,,Udinese Calcio,
31,Thu Jul 9 2020,Hellas Verona FC,,,FC Internazionale Milano,
32,Sat Jul 11 2020,SS Lazio,,,US Sassuolo Calcio,
32,Sat Jul 11 2020,Brescia Calcio,,,AS Roma,
32,Sat Jul 11 2020,Juventus FC,,,Atalanta BC,
32,Sun Jul 12 2020,Genoa CFC,,,SPAL 2013,
32,Sun Jul 12 2020,ACF Fiorentina,,,Hellas Verona FC,
32,Sun Jul 12 2020,Parma Calcio 1913,,,Bologna FC 1909,
32,Sun Jul 12 2020,Udinese Calcio,,,UC Sampdoria,
32,Sun Jul 12 2020,Cagliari Calcio,,,US Lecce,
32,Sun Jul 12 2020,SSC Napoli,,,AC Milan,
32,Mon Jul 13 2020,FC Internazionale Milano,,,Torino FC,
33,Tue Jul 14 2020,Atalanta BC,,,Brescia Calcio,
33,Wed Jul 15 2020,Bologna FC 1909,,,SSC Napoli,
33,Wed Jul 15 2020,AC Milan,,,Parma Calcio 1913,
33,Wed Jul 15 2020,UC Sampdoria,,,Cagliari Calcio,
33,Wed Jul 15 2020,US Sassuolo Calcio,,,Juventus FC,
33,Wed Jul 15 2020,US Lecce,,,ACF Fiorentina,
33,Wed Jul 15 2020,AS Roma,,,Hellas Verona FC,
33,Wed Jul 15 2020,Udinese Calcio,,,SS Lazio,
33,Thu Jul 16 2020,Torino FC,,,Genoa CFC,
33,Thu Jul 16 2020,SPAL 2013,,,FC Internazionale Milano,
34,Sat Jul 18 2020,Hellas Verona FC,,,Atalanta BC,
34,Sat Jul 18 2020,Cagliari Calcio,,,US Sassuolo Calcio,
34,Sat Jul 18 2020,AC Milan,,,Bologna FC 1909,
34,Sun Jul 19 2020,Parma Calcio 1913,,,UC Sampdoria,
34,Sun Jul 19 2020,SSC Napoli,,,Udinese Calcio,
34,Sun Jul 19 2020,ACF Fiorentina,,,Torino FC,
34,Sun Jul 19 2020,Genoa CFC,,,US Lecce,
34,Sun Jul 19 2020,Brescia Calcio,,,SPAL 2013,
34,Sun Jul 19 2020,AS Roma,,,FC Internazionale Milano,
34,Mon Jul 20 2020,Juventus FC,,,SS Lazio,
35,Tue Jul 21 2020,Atalanta BC,,,Bologna FC 1909,
35,Tue Jul 21 2020,US Sassuolo Calcio,,,AC Milan,
35,Wed Jul 22 2020,Parma Calcio 1913,,,SSC Napoli,
35,Wed Jul 22 2020,FC Internazionale Milano,,,ACF Fiorentina,
35,Wed Jul 22 2020,UC Sampdoria,,,Genoa CFC,
35,Wed Jul 22 2020,Torino FC,,,Hellas Verona FC,
35,Wed Jul 22 2020,SPAL 2013,,,AS Roma,
35,Wed Jul 22 2020,US Lecce,,,Brescia Calcio,
35,Thu Jul 23 2020,Udinese Calcio,,,Juventus FC,
35,Thu Jul 23 2020,SS Lazio,,,Cagliari Calcio,
36,Sun Jul 26 2020,Juventus FC,,,UC Sampdoria,
36,Sun Jul 26 2020,SSC Napoli,,,US Sassuolo Calcio,
36,Sun Jul 26 2020,AS Roma,,,ACF Fiorentina,
36,Sun Jul 26 2020,AC Milan,,,Atalanta BC,
36,Sun Jul 26 2020,Cagliari Calcio,,,Udinese Calcio,
36,Sun Jul 26 2020,Bologna FC 1909,,,US Lecce,
36,Sun Jul 26 2020,Genoa CFC,,,FC Internazionale Milano,
36,Sun Jul 26 2020,Brescia Calcio,,,Parma Calcio 1913,
36,Sun Jul 26 2020,Hellas Verona FC,,,SS Lazio,
36,Sun Jul 26 2020,SPAL 2013,,,Torino FC,
37,Wed Jul 29 2020,FC Internazionale Milano,,,SSC Napoli,
