Matchday,Date,Team 1,FT,HT,Team 2,Comments
11,Sun Jun 10 2018,Grêmio FBPA,1-0,1-0,América MG,
11,Sun Jun 10 2018,EC Bahia,3-3,1-1,Botafogo FR,
11,Sun Jun 10 2018,CA Mineiro,5-2,2-2,Fluminense FC,
11,Sun Jun 10 2018,Ceará SC,2-2,1-2,SE Palmeiras,
11,Sun Jun 10 2018,Santos FC,1-2,0-1,SC Internacional,
11,Sun Jun 10 2018,CR Flamengo,2-0,1-0,Paraná Clube,
12,Wed Jun 13 2018,São Paulo FC,3-0,2-0,EC Vitória,
12,Wed Jun 13 2018,América MG,0-0,0-0,Chapecoense AF,
12,Wed Jun 13 2018,Fluminense FC,0-1,0-0,Santos FC,
12,Wed Jun 13 2018,SC Recife,0-0,0-0,Grêmio FBPA,
12,Wed Jun 13 2018,Paraná Clube,1-1,0-0,Cruzeiro EC,
12,Thu Jun 14 2018,Botafogo FR,2-0,1-0,CA Paranaense,
12,Thu Jun 14 2018,SE Palmeiras,1-1,1-0,CR Flamengo,
12,Thu Jun 14 2018,SC Internacional,3-1,2-0,CR Vasco da Gama,
12,Thu Jun 14 2018,EC Bahia,1-0,0-0,SC Corinthians Paulista,
12,Thu Jun 14 2018,CA Mineiro,2-1,0-0,Ceará SC,
13,Wed Jul 18 2018,Ceará SC,1-0,0-0,SC Recife,
13,Thu Jul 19 2018,EC Vitória,1-0,1-0,Paraná Clube,
13,Thu Jul 19 2018,Grêmio FBPA,2-0,0-0,CA Mineiro,
13,Thu Jul 19 2018,CR Flamengo,0-1,0-0,São Paulo FC,
13,Thu Jul 19 2018,SC Corinthians Paulista,2-0,1-0,Botafogo FR,
13,Thu Jul 19 2018,Cruzeiro EC,3-1,1-1,América MG,
13,Thu Jul 19 2018,Chapecoense AF,1-1,0-0,EC Bahia,
13,Thu Jul 19 2018,Santos FC,1-1,0-1,SE Palmeiras,
13,Thu Jul 19 2018,CR Vasco da Gama,1-1,0-0,Fluminense FC,
13,Fri Jul 20 2018,CA Paranaense,2-2,1-1,SC Internacional,
14,Sat Jul 21 2018,CR Flamengo,2-0,2-0,Botafogo FR,
14,Sun Jul 22 2018,São Paulo FC,3-1,0-0,SC Corinthians Paulista,
14,Sun Jul 22 2018,EC Bahia,4-1,2-0,EC Vitória,
14,Sun Jul 22 2018,CR Vasco da Gama,1-0,1-0,Grêmio FBPA,
14,Sun Jul 22 2018,SC Recife,1-2,1-1,Fluminense FC,
14,Sun Jul 22 2018,SE Palmeiras,3-2,1-0,CA Mineiro,
14,Sun Jul 22 2018,Paraná Clube,1-0,1-0,América MG,
14,Sun Jul 22 2018,Cruzeiro EC,2-1,0-1,CA Paranaense,
14,Sun Jul 22 2018,Chapecoense AF,0-0,0-0,Santos FC,
14,Mon Jul 23 2018,SC Internacional,1-0,0-0,Ceará SC,
15,Wed Jul 25 2018,Fluminense FC,1-0,1-0,SE Palmeiras,
15,Thu Jul 26 2018,CA Mineiro,2-0,1-0,Paraná Clube,
15,Thu Jul 26 2018,Santos FC,1-1,1-1,CR Flamengo,
15,Thu Jul 26 2018,SC Corinthians Paulista,2-0,0-0,Cruzeiro EC,
15,Thu Jul 26 2018,Grêmio FBPA,2-1,1-1,São Paulo FC,
15,Thu Jul 26 2018,Botafogo FR,1-0,0-0,Chapecoense AF,
15,Thu Jul 26 2018,EC Vitória,1-0,0-0,SC Recife,
15,Thu Jul 26 2018,América MG,2-1,2-0,SC Internacional,
16,Sat Jul 28 2018,Ceará SC,1-0,1-0,Fluminense FC,
16,Sun Jul 29 2018,CR Vasco da Gama,1-4,1-0,SC Corinthians Paulista,
16,Sun Jul 29 2018,SE Palmeiras,3-0,2-0,Paraná Clube,
16,Sun Jul 29 2018,SC Internacional,3-0,2-0,Botafogo FR,
16,Sun Jul 29 2018,Cruzeiro EC,0-2,0-1,São Paulo FC,
16,Sun Jul 29 2018,CR Flamengo,4-1,1-1,SC Recife,
16,Sun Jul 29 2018,CA Paranaense,4-0,3-0,EC Vitória,
16,Sun Jul 29 2018,Santos FC,0-1,0-1,América MG,
16,Sun Jul 29 2018,Chapecoense AF,1-1,0-1,Grêmio FBPA,
16,Mon Jul 30 2018,EC Bahia,2-2,0-1,CA Mineiro,
17,Sat Aug 4 2018,Botafogo FR,0-0,0-0,Santos FC,
17,Sat Aug 4 2018,Grêmio FBPA,2-0,1-0,CR Flamengo,
17,Sun Aug 5 2018,SC Corinthians Paulista,0-0,0-0,CA Paranaense,
17,Sun Aug 5 2018,São Paulo FC,2-1,1-0,CR Vasco da Gama,
17,Sun Aug 5 2018,América MG,0-0,0-0,SE Palmeiras,
17,Sun Aug 5 2018,EC Vitória,1-1,0-0,Cruzeiro EC,
17,Sun Aug 5 2018,Paraná Clube,0-1,0-1,Ceará SC,
17,Sun Aug 5 2018,Fluminense FC,1-1,1-0,EC Bahia,
17,Sun Aug 5 2018,SC Recife,1-1,0-1,Chapecoense AF,
17,Mon Aug 6 2018,CA Mineiro,0-1,0-0,SC Internacional,
20,Wed Aug 8 2018,Ceará SC,1-1,0-0,Santos FC,
18,Sat Aug 11 2018,Ceará SC,0-0,0-0,CA Paranaense,
18,Sat Aug 11 2018,EC Bahia,1-0,0-0,América MG,
18,Sun Aug 12 2018,CA Mineiro,3-1,1-1,Santos FC,
18,Sun Aug 12 2018,Paraná Clube,1-1,0-0,Botafogo FR,
18,Sun Aug 12 2018,CR Flamengo,1-0,1-0,Cruzeiro EC,
18,Sun Aug 12 2018,SC Recife,1-3,0-1,São Paulo FC,
18,Sun Aug 12 2018,Chapecoense AF,2-1,0-1,SC Corinthians Paulista,
18,Sun Aug 12 2018,Grêmio FBPA,4-0,2-0,EC Vitória,
18,Sun Aug 12 2018,SE Palmeiras,1-0,0-0,CR Vasco da Gama,
18,Mon Aug 13 2018,Fluminense FC,0-3,0-3,SC Internacional,
19,Sat Aug 18 2018,Santos FC,3-0,1-0,SC Recife,
19,Sat Aug 18 2018,SC Corinthians Paulista,0-1,0-0,Grêmio FBPA,
19,Sun Aug 19 2018,SC Internacional,1-0,0-0,Paraná Clube,
19,Sun Aug 19 2018,CA Paranaense,3-0,3-0,CR Flamengo,
19,Sun Aug 19 2018,Cruzeiro EC,1-1,0-0,EC Bahia,
19,Sun Aug 19 2018,Botafogo FR,0-3,0-0,CA Mineiro,
19,Sun Aug 19 2018,EC Vitória,0-3,0-2,SE Palmeiras,
19,Sun Aug 19 2018,São Paulo FC,2-0,1-0,Chapecoense AF,
19,Sun Aug 19 2018,América MG,0-0,0-0,Fluminense FC,
19,Mon Aug 20 2018,CR Vasco da Gama,1-1,0-0,Ceará SC,
20,Wed Aug 22 2018,EC Bahia,0-1,0-1,SC Internacional,
20,Wed Aug 22 2018,Paraná Clube,1-1,1-1,São Paulo FC,
20,Thu Aug 23 2018,SC Recife,0-2,0-0,América MG,
20,Thu Aug 23 2018,SE Palmeiras,2-0,0-0,Botafogo FR,
20,Thu Aug 23 2018,Grêmio FBPA,1-1,0-1,Cruzeiro EC,
20,Thu Aug 23 2018,Fluminense FC,1-0,1-0,SC Corinthians Paulista,
20,Thu Aug 23 2018,CR Flamengo,1-0,1-0,EC Vitória,
20,Thu Aug 23 2018,CA Mineiro,0-0,0-0,CR Vasco da Gama,
21,Sat Aug 25 2018,Santos FC,2-0,0-0,EC Bahia,
21,Sat Aug 25 2018,SC Corinthians Paulista,1-0,1-0,Paraná Clube,
21,Sat Aug 25 2018,CA Paranaense,2-1,1-1,Grêmio FBPA,
21,Sun Aug 26 2018,Cruzeiro EC,2-1,1-1,Fluminense FC,
21,Sun Aug 26 2018,Botafogo FR,2-0,0-0,SC Recife,
21,Sun Aug 26 2018,São Paulo FC,1-0,0-0,Ceará SC,
21,Sun Aug 26 2018,SC Internacional,0-0,0-0,SE Palmeiras,
21,Sun Aug 26 2018,América MG,2-2,1-1,CR Flamengo,
21,Sun Aug 26 2018,EC Vitória,1-0,0-0,CA Mineiro,
21,Sun Aug 26 2018,CR Vasco da Gama,3-1,0-0,Chapecoense AF,
15,Wed Aug 29 2018,CA Paranaense,1-0,0-0,CR Vasco da Gama,
15,Wed Aug 29 2018,Ceará SC,0-2,0-1,EC Bahia,
22,Sat Sep 1 2018,Grêmio FBPA,4-0,2-0,Botafogo FR,
22,Sat Sep 1 2018,EC Vitória,1-0,0-0,América MG,
22,Sat Sep 1 2018,CR Vasco da Gama,0-3,0-1,Santos FC,
22,Sun Sep 2 2018,SC Corinthians Paulista,1-1,1-1,CA Mineiro,
22,Sun Sep 2 2018,CR Flamengo,0-1,0-0,Ceará SC,
22,Sun Sep 2 2018,São Paulo FC,1-1,0-0,Fluminense FC,
22,Sun Sep 2 2018,SC Recife,1-0,1-0,Paraná Clube,
22,Sun Sep 2 2018,CA Paranaense,2-0,0-0,EC Bahia,
22,Sun Sep 2 2018,Cruzeiro EC,0-0,0-0,SC Internacional,
22,Sun Sep 2 2018,Chapecoense AF,1-2,0-1,SE Palmeiras,
23,Wed Sep 5 2018,Botafogo FR,1-1,1-1,Cruzeiro EC,
23,Wed Sep 5 2018,EC Bahia,2-0,0-0,SC Recife,
23,Wed Sep 5 2018,Ceará SC,2-1,1-0,SC Corinthians Paulista,
23,Thu Sep 6 2018,SE Palmeiras,2-0,0-0,CA Paranaense,
23,Thu Sep 6 2018,Paraná Clube,1-1,1-0,Chapecoense AF,
23,Thu Sep 6 2018,SC Internacional,2-1,1-0,CR Flamengo,
23,Thu Sep 6 2018,CA Mineiro,1-0,1-0,São Paulo FC,
23,Thu Sep 6 2018,Santos FC,0-0,0-0,Grêmio FBPA,
23,Thu Sep 6 2018,Fluminense FC,0-0,0-0,EC Vitória,
23,Thu Sep 6 2018,América MG,2-1,1-0,CR Vasco da Gama,
24,Sat Sep 8 2018,SC Recife,0-0,0-0,Cruzeiro EC,
24,Sat Sep 8 2018,São Paulo FC,1-0,0-0,EC Bahia,
24,Sun Sep 9 2018,CR Flamengo,2-0,1-0,Chapecoense AF,
24,Sun Sep 9 2018,SC Internacional,1-0,0-0,Grêmio FBPA,
24,Sun Sep 9 2018,Fluminense FC,1-0,1-0,Botafogo FR,
24,Sun Sep 9 2018,SE Palmeiras,1-0,0-0,SC Corinthians Paulista,
24,Sun Sep 9 2018,América MG,0-0,0-0,Ceará SC,
24,Sun Sep 9 2018,EC Vitória,1-0,0-0,CR Vasco da Gama,
24,Sun Sep 9 2018,Paraná Clube,0-2,0-0,Santos FC,
24,Mon Sep 10 2018,CA Mineiro,3-1,1-1,CA Paranaense,
20,Thu Sep 13 2018,Chapecoense AF,2-1,0-0,CA Paranaense,
25,Sat Sep 15 2018,Grêmio FBPA,2-0,0-0,Paraná Clube,
25,Sat Sep 15 2018,Ceará SC,2-0,1-0,EC Vitória,
25,Sat Sep 15 2018,CR Vasco da Gama,1-1,1-0,CR Flamengo,
25,Sun Sep 16 2018,Botafogo FR,1-0,1-0,América MG,
25,Sun Sep 16 2018,Cruzeiro EC,0-0,0-0,CA Mineiro,
25,Sun Sep 16 2018,Santos FC,0-0,0-0,São Paulo FC,
25,Sun Sep 16 2018,EC Bahia,1-1,1-0,SE Palmeiras,
25,Sun Sep 16 2018,CA Paranaense,3-1,2-0,Fluminense FC,
25,Sun Sep 16 2018,SC Corinthians Paulista,2-1,0-1,SC Recife,
25,Mon Sep 17 2018,Chapecoense AF,2-1,1-1,SC Internacional,
26,Sat Sep 22 2018,São Paulo FC,1-1,1-0,América MG,
26,Sun Sep 23 2018,Grêmio FBPA,3-2,2-2,Ceará SC,
26,Sun Sep 23 2018,CR Flamengo,2-1,1-1,CA Mineiro,
26,Sun Sep 23 2018,SC Corinthians Paulista,1-1,0-1,SC Internacional,
26,Sun Sep 23 2018,CA Paranaense,3-0,2-0,Paraná Clube,
26,Sun Sep 23 2018,SC Recife,0-1,0-0,SE Palmeiras,
26,Sun Sep 23 2018,EC Vitória,3-4,1-2,Botafogo FR,
26,Sun Sep 23 2018,Cruzeiro EC,2-1,0-1,Santos FC,
26,Mon Sep 24 2018,CR Vasco da Gama,2-1,1-1,EC Bahia,
26,Mon Sep 24 2018,Chapecoense AF,1-2,0-2,Fluminense FC,
3,Thu Sep 27 2018,Santos FC,1-1,1-0,CR Vasco da Gama,
27,Sat Sep 29 2018,Fluminense FC,0-1,0-0,Grêmio FBPA,
27,Sat Sep 29 2018,América MG,0-0,0-0,SC Corinthians Paulista,
27,Sun Sep 30 2018,EC Bahia,0-0,0-0,CR Flamengo,
27,Sun Sep 30 2018,SE Palmeiras,3-1,2-1,Cruzeiro EC,
27,Sun Sep 30 2018,SC Internacional,2-1,0-1,EC Vitória,
27,Sun Sep 30 2018,Santos FC,1-0,0-0,CA Paranaense,
27,Sun Sep 30 2018,Botafogo FR,2-2,2-1,São Paulo FC,
27,Sun Sep 30 2018,CA Mineiro,5-2,4-1,SC Recife,
27,Sun Sep 30 2018,Ceará SC,3-1,0-1,Chapecoense AF,
27,Mon Oct 1 2018,Paraná Clube,1-1,1-1,CR Vasco da Gama,
28,Fri Oct 5 2018,SC Recife,2-1,0-0,SC Internacional,
28,Sat Oct 6 2018,SC Corinthians Paulista,0-3,0-0,CR Flamengo,
28,Sat Oct 6 2018,EC Vitória,0-1,0-1,Santos FC,
28,Sat Oct 6 2018,CA Paranaense,4-0,2-0,América MG,
28,Sat Oct 6 2018,Chapecoense AF,1-0,0-0,CA Mineiro,
28,Sat Oct 6 2018,São Paulo FC,0-2,0-2,SE Palmeiras,
28,Sun Oct 7 2018,Grêmio FBPA,2-2,0-1,EC Bahia,
28,Mon Oct 8 2018,Fluminense FC,4-0,2-0,Paraná Clube,
28,Wed Oct 10 2018,Botafogo FR,1-1,1-1,CR Vasco da Gama,
29,Sat Oct 13 2018,CR Flamengo,3-0,2-0,Fluminense FC,
29,Sat Oct 13 2018,Santos FC,1-0,1-0,SC Corinthians Paulista,
29,Sun Oct 14 2018,EC Bahia,2-0,0-0,Paraná Clube,
29,Sun Oct 14 2018,Chapecoense AF,0-1,0-1,EC Vitória,
29,Sun Oct 14 2018,SC Internacional,3-1,1-1,São Paulo FC,
29,Sun Oct 14 2018,CR Vasco da Gama,2-0,0-0,Cruzeiro EC,
29,Sun Oct 14 2018,SE Palmeiras,2-0,1-0,Grêmio FBPA,
29,Sun Oct 14 2018,CA Mineiro,0-0,0-0,América MG,
29,Sun Oct 14 2018,CA Paranaense,4-0,0-0,SC Recife,
29,Mon Oct 15 2018,Ceará SC,0-0,0-0,Botafogo FR,
30,Sat Oct 20 2018,Botafogo FR,0-1,0-0,EC Bahia,
30,Sat Oct 20 2018,América MG,1-1,1-0,Grêmio FBPA,
30,Sat Oct 20 2018,São Paulo FC,0-0,0-0,CA Paranaense,
30,Sat Oct 20 2018,SC Recife,2-1,1-1,CR Vasco da Gama,
30,Sun Oct 21 2018,Fluminense FC,1-0,0-0,CA Mineiro,
30,Sun Oct 21 2018,SE Palmeiras,2-1,2-0,Ceará SC,
30,Sun Oct 21 2018,EC Vitória,2-2,1-1,SC Corinthians Paulista,
30,Sun Oct 21 2018,Cruzeiro EC,3-0,3-0,Chapecoense AF,
30,Sun Oct 21 2018,Paraná Clube,0-4,0-1,CR Flamengo,
30,Mon Oct 22 2018,SC Internacional,2-2,1-0,Santos FC,
28,Wed Oct 24 2018,Cruzeiro EC,0-2,0-0,Ceará SC,
31,Fri Oct 26 2018,EC Vitória,0-1,0-1,São Paulo FC,
31,Sat Oct 27 2018,CR Vasco da Gama,1-1,0-0,SC Internacional,
31,Sat Oct 27 2018,Grêmio FBPA,3-4,1-2,SC Recife,
31,Sat Oct 27 2018,Santos FC,3-0,0-0,Fluminense FC,
31,Sat Oct 27 2018,CR Flamengo,1-1,0-0,SE Palmeiras,
31,Sat Oct 27 2018,SC Corinthians Paulista,2-1,0-0,EC Bahia,
31,Sat Oct 27 2018,Chapecoense AF,1-0,0-0,América MG,
31,Sun Oct 28 2018,Cruzeiro EC,3-1,2-1,Paraná Clube,
31,Sun Oct 28 2018,CA Paranaense,2-1,0-1,Botafogo FR,
31,Mon Oct 29 2018,Ceará SC,2-1,1-1,CA Mineiro,
32,Sat Nov 3 2018,CA Mineiro,0-1,0-1,Grêmio FBPA,
32,Sat Nov 3 2018,Fluminense FC,0-1,0-0,CR Vasco da Gama,
32,Sat Nov 3 2018,SE Palmeiras,3-2,2-0,Santos FC,
32,Sun Nov 4 2018,São Paulo FC,2-2,1-1,CR Flamengo,
32,Sun Nov 4 2018,Botafogo FR,1-0,1-0,SC Corinthians Paulista,
32,Sun Nov 4 2018,América MG,1-2,0-1,Cruzeiro EC,
32,Sun Nov 4 2018,Paraná Clube,1-1,0-0,EC Vitória,
32,Sun Nov 4 2018,SC Internacional,2-1,0-0,CA Paranaense,
32,Sun Nov 4 2018,EC Bahia,1-0,0-0,Chapecoense AF,
32,Mon Nov 5 2018,SC Recife,1-0,0-0,Ceará SC,
33,Sat Nov 10 2018,SC Corinthians Paulista,1-1,0-0,São Paulo FC,
33,Sat Nov 10 2018,América MG,0-1,0-0,Paraná Clube,
33,Sat Nov 10 2018,Botafogo FR,2-1,2-0,CR Flamengo,
33,Sat Nov 10 2018,CA Paranaense,2-0,2-0,Cruzeiro EC,
33,Sun Nov 11 2018,Grêmio FBPA,2-1,1-1,CR Vasco da Gama,
33,Sun Nov 11 2018,CA Mineiro,1-1,0-0,SE Palmeiras,
33,Sun Nov 11 2018,Ceará SC,1-1,1-1,SC Internacional,
33,Sun Nov 11 2018,EC Vitória,2-2,1-1,EC Bahia,
33,Sun Nov 11 2018,Fluminense FC,0-0,0-0,SC Recife,
33,Mon Nov 12 2018,Santos FC,0-1,0-1,Chapecoense AF,
34,Wed Nov 14 2018,CR Vasco da Gama,1-1,0-0,CA Paranaense,
34,Wed Nov 14 2018,EC Bahia,2-1,1-1,Ceará SC,
34,Wed Nov 14 2018,Paraná Clube,0-1,0-1,CA Mineiro,
34,Wed Nov 14 2018,Cruzeiro EC,1-0,1-0,SC Corinthians Paulista,
34,Wed Nov 14 2018,SC Recife,0-0,0-0,EC Vitória,
34,Wed Nov 14 2018,SE Palmeiras,3-0,1-0,Fluminense FC,
34,Thu Nov 15 2018,CR Flamengo,1-0,0-0,Santos FC,
34,Thu Nov 15 2018,Chapecoense AF,0-1,0-0,Botafogo FR,
34,Thu Nov 15 2018,São Paulo FC,1-1,0-0,Grêmio FBPA,
34,Thu Nov 15 2018,SC Internacional,2-0,2-0,América MG,
35,Sat Nov 17 2018,SC Corinthians Paulista,1-0,0-0,CR Vasco da Gama,
35,Sat Nov 17 2018,EC Vitória,1-2,0-1,CA Paranaense,
35,Sat Nov 17 2018,CA Mineiro,1-0,0-0,EC Bahia,
35,Sun Nov 18 2018,Botafogo FR,1-0,1-0,SC Internacional,
35,Sun Nov 18 2018,SC Recife,0-1,0-0,CR Flamengo,
35,Sun Nov 18 2018,América MG,2-1,1-1,Santos FC,
35,Sun Nov 18 2018,Paraná Clube,1-1,1-0,SE Palmeiras,
35,Sun Nov 18 2018,São Paulo FC,1-0,1-0,Cruzeiro EC,
35,Sun Nov 18 2018,Grêmio FBPA,2-0,1-0,Chapecoense AF,
35,Mon Nov 19 2018,Fluminense FC,0-0,0-0,Ceará SC,
36,Wed Nov 21 2018,SC Internacional,1-2,0-1,CA Mineiro,
36,Wed Nov 21 2018,Santos FC,1-1,1-0,Botafogo FR,
36,Wed Nov 21 2018,Cruzeiro EC,3-0,1-0,EC Vitória,
36,Wed Nov 21 2018,CR Flamengo,2-0,0-0,Grêmio FBPA,
36,Wed Nov 21 2018,SE Palmeiras,4-0,0-0,América MG,
36,Wed Nov 21 2018,CA Paranaense,1-0,0-0,SC Corinthians Paulista,
36,Thu Nov 22 2018,CR Vasco da Gama,2-0,1-0,São Paulo FC,
36,Thu Nov 22 2018,EC Bahia,2-0,0-0,Fluminense FC,
36,Thu Nov 22 2018,Ceará SC,1-0,1-0,Paraná Clube,
