Matchday,Date,Time,Timezone,Team 1,FT,HT,Team 2,Comments,Status,UTC
4,Sun Apr 28 2024,16:00,-0300,Cruzeiro EC,3-1,0-0,EC Vitória,,FINISHED,2024-04-28T19:00:00Z
4,Sun Apr 28 2024,18:30,-0300,Fortaleza EC,1-1,1-1,RB Bragantino,,FINISHED,2024-04-28T21:30:00Z
4,Sun Apr 28 2024,18:30,-0300,EC Juventude,1-1,1-0,CA Paranaense,,FINISHED,2024-04-28T21:30:00Z
4,Sun Apr 28 2024,20:00,-0300,SC Internacional,1-1,0-0,AC Goianiense,,FINISHED,2024-04-28T23:00:00Z
4,Mon Apr 29 2024,20:00,-0300,São Paulo FC,0-0,0-0,SE Palmeiras,,FINISHED,2024-04-29T23:00:00Z
5,Sat May 4 2024,16:00,-0300,Fluminense FC,2-2,1-0,CA Mineiro,,FINISHED,2024-05-04T19:00:00Z
5,Sat May 4 2024,18:30,-0300,RB Bragantino,1-1,1-0,CR Flamengo,,FINISHED,2024-05-04T21:30:00Z
5,Sat May 4 2024,21:00,-0300,SC Corinthians Paulista,0-0,0-0,Fortaleza EC,,FINISHED,2024-05-05T00:00:00Z
5,Sun May 5 2024,16:00,-0300,CA Paranaense,1-0,1-0,CR Vasco da Gama,,FINISHED,2024-05-05T19:00:00Z
5,Sun May 5 2024,16:00,-0300,EC Vitória,1-3,0-1,São Paulo FC,,FINISHED,2024-05-05T19:00:00Z
5,Sun May 5 2024,18:30,-0300,Botafogo FR,1-2,0-1,EC Bahia,,FINISHED,2024-05-05T21:30:00Z
5,Sun May 5 2024,18:30,-0300,Cuiabá EC,0-2,0-1,SE Palmeiras,,FINISHED,2024-05-05T21:30:00Z
6,Sat May 11 2024,16:00,-0300,CR Flamengo,2-0,1-0,SC Corinthians Paulista,,FINISHED,2024-05-11T19:00:00Z
6,Sun May 12 2024,,,CA Mineiro,(*),,Grêmio FBPA,postponed,POSTPONED,2024-05-12T00:00:00Z
6,Sun May 12 2024,16:00,-0300,AC Goianiense,0-1,0-0,Cruzeiro EC,,FINISHED,2024-05-12T19:00:00Z
6,Sun May 12 2024,16:00,-0300,Fortaleza EC,1-1,1-1,Botafogo FR,,FINISHED,2024-05-12T19:00:00Z
6,Sun May 12 2024,16:00,-0300,SE Palmeiras,0-2,0-1,CA Paranaense,,FINISHED,2024-05-12T19:00:00Z
6,Sun May 12 2024,18:30,-0300,EC Bahia,1-0,1-0,RB Bragantino,,FINISHED,2024-05-12T21:30:00Z
6,Sun May 12 2024,18:30,-0300,CR Vasco da Gama,2-1,0-0,EC Vitória,,FINISHED,2024-05-12T21:30:00Z
6,Mon May 13 2024,20:00,-0300,São Paulo FC,2-1,1-1,Fluminense FC,,FINISHED,2024-05-13T23:00:00Z
7,Sat Jun 1 2024,16:00,-0300,Grêmio FBPA,0-2,0-1,RB Bragantino,,FINISHED,2024-06-01T19:00:00Z
7,Sat Jun 1 2024,16:00,-0300,EC Vitória,0-2,0-1,AC Goianiense,,FINISHED,2024-06-01T19:00:00Z
7,Sat Jun 1 2024,18:30,-0300,Cuiabá EC,0-1,0-0,SC Internacional,,FINISHED,2024-06-01T21:30:00Z
7,Sat Jun 1 2024,18:30,-0300,Fluminense FC,1-1,1-0,EC Juventude,,FINISHED,2024-06-01T21:30:00Z
7,Sat Jun 1 2024,21:00,-0300,SC Corinthians Paulista,0-1,0-0,Botafogo FR,,FINISHED,2024-06-02T00:00:00Z
7,Sun Jun 2 2024,16:00,-0300,CA Mineiro,1-1,0-0,EC Bahia,,FINISHED,2024-06-02T19:00:00Z
7,Sun Jun 2 2024,16:00,-0300,Criciúma EC,1-2,0-0,SE Palmeiras,,FINISHED,2024-06-02T19:00:00Z
7,Sun Jun 2 2024,16:00,-0300,CR Vasco da Gama,1-6,1-3,CR Flamengo,,FINISHED,2024-06-02T19:00:00Z
7,Sun Jun 2 2024,18:30,-0300,Fortaleza EC,1-0,1-0,CA Paranaense,,FINISHED,2024-06-02T21:30:00Z
7,Sun Jun 2 2024,18:30,-0300,São Paulo FC,2-0,1-0,Cruzeiro EC,,FINISHED,2024-06-02T21:30:00Z
5,Wed Jun 5 2024,19:00,-0300,EC Juventude,1-0,1-0,AC Goianiense,,FINISHED,2024-06-05T22:00:00Z
2,Wed Jun 5 2024,20:00,-0300,Cuiabá EC,0-0,0-0,EC Vitória,,FINISHED,2024-06-05T23:00:00Z
6,Sun Jun 9 2024,16:00,-0300,Criciúma EC,2-5,0-3,Cuiabá EC,,FINISHED,2024-06-09T19:00:00Z
8,Tue Jun 11 2024,19:00,-0300,AC Goianiense,2-2,0-1,SC Corinthians Paulista,,FINISHED,2024-06-11T22:00:00Z
8,Tue Jun 11 2024,19:00,-0300,EC Juventude,1-1,1-1,EC Vitória,,FINISHED,2024-06-11T22:00:00Z
8,Tue Jun 11 2024,20:00,-0300,Botafogo FR,1-0,0-0,Fluminense FC,,FINISHED,2024-06-11T23:00:00Z
8,Tue Jun 11 2024,21:30,-0300,RB Bragantino,1-2,1-2,CA Mineiro,,FINISHED,2024-06-12T00:30:00Z
8,Thu Jun 13 2024,19:00,-0300,Cruzeiro EC,2-1,1-0,Cuiabá EC,,FINISHED,2024-06-13T22:00:00Z
8,Thu Jun 13 2024,20:00,-0300,CR Flamengo,2-1,1-0,Grêmio FBPA,,FINISHED,2024-06-13T23:00:00Z
8,Thu Jun 13 2024,20:00,-0300,SC Internacional,0-0,0-0,São Paulo FC,,FINISHED,2024-06-13T23:00:00Z
8,Thu Jun 13 2024,20:00,-0300,CA Paranaense,3-1,1-1,Criciúma EC,,FINISHED,2024-06-13T23:00:00Z
8,Thu Jun 13 2024,21:30,-0300,EC Bahia,1-0,0-0,Fortaleza EC,,FINISHED,2024-06-14T00:30:00Z
8,Thu Jun 13 2024,21:30,-0300,SE Palmeiras,2-0,1-0,CR Vasco da Gama,,FINISHED,2024-06-14T00:30:00Z
9,Sat Jun 15 2024,18:30,-0300,RB Bragantino,2-1,1-1,EC Juventude,,FINISHED,2024-06-15T21:30:00Z
9,Sat Jun 15 2024,21:00,-0300,Fluminense FC,1-2,1-0,AC Goianiense,,FINISHED,2024-06-16T00:00:00Z
9,Sun Jun 16 2024,16:00,-0300,CA Paranaense,1-1,0-0,CR Flamengo,,FINISHED,2024-06-16T19:00:00Z
9,Sun Jun 16 2024,16:00,-0300,SC Corinthians Paulista,2-2,2-2,São Paulo FC,,FINISHED,2024-06-16T19:00:00Z
9,Sun Jun 16 2024,16:00,-0300,EC Vitória,2-1,1-0,SC Internacional,,FINISHED,2024-06-16T19:00:00Z
9,Sun Jun 16 2024,18:30,-0300,Criciúma EC,2-2,1-0,EC Bahia,,FINISHED,2024-06-16T21:30:00Z
9,Sun Jun 16 2024,18:30,-0300,Cuiabá EC,5-0,4-0,Fortaleza EC,,FINISHED,2024-06-16T21:30:00Z
9,Sun Jun 16 2024,18:30,-0300,Grêmio FBPA,1-2,1-1,Botafogo FR,,FINISHED,2024-06-16T21:30:00Z
9,Sun Jun 16 2024,18:30,-0300,CR Vasco da Gama,0-0,0-0,Cruzeiro EC,,FINISHED,2024-06-16T21:30:00Z
9,Mon Jun 17 2024,20:30,-0300,CA Mineiro,0-4,0-1,SE Palmeiras,,FINISHED,2024-06-17T23:30:00Z
10,Wed Jun 19 2024,19:00,-0300,AC Goianiense,1-2,1-0,Criciúma EC,,FINISHED,2024-06-19T22:00:00Z
10,Wed Jun 19 2024,19:00,-0300,Botafogo FR,1-1,0-0,CA Paranaense,,FINISHED,2024-06-19T22:00:00Z
10,Wed Jun 19 2024,20:00,-0300,Fortaleza EC,1-0,1-0,Grêmio FBPA,,FINISHED,2024-06-19T23:00:00Z
10,Wed Jun 19 2024,20:00,-0300,EC Juventude,2-0,0-0,CR Vasco da Gama,,FINISHED,2024-06-19T23:00:00Z
10,Wed Jun 19 2024,20:00,-0300,São Paulo FC,0-1,0-0,Cuiabá EC,,FINISHED,2024-06-19T23:00:00Z
10,Wed Jun 19 2024,21:30,-0300,Cruzeiro EC,2-0,1-0,Fluminense FC,,FINISHED,2024-06-20T00:30:00Z
10,Wed Jun 19 2024,21:30,-0300,SC Internacional,1-0,1-0,SC Corinthians Paulista,,FINISHED,2024-06-20T00:30:00Z
10,Thu Jun 20 2024,18:30,-0300,EC Vitória,4-2,2-1,CA Mineiro,,FINISHED,2024-06-20T21:30:00Z
10,Thu Jun 20 2024,20:00,-0300,CR Flamengo,2-1,1-1,EC Bahia,,FINISHED,2024-06-20T23:00:00Z
10,Thu Jun 20 2024,21:30,-0300,SE Palmeiras,2-1,1-0,RB Bragantino,,FINISHED,2024-06-21T00:30:00Z
11,Sat Jun 22 2024,16:00,-0300,Criciúma EC,2-1,1-0,Botafogo FR,,FINISHED,2024-06-22T19:00:00Z
11,Sat Jun 22 2024,17:30,-0300,Grêmio FBPA,0-1,0-0,SC Internacional,,FINISHED,2024-06-22T20:30:00Z
11,Sat Jun 22 2024,18:30,-0300,Cuiabá EC,0-0,0-0,AC Goianiense,,FINISHED,2024-06-22T21:30:00Z
11,Sat Jun 22 2024,21:30,-0300,CR Vasco da Gama,4-1,2-1,São Paulo FC,,FINISHED,2024-06-23T00:30:00Z
11,Sun Jun 23 2024,16:00,-0300,CA Paranaense,1-1,1-0,SC Corinthians Paulista,,FINISHED,2024-06-23T19:00:00Z
11,Sun Jun 23 2024,16:00,-0300,EC Bahia,4-1,1-1,Cruzeiro EC,,FINISHED,2024-06-23T19:00:00Z
11,Sun Jun 23 2024,16:00,-0300,Fluminense FC,0-1,0-0,CR Flamengo,,FINISHED,2024-06-23T19:00:00Z
11,Sun Jun 23 2024,18:30,-0300,CA Mineiro,1-1,0-1,Fortaleza EC,,FINISHED,2024-06-23T21:30:00Z
11,Sun Jun 23 2024,18:30,-0300,RB Bragantino,2-1,1-1,EC Vitória,,FINISHED,2024-06-23T21:30:00Z
11,Sun Jun 23 2024,18:30,-0300,SE Palmeiras,3-1,0-0,EC Juventude,,FINISHED,2024-06-23T21:30:00Z
12,Wed Jun 26 2024,19:00,-0300,Botafogo FR,2-1,1-1,RB Bragantino,,FINISHED,2024-06-26T22:00:00Z
12,Wed Jun 26 2024,19:00,-0300,Cruzeiro EC,2-0,1-0,CA Paranaense,,FINISHED,2024-06-26T22:00:00Z
12,Wed Jun 26 2024,20:00,-0300,AC Goianiense,1-1,0-0,Grêmio FBPA,,FINISHED,2024-06-26T23:00:00Z
12,Wed Jun 26 2024,20:00,-0300,SC Corinthians Paulista,1-1,0-1,Cuiabá EC,,FINISHED,2024-06-26T23:00:00Z
12,Wed Jun 26 2024,20:00,-0300,EC Juventude,2-1,1-1,CR Flamengo,,FINISHED,2024-06-26T23:00:00Z
12,Wed Jun 26 2024,21:30,-0300,EC Bahia,2-1,1-1,CR Vasco da Gama,,FINISHED,2024-06-27T00:30:00Z
12,Wed Jun 26 2024,21:30,-0300,Fortaleza EC,3-0,1-0,SE Palmeiras,,FINISHED,2024-06-27T00:30:00Z
12,Wed Jun 26 2024,21:30,-0300,SC Internacional,1-2,0-0,CA Mineiro,,FINISHED,2024-06-27T00:30:00Z
12,Thu Jun 27 2024,19:00,-0300,Fluminense FC,0-1,0-0,EC Vitória,,FINISHED,2024-06-27T22:00:00Z
12,Thu Jun 27 2024,20:00,-0300,São Paulo FC,2-1,2-0,Criciúma EC,,FINISHED,2024-06-27T23:00:00Z
13,Sat Jun 29 2024,18:30,-0300,Cuiabá EC,1-1,1-1,RB Bragantino,,FINISHED,2024-06-29T21:30:00Z
13,Sat Jun 29 2024,18:30,-0300,CR Vasco da Gama,1-1,0-0,Botafogo FR,,FINISHED,2024-06-29T21:30:00Z
13,Sun Jun 30 2024,11:00,-0300,CA Mineiro,1-1,1-1,AC Goianiense,,FINISHED,2024-06-30T14:00:00Z
13,Sun Jun 30 2024,16:00,-0300,Fortaleza EC,2-1,2-0,EC Juventude,,FINISHED,2024-06-30T19:00:00Z
13,Sun Jun 30 2024,16:00,-0300,Grêmio FBPA,1-0,0-0,Fluminense FC,,FINISHED,2024-06-30T19:00:00Z
13,Sun Jun 30 2024,16:00,-0300,São Paulo FC,3-1,2-0,EC Bahia,,FINISHED,2024-06-30T19:00:00Z
13,Sun Jun 30 2024,18:30,-0300,Criciúma EC,1-1,0-1,SC Internacional,,FINISHED,2024-06-30T21:30:00Z
13,Sun Jun 30 2024,18:30,-0300,CR Flamengo,2-1,1-1,Cruzeiro EC,,FINISHED,2024-06-30T21:30:00Z
13,Sun Jun 30 2024,18:30,-0300,EC Vitória,0-1,0-0,CA Paranaense,,FINISHED,2024-06-30T21:30:00Z
13,Mon Jul 1 2024,20:00,-0300,SE Palmeiras,2-0,0-0,SC Corinthians Paulista,,FINISHED,2024-07-01T23:00:00Z
14,Wed Jul 3 2024,19:00,-0300,Cuiabá EC,1-2,1-1,Botafogo FR,,FINISHED,2024-07-03T22:00:00Z
14,Wed Jul 3 2024,20:00,-0300,Criciúma EC,1-0,0-0,Cruzeiro EC,,FINISHED,2024-07-03T23:00:00Z
14,Wed Jul 3 2024,20:00,-0300,CR Vasco da Gama,2-0,1-0,Fortaleza EC,,FINISHED,2024-07-03T23:00:00Z
14,Wed Jul 3 2024,21:30,-0300,CA Paranaense,1-2,1-1,São Paulo FC,,FINISHED,2024-07-04T00:30:00Z
14,Wed Jul 3 2024,21:30,-0300,CA Mineiro,2-4,0-2,CR Flamengo,,FINISHED,2024-07-04T00:30:00Z
14,Wed Jul 3 2024,21:30,-0300,RB Bragantino,3-1,3-1,AC Goianiense,,FINISHED,2024-07-04T00:30:00Z
14,Thu Jul 4 2024,19:00,-0300,EC Bahia,2-0,0-0,EC Juventude,,FINISHED,2024-07-04T22:00:00Z
14,Thu Jul 4 2024,19:00,-0300,Grêmio FBPA,2-2,1-0,SE Palmeiras,,FINISHED,2024-07-04T22:00:00Z
14,Thu Jul 4 2024,20:00,-0300,SC Corinthians Paulista,3-2,2-1,EC Vitória,,FINISHED,2024-07-04T23:00:00Z
14,Thu Jul 4 2024,20:00,-0300,Fluminense FC,1-1,1-1,SC Internacional,,FINISHED,2024-07-04T23:00:00Z
15,Sat Jul 6 2024,20:00,-0300,CR Flamengo,1-1,0-1,Cuiabá EC,,FINISHED,2024-07-06T23:00:00Z
15,Sat Jul 6 2024,20:00,-0300,São Paulo FC,2-0,0-0,RB Bragantino,,FINISHED,2024-07-06T23:00:00Z
15,Sun Jul 7 2024,16:00,-0300,Cruzeiro EC,3-0,2-0,SC Corinthians Paulista,,FINISHED,2024-07-07T19:00:00Z
15,Sun Jul 7 2024,16:00,-0300,Fortaleza EC,1-0,0-0,Fluminense FC,,FINISHED,2024-07-07T19:00:00Z
15,Sun Jul 7 2024,16:00,-0300,EC Juventude,3-0,2-0,Grêmio FBPA,,FINISHED,2024-07-07T19:00:00Z
15,Sun Jul 7 2024,18:00,-0300,SC Internacional,1-2,0-0,CR Vasco da Gama,,FINISHED,2024-07-07T21:00:00Z
15,Sun Jul 7 2024,18:30,-0300,AC Goianiense,1-2,0-0,CA Paranaense,,FINISHED,2024-07-07T21:30:00Z
15,Sun Jul 7 2024,18:30,-0300,SE Palmeiras,2-0,1-0,EC Bahia,,FINISHED,2024-07-07T21:30:00Z
15,Sun Jul 7 2024,18:30,-0300,EC Vitória,2-1,2-1,Criciúma EC,,FINISHED,2024-07-07T21:30:00Z
15,Sun Jul 7 2024,20:30,-0300,Botafogo FR,3-0,1-0,CA Mineiro,,FINISHED,2024-07-07T23:30:00Z
16,Wed Jul 10 2024,18:30,-0300,Grêmio FBPA,0-2,0-2,Cruzeiro EC,,FINISHED,2024-07-10T21:30:00Z
16,Wed Jul 10 2024,19:00,-0300,CA Paranaense,1-3,0-2,EC Bahia,,FINISHED,2024-07-10T22:00:00Z
16,Wed Jul 10 2024,19:00,-0300,CR Vasco da Gama,2-0,0-0,SC Corinthians Paulista,,FINISHED,2024-07-10T22:00:00Z
16,Thu Jul 11 2024,19:30,-0300,SE Palmeiras,3-1,1-1,AC Goianiense,,FINISHED,2024-07-11T22:30:00Z
16,Thu Jul 11 2024,20:00,-0300,Criciúma EC,1-1,0-0,Fluminense FC,,FINISHED,2024-07-11T23:00:00Z
16,Thu Jul 11 2024,20:00,-0300,CR Flamengo,1-2,1-1,Fortaleza EC,,FINISHED,2024-07-11T23:00:00Z
16,Thu Jul 11 2024,21:30,-0300,CA Mineiro,2-1,2-1,São Paulo FC,,FINISHED,2024-07-12T00:30:00Z
16,Thu Jul 11 2024,21:30,-0300,EC Vitória,0-1,0-0,Botafogo FR,,FINISHED,2024-07-12T00:30:00Z
17,Sat Jul 13 2024,16:00,-0300,EC Bahia,1-2,0-1,Cuiabá EC,,FINISHED,2024-07-13T19:00:00Z
17,Sat Jul 13 2024,16:00,-0300,Cruzeiro EC,2-1,1-0,RB Bragantino,,FINISHED,2024-07-13T19:00:00Z
17,Tue Jul 16 2024,19:00,-0300,EC Juventude,1-1,1-1,CA Mineiro,,FINISHED,2024-07-16T22:00:00Z
17,Tue Jul 16 2024,21:00,-0300,SC Corinthians Paulista,2-1,0-1,Criciúma EC,,FINISHED,2024-07-17T00:00:00Z
17,Wed Jul 17 2024,,,Fluminense FC,(*),,CA Paranaense,postponed,POSTPONED,2024-07-17T00:00:00Z
17,Wed Jul 17 2024,,,SC Internacional,(*),,CR Flamengo,postponed,POSTPONED,2024-07-17T00:00:00Z
17,Wed Jul 17 2024,19:00,-0300,AC Goianiense,0-1,0-0,CR Vasco da Gama,,FINISHED,2024-07-17T22:00:00Z
17,Wed Jul 17 2024,20:00,-0300,São Paulo FC,1-0,1-0,Grêmio FBPA,,FINISHED,2024-07-17T23:00:00Z
17,Wed Jul 17 2024,21:30,-0300,Botafogo FR,1-0,0-0,SE Palmeiras,,FINISHED,2024-07-18T00:30:00Z
17,Wed Jul 17 2024,21:30,-0300,Fortaleza EC,3-1,2-0,EC Vitória,,FINISHED,2024-07-18T00:30:00Z
18,Sat Jul 20 2024,16:00,-0300,CR Flamengo,2-1,0-1,Criciúma EC,,FINISHED,2024-07-20T19:00:00Z
18,Sat Jul 20 2024,18:30,-0300,Botafogo FR,1-0,1-0,SC Internacional,,FINISHED,2024-07-20T21:30:00Z
18,Sat Jul 20 2024,21:00,-0300,SE Palmeiras,2-0,1-0,Cruzeiro EC,,FINISHED,2024-07-21T00:00:00Z
18,Sun Jul 21 2024,11:00,-0300,Grêmio FBPA,2-0,0-0,EC Vitória,,FINISHED,2024-07-21T14:00:00Z
18,Sun Jul 21 2024,16:00,-0300,CA Mineiro,2-0,2-0,CR Vasco da Gama,,FINISHED,2024-07-21T19:00:00Z
18,Sun Jul 21 2024,16:00,-0300,EC Bahia,0-1,0-1,SC Corinthians Paulista,,FINISHED,2024-07-21T19:00:00Z
18,Sun Jul 21 2024,18:30,-0300,RB Bragantino,1-0,1-0,CA Paranaense,,FINISHED,2024-07-21T21:30:00Z
18,Sun Jul 21 2024,18:30,-0300,Fortaleza EC,3-1,1-1,AC Goianiense,,FINISHED,2024-07-21T21:30:00Z
18,Sun Jul 21 2024,18:30,-0300,EC Juventude,0-0,0-0,São Paulo FC,,FINISHED,2024-07-21T21:30:00Z
18,Sun Jul 21 2024,20:00,-0300,Cuiabá EC,0-1,0-0,Fluminense FC,,FINISHED,2024-07-21T23:00:00Z
19,Wed Jul 24 2024,,,CA Paranaense,(*),,CA Mineiro,postponed,POSTPONED,2024-07-24T00:00:00Z
19,Wed Jul 24 2024,19:00,-0300,Cruzeiro EC,2-0,1-0,EC Juventude,,FINISHED,2024-07-24T22:00:00Z
3,Wed Jul 24 2024,19:00,-0300,Criciúma EC,1-1,1-0,Fortaleza EC,,FINISHED,2024-07-24T22:00:00Z
19,Wed Jul 24 2024,19:30,-0300,São Paulo FC,2-2,1-2,Botafogo FR,,FINISHED,2024-07-24T22:30:00Z
19,Wed Jul 24 2024,20:00,-0300,EC Vitória,1-2,0-1,CR Flamengo,,FINISHED,2024-07-24T23:00:00Z
19,Wed Jul 24 2024,21:30,-0300,AC Goianiense,1-1,0-0,EC Bahia,,FINISHED,2024-07-25T00:30:00Z
19,Wed Jul 24 2024,21:30,-0300,Fluminense FC,1-0,0-0,SE Palmeiras,,FINISHED,2024-07-25T00:30:00Z
19,Thu Jul 25 2024,20:00,-0300,SC Corinthians Paulista,2-2,1-1,Grêmio FBPA,,FINISHED,2024-07-25T23:00:00Z
20,Sat Jul 27 2024,19:00,-0300,EC Juventude,1-2,0-0,Criciúma EC,,FINISHED,2024-07-27T22:00:00Z
20,Sat Jul 27 2024,19:00,-0300,SE Palmeiras,0-2,0-0,EC Vitória,,FINISHED,2024-07-27T22:00:00Z
20,Sat Jul 27 2024,20:00,-0300,EC Bahia,1-1,1-0,SC Internacional,,FINISHED,2024-07-27T23:00:00Z
20,Sat Jul 27 2024,21:30,-0300,Botafogo FR,0-3,0-2,Cruzeiro EC,,FINISHED,2024-07-28T00:30:00Z
20,Sat Jul 27 2024,21:30,-0300,Fortaleza EC,1-0,1-0,São Paulo FC,,FINISHED,2024-07-28T00:30:00Z
20,Sun Jul 28 2024,11:00,-0300,RB Bragantino,0-1,0-1,Fluminense FC,,FINISHED,2024-07-28T14:00:00Z
20,Sun Jul 28 2024,16:00,-0300,CR Flamengo,2-0,1-0,AC Goianiense,,FINISHED,2024-07-28T19:00:00Z
20,Sun Jul 28 2024,19:00,-0300,CA Mineiro,2-1,1-1,SC Corinthians Paulista,,FINISHED,2024-07-28T22:00:00Z
20,Sun Jul 28 2024,19:00,-0300,Cuiabá EC,1-2,0-1,CA Paranaense,,FINISHED,2024-07-28T22:00:00Z
20,Sun Jul 28 2024,19:00,-0300,Grêmio FBPA,1-0,0-0,CR Vasco da Gama,,FINISHED,2024-07-28T22:00:00Z
21,Sat Aug 3 2024,16:00,-0300,EC Vitória,1-0,0-0,Cuiabá EC,,FINISHED,2024-08-03T19:00:00Z
21,Sat Aug 3 2024,19:00,-0300,CR Vasco da Gama,2-2,0-1,RB Bragantino,,FINISHED,2024-08-03T22:00:00Z
21,Sat Aug 3 2024,20:00,-0300,AC Goianiense,1-4,1-1,Botafogo FR,,FINISHED,2024-08-03T23:00:00Z
21,Sat Aug 3 2024,20:00,-0300,Criciúma EC,2-1,0-0,CA Mineiro,,FINISHED,2024-08-03T23:00:00Z
21,Sat Aug 3 2024,21:30,-0300,São Paulo FC,1-0,0-0,CR Flamengo,,FINISHED,2024-08-04T00:30:00Z
21,Sun Aug 4 2024,16:00,-0300,CA Paranaense,0-2,0-2,Grêmio FBPA,,FINISHED,2024-08-04T19:00:00Z
21,Sun Aug 4 2024,16:00,-0300,SC Corinthians Paulista,1-1,0-1,EC Juventude,,FINISHED,2024-08-04T19:00:00Z
21,Sun Aug 4 2024,16:00,-0300,Fluminense FC,1-0,1-0,EC Bahia,,FINISHED,2024-08-04T19:00:00Z
21,Sun Aug 4 2024,17:00,-0300,SC Internacional,1-1,1-0,SE Palmeiras,,FINISHED,2024-08-04T20:00:00Z
21,Mon Aug 5 2024,21:00,-0300,Cruzeiro EC,1-2,1-2,Fortaleza EC,,FINISHED,2024-08-06T00:00:00Z
