Matchday,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
13,Fri Dec 8 2023,15:30,WET / UTC+0000,FC Vizela,1-3,0-1,Sporting Clube de Braga,2023-12-08T15:30:00Z
13,Fri Dec 8 2023,18:00,WET / UTC+0000,Sport Lisboa e Benfica,1-1,0-0,SC Farense,2023-12-08T18:00:00Z
13,Sat Dec 9 2023,15:30,WET / UTC+0000,Portimonense SC,1-1,0-1,FC Famalicão,2023-12-09T15:30:00Z
13,Sat Dec 9 2023,18:00,WET / UTC+0000,Vitória Guimarães,3-2,1-1,Sporting Clube de Portugal,2023-12-09T18:00:00Z
13,Sat Dec 9 2023,20:30,WET / UTC+0000,FC Porto,3-1,1-0,Casa Pia AC,2023-12-09T20:30:00Z
13,Sun Dec 10 2023,15:30,WET / UTC+0000,CF Estrela da Amadora,3-1,0-0,Boavista FC,2023-12-10T15:30:00Z
13,Sun Dec 10 2023,18:00,WET / UTC+0000,FC Arouca,2-2,0-2,Rio Ave FC,2023-12-10T18:00:00Z
13,Sun Dec 10 2023,20:30,WET / UTC+0000,GD Estoril Praia,4-0,1-0,GD Chaves,2023-12-10T20:30:00Z
13,Mon Dec 11 2023,20:15,WET / UTC+0000,Gil Vicente FC,1-1,1-0,Moreirense FC,2023-12-11T20:15:00Z
14,Fri Dec 15 2023,20:15,WET / UTC+0000,SC Farense,0-0,0-0,CF Estrela da Amadora,2023-12-15T20:15:00Z
14,Sat Dec 16 2023,15:30,WET / UTC+0000,Rio Ave FC,1-1,0-0,FC Vizela,2023-12-16T15:30:00Z
14,Sat Dec 16 2023,18:00,WET / UTC+0000,FC Arouca,3-0,1-0,Gil Vicente FC,2023-12-16T18:00:00Z
14,Sat Dec 16 2023,20:30,WET / UTC+0000,Boavista FC,1-1,0-1,Vitória Guimarães,2023-12-16T20:30:00Z
14,Sun Dec 17 2023,15:30,WET / UTC+0000,Moreirense FC,5-2,2-1,Portimonense SC,2023-12-17T15:30:00Z
14,Sun Dec 17 2023,15:30,WET / UTC+0000,GD Chaves,1-3,1-2,Casa Pia AC,2023-12-17T15:30:00Z
14,Sun Dec 17 2023,18:00,WET / UTC+0000,FC Famalicão,1-1,1-1,GD Estoril Praia,2023-12-17T18:00:00Z
14,Sun Dec 17 2023,20:30,WET / UTC+0000,Sporting Clube de Braga,0-1,0-1,Sport Lisboa e Benfica,2023-12-17T20:30:00Z
14,Mon Dec 18 2023,20:15,WET / UTC+0000,Sporting Clube de Portugal,2-0,1-0,FC Porto,2023-12-18T20:15:00Z
15,Sat Dec 23 2023,15:30,WET / UTC+0000,FC Vizela,0-0,0-0,Moreirense FC,2023-12-23T15:30:00Z
15,Sat Dec 23 2023,15:30,WET / UTC+0000,Vitória Guimarães,1-0,0-0,Rio Ave FC,2023-12-23T15:30:00Z
15,Thu Dec 28 2023,20:15,WET / UTC+0000,CF Estrela da Amadora,1-4,1-0,FC Arouca,2023-12-28T20:15:00Z
15,Fri Dec 29 2023,18:45,WET / UTC+0000,Sport Lisboa e Benfica,3-0,1-0,FC Famalicão,2023-12-29T18:45:00Z
15,Fri Dec 29 2023,20:45,WET / UTC+0000,FC Porto,1-0,0-0,GD Chaves,2023-12-29T20:45:00Z
15,Sat Dec 30 2023,15:30,WET / UTC+0000,GD Estoril Praia,4-0,2-0,SC Farense,2023-12-30T15:30:00Z
15,Sat Dec 30 2023,15:30,WET / UTC+0000,Gil Vicente FC,1-0,0-0,Boavista FC,2023-12-30T15:30:00Z
15,Sat Dec 30 2023,18:00,WET / UTC+0000,Casa Pia AC,1-3,0-0,Sporting Clube de Braga,2023-12-30T18:00:00Z
15,Sat Dec 30 2023,20:30,WET / UTC+0000,Portimonense SC,1-2,0-0,Sporting Clube de Portugal,2023-12-30T20:30:00Z
16,Fri Jan 5 2024,18:45,WET / UTC+0000,Sporting Clube de Portugal,5-1,2-0,GD Estoril Praia,2024-01-05T18:45:00Z
16,Fri Jan 5 2024,20:45,WET / UTC+0000,Boavista FC,1-1,1-1,FC Porto,2024-01-05T20:45:00Z
16,Sat Jan 6 2024,15:30,WET / UTC+0000,CF Estrela da Amadora,1-1,1-0,FC Vizela,2024-01-06T15:30:00Z
16,Sat Jan 6 2024,15:30,WET / UTC+0000,SC Farense,1-0,0-0,Gil Vicente FC,2024-01-06T15:30:00Z
16,Sat Jan 6 2024,18:00,WET / UTC+0000,FC Arouca,0-3,0-1,Sport Lisboa e Benfica,2024-01-06T18:00:00Z
16,Sat Jan 6 2024,20:30,WET / UTC+0000,Sporting Clube de Braga,1-1,0-0,Vitória Guimarães,2024-01-06T20:30:00Z
16,Sun Jan 7 2024,18:00,WET / UTC+0000,Rio Ave FC,2-0,0-0,Portimonense SC,2024-01-07T18:00:00Z
16,Sun Jan 7 2024,20:30,WET / UTC+0000,FC Famalicão,2-2,2-1,GD Chaves,2024-01-07T20:30:00Z
16,Mon Jan 8 2024,20:15,WET / UTC+0000,Moreirense FC,1-4,1-3,Casa Pia AC,2024-01-08T20:15:00Z
17,Fri Jan 12 2024,20:15,WET / UTC+0000,Portimonense SC,1-0,0-0,SC Farense,2024-01-12T20:15:00Z
17,Sat Jan 13 2024,15:30,WET / UTC+0000,Casa Pia AC,0-2,0-1,FC Famalicão,2024-01-13T15:30:00Z
17,Sat Jan 13 2024,18:00,WET / UTC+0000,GD Chaves,0-3,0-1,Sporting Clube de Portugal,2024-01-13T18:00:00Z
17,Sat Jan 13 2024,20:30,WET / UTC+0000,GD Estoril Praia,1-3,0-2,Moreirense FC,2024-01-13T20:30:00Z
17,Sun Jan 14 2024,15:30,WET / UTC+0000,Gil Vicente FC,1-1,1-0,CF Estrela da Amadora,2024-01-14T15:30:00Z
17,Sun Jan 14 2024,18:00,WET / UTC+0000,Sport Lisboa e Benfica,4-1,1-1,Rio Ave FC,2024-01-14T18:00:00Z
17,Sun Jan 14 2024,18:00,WET / UTC+0000,FC Vizela,1-4,0-2,Boavista FC,2024-01-14T18:00:00Z
17,Sun Jan 14 2024,20:30,WET / UTC+0000,FC Porto,2-0,1-0,Sporting Clube de Braga,2024-01-14T20:30:00Z
17,Mon Jan 15 2024,20:15,WET / UTC+0000,Vitória Guimarães,2-1,1-1,FC Arouca,2024-01-15T20:15:00Z
18,Thu Jan 18 2024,18:45,WET / UTC+0000,FC Famalicão,1-2,0-0,Sporting Clube de Braga,2024-01-18T18:45:00Z
18,Thu Jan 18 2024,20:45,WET / UTC+0000,FC Vizela,2-5,1-1,Sporting Clube de Portugal,2024-01-18T20:45:00Z
18,Fri Jan 19 2024,20:15,WET / UTC+0000,Sport Lisboa e Benfica,2-0,0-0,Boavista FC,2024-01-19T20:15:00Z
18,Sat Jan 20 2024,15:30,WET / UTC+0000,GD Estoril Praia,1-2,1-2,FC Arouca,2024-01-20T15:30:00Z
18,Sat Jan 20 2024,18:00,WET / UTC+0000,Casa Pia AC,1-3,0-2,SC Farense,2024-01-20T18:00:00Z
18,Sat Jan 20 2024,20:30,WET / UTC+0000,FC Porto,5-0,1-0,Moreirense FC,2024-01-20T20:30:00Z
18,Sun Jan 21 2024,15:30,WET / UTC+0000,Portimonense SC,0-2,0-1,Gil Vicente FC,2024-01-21T15:30:00Z
18,Sun Jan 21 2024,18:00,WET / UTC+0000,GD Chaves,0-0,0-0,Rio Ave FC,2024-01-21T18:00:00Z
18,Sun Jan 21 2024,20:30,WET / UTC+0000,Vitória Guimarães,3-0,1-0,CF Estrela da Amadora,2024-01-21T20:30:00Z
19,Sun Jan 28 2024,15:30,WET / UTC+0000,Boavista FC,1-4,0-3,Portimonense SC,2024-01-28T15:30:00Z
19,Sun Jan 28 2024,15:30,WET / UTC+0000,Moreirense FC,1-0,0-0,FC Famalicão,2024-01-28T15:30:00Z
19,Sun Jan 28 2024,18:00,WET / UTC+0000,SC Farense,1-3,0-2,FC Porto,2024-01-28T18:00:00Z
19,Sun Jan 28 2024,20:30,WET / UTC+0000,FC Arouca,5-0,2-0,FC Vizela,2024-01-28T20:30:00Z
19,Sun Jan 28 2024,20:30,WET / UTC+0000,Gil Vicente FC,1-0,0-0,Vitória Guimarães,2024-01-28T20:30:00Z
19,Mon Jan 29 2024,18:45,WET / UTC+0000,CF Estrela da Amadora,1-4,1-2,Sport Lisboa e Benfica,2024-01-29T18:45:00Z
19,Mon Jan 29 2024,20:45,WET / UTC+0000,Sporting Clube de Portugal,8-0,5-0,Casa Pia AC,2024-01-29T20:45:00Z
19,Wed Jan 31 2024,18:45,WET / UTC+0000,Rio Ave FC,1-1,0-0,GD Estoril Praia,2024-01-31T18:45:00Z
19,Wed Jan 31 2024,20:45,WET / UTC+0000,Sporting Clube de Braga,1-1,0-0,GD Chaves,2024-01-31T20:45:00Z
20,Sat Feb 3 2024,15:30,WET / UTC+0000,Portimonense SC,1-2,0-0,FC Arouca,2024-02-03T15:30:00Z
20,Sat Feb 3 2024,20:30,WET / UTC+0000,FC Porto,0-0,0-0,Rio Ave FC,2024-02-03T20:30:00Z
20,Sun Feb 4 2024,15:30,WET / UTC+0000,FC Vizela,0-1,0-0,Vitória Guimarães,2024-02-04T15:30:00Z
20,Sun Feb 4 2024,15:30,WET / UTC+0000,GD Chaves,1-1,0-1,SC Farense,2024-02-04T15:30:00Z
20,Sun Feb 4 2024,18:00,WET / UTC+0000,Sport Lisboa e Benfica,3-0,2-0,Gil Vicente FC,2024-02-04T18:00:00Z
20,Sun Feb 4 2024,18:00,WET / UTC+0000,GD Estoril Praia,1-0,0-0,CF Estrela da Amadora,2024-02-04T18:00:00Z
20,Sun Feb 4 2024,20:30,WET / UTC+0000,Sporting Clube de Braga,1-0,1-0,Moreirense FC,2024-02-04T20:30:00Z
20,Mon Feb 5 2024,20:15,WET / UTC+0000,Casa Pia AC,0-0,0-0,Boavista FC,2024-02-05T20:15:00Z
21,Fri Feb 9 2024,20:15,WET / UTC+0000,CF Estrela da Amadora,3-0,3-0,Portimonense SC,2024-02-09T20:15:00Z
21,Sat Feb 10 2024,15:30,WET / UTC+0000,SC Farense,1-1,0-1,FC Famalicão,2024-02-10T15:30:00Z
21,Sat Feb 10 2024,18:00,WET / UTC+0000,Moreirense FC,1-0,0-0,GD Chaves,2024-02-10T18:00:00Z
21,Sat Feb 10 2024,20:30,WET / UTC+0000,Boavista FC,2-1,2-0,GD Estoril Praia,2024-02-10T20:30:00Z
21,Sun Feb 11 2024,15:30,WET / UTC+0000,Rio Ave FC,1-0,0-0,Casa Pia AC,2024-02-11T15:30:00Z
21,Sun Feb 11 2024,18:00,WET / UTC+0000,Sporting Clube de Portugal,5-0,2-0,Sporting Clube de Braga,2024-02-11T18:00:00Z
21,Sun Feb 11 2024,20:30,WET / UTC+0000,Vitória Guimarães,2-2,1-1,Sport Lisboa e Benfica,2024-02-11T20:30:00Z
21,Mon Feb 12 2024,20:15,WET / UTC+0000,FC Arouca,3-2,2-1,FC Porto,2024-02-12T20:15:00Z
21,Tue Feb 13 2024,15:30,WET / UTC+0000,Gil Vicente FC,0-1,0-1,FC Vizela,2024-02-13T15:30:00Z
22,Fri Feb 16 2024,20:15,WET / UTC+0000,FC Famalicão,2-1,1-1,Rio Ave FC,2024-02-16T20:15:00Z
22,Sat Feb 17 2024,15:30,WET / UTC+0000,GD Chaves,2-1,1-1,Boavista FC,2024-02-17T15:30:00Z
22,Sat Feb 17 2024,18:00,WET / UTC+0000,Portimonense SC,1-1,0-1,Vitória Guimarães,2024-02-17T18:00:00Z
22,Sat Feb 17 2024,20:30,WET / UTC+0000,FC Porto,2-0,1-0,CF Estrela da Amadora,2024-02-17T20:30:00Z
22,Sun Feb 18 2024,15:30,WET / UTC+0000,Casa Pia AC,1-0,0-0,FC Arouca,2024-02-18T15:30:00Z
22,Sun Feb 18 2024,18:00,WET / UTC+0000,Sport Lisboa e Benfica,6-1,5-0,FC Vizela,2024-02-18T18:00:00Z
22,Sun Feb 18 2024,18:00,WET / UTC+0000,GD Estoril Praia,1-3,0-0,Gil Vicente FC,2024-02-18T18:00:00Z
22,Sun Feb 18 2024,20:30,WET / UTC+0000,Sporting Clube de Braga,2-1,0-0,SC Farense,2024-02-18T20:30:00Z
22,Mon Feb 19 2024,20:15,WET / UTC+0000,Moreirense FC,0-2,0-2,Sporting Clube de Portugal,2024-02-19T20:15:00Z
23,Fri Feb 23 2024,20:15,WET / UTC+0000,FC Arouca,3-2,2-1,FC Famalicão,2024-02-23T20:15:00Z
23,Sat Feb 24 2024,15:30,WET / UTC+0000,SC Farense,0-1,0-1,Moreirense FC,2024-02-24T15:30:00Z
23,Sat Feb 24 2024,18:00,WET / UTC+0000,CF Estrela da Amadora,1-1,1-1,GD Chaves,2024-02-24T18:00:00Z
