Matchday,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
3,Fri Oct 2 2020,19:00,WEST/+0100,Moreirense FC,1-1,0-1,Boavista FC,2020-10-02T18:00:00Z
3,Fri Oct 2 2020,21:15,WEST/+0100,Vitória Guimarães,1-0,0-0,FC Paços de Ferreira,2020-10-02T20:15:00Z
3,Sat Oct 3 2020,16:00,WEST/+0100,CD Santa Clara,0-0,0-0,Gil Vicente FC,2020-10-03T15:00:00Z
3,Sat Oct 3 2020,18:30,WEST/+0100,FC Porto,2-3,1-1,CS Marítimo,2020-10-03T17:30:00Z
3,Sat Oct 3 2020,21:00,WEST/+0100,CD Tondela,0-4,0-4,Sporting Clube de Braga,2020-10-03T20:00:00Z
3,Sun Oct 4 2020,15:30,WEST/+0100,CD Nacional,0-0,0-0,Os Belenenses Futebol,2020-10-04T14:30:00Z
3,Sun Oct 4 2020,18:30,WEST/+0100,Sport Lisboa e Benfica,3-2,1-0,SC Farense,2020-10-04T17:30:00Z
3,Sun Oct 4 2020,18:30,WEST/+0100,FC Famalicão,1-1,1-0,Rio Ave FC,2020-10-04T17:30:00Z
3,Sun Oct 4 2020,21:00,WEST/+0100,Portimonense SC,0-2,0-2,Sporting Clube de Portugal,2020-10-04T20:00:00Z
4,Sat Oct 17 2020,15:30,WEST/+0100,CS Marítimo,1-2,0-0,Portimonense SC,2020-10-17T14:30:00Z
4,Sat Oct 17 2020,15:30,WEST/+0100,Gil Vicente FC,1-1,1-0,CD Tondela,2020-10-17T14:30:00Z
4,Sat Oct 17 2020,18:00,WEST/+0100,Sporting Clube de Braga,2-1,2-0,CD Nacional,2020-10-17T17:00:00Z
4,Sat Oct 17 2020,20:30,WEST/+0100,Sporting Clube de Portugal,2-2,1-2,FC Porto,2020-10-17T19:30:00Z
4,Sun Oct 18 2020,15:00,WEST/+0100,FC Paços de Ferreira,2-1,1-0,CD Santa Clara,2020-10-18T14:00:00Z
4,Sun Oct 18 2020,15:00,WEST/+0100,Os Belenenses Futebol,0-0,0-0,Moreirense FC,2020-10-18T14:00:00Z
4,Sun Oct 18 2020,17:30,WEST/+0100,SC Farense,3-3,2-0,FC Famalicão,2020-10-18T16:30:00Z
4,Sun Oct 18 2020,20:00,WEST/+0100,Rio Ave FC,0-3,0-2,Sport Lisboa e Benfica,2020-10-18T19:00:00Z
4,Mon Oct 19 2020,20:15,WEST/+0100,Boavista FC,0-1,0-1,Vitória Guimarães,2020-10-19T19:15:00Z
5,Fri Oct 23 2020,20:30,WEST/+0100,CD Tondela,1-0,1-0,Portimonense SC,2020-10-23T19:30:00Z
5,Sat Oct 24 2020,15:30,WEST/+0100,CD Nacional,1-1,0-0,FC Paços de Ferreira,2020-10-24T14:30:00Z
5,Sat Oct 24 2020,18:00,WEST/+0100,CD Santa Clara,1-2,1-1,Sporting Clube de Portugal,2020-10-24T17:00:00Z
5,Sat Oct 24 2020,20:30,WEST/+0100,FC Porto,1-0,1-0,Gil Vicente FC,2020-10-24T19:30:00Z
5,Sun Oct 25 2020,15:00,WET/+0000,Moreirense FC,2-1,2-0,CS Marítimo,2020-10-25T15:00:00Z
5,Sun Oct 25 2020,15:00,WET/+0000,SC Farense,0-1,0-1,Rio Ave FC,2020-10-25T15:00:00Z
5,Sun Oct 25 2020,17:30,WET/+0000,FC Famalicão,2-2,0-0,Boavista FC,2020-10-25T17:30:00Z
5,Sun Oct 25 2020,20:00,WET/+0000,Vitória Guimarães,0-1,0-1,Sporting Clube de Braga,2020-10-25T20:00:00Z
5,Mon Oct 26 2020,20:15,WET/+0000,Sport Lisboa e Benfica,2-0,1-0,Os Belenenses Futebol,2020-10-26T20:15:00Z
1,Wed Oct 28 2020,21:45,WET/+0000,Sporting Clube de Portugal,3-1,0-0,Gil Vicente FC,2020-10-28T21:45:00Z
6,Fri Oct 30 2020,20:30,WET/+0000,FC Paços de Ferreira,3-2,2-1,FC Porto,2020-10-30T20:30:00Z
6,Sat Oct 31 2020,15:30,WET/+0000,Os Belenenses Futebol,1-1,0-0,SC Farense,2020-10-31T15:30:00Z
6,Sat Oct 31 2020,18:00,WET/+0000,Rio Ave FC,2-0,1-0,Moreirense FC,2020-10-31T18:00:00Z
6,Sat Oct 31 2020,20:30,WET/+0000,CS Marítimo,0-0,0-0,CD Nacional,2020-10-31T20:30:00Z
6,Sun Nov 1 2020,15:00,WET/+0000,Portimonense SC,1-2,0-1,CD Santa Clara,2020-11-01T15:00:00Z
6,Sun Nov 1 2020,17:30,WET/+0000,Gil Vicente FC,1-2,0-1,Vitória Guimarães,2020-11-01T17:30:00Z
6,Sun Nov 1 2020,20:00,WET/+0000,Sporting Clube de Portugal,4-0,1-0,CD Tondela,2020-11-01T20:00:00Z
6,Mon Nov 2 2020,18:45,WET/+0000,Sporting Clube de Braga,1-0,0-0,FC Famalicão,2020-11-02T18:45:00Z
6,Mon Nov 2 2020,21:00,WET/+0000,Boavista FC,3-0,2-0,Sport Lisboa e Benfica,2020-11-02T21:00:00Z
7,Fri Nov 6 2020,20:30,WET/+0000,Os Belenenses Futebol,0-0,0-0,Rio Ave FC,2020-11-06T20:30:00Z
7,Sat Nov 7 2020,15:00,WET/+0000,CD Tondela,2-0,1-0,CD Santa Clara,2020-11-07T15:00:00Z
7,Sat Nov 7 2020,18:00,WET/+0000,FC Famalicão,2-1,2-1,CS Marítimo,2020-11-07T18:00:00Z
7,Sat Nov 7 2020,20:30,WET/+0000,Vitória Guimarães,0-4,0-2,Sporting Clube de Portugal,2020-11-07T20:30:00Z
7,Sun Nov 8 2020,15:00,WET/+0000,CD Nacional,2-1,0-1,Gil Vicente FC,2020-11-08T15:00:00Z
7,Sun Nov 8 2020,15:00,WET/+0000,SC Farense,3-1,1-1,Boavista FC,2020-11-08T15:00:00Z
7,Sun Nov 8 2020,17:30,WET/+0000,FC Porto,3-1,1-1,Portimonense SC,2020-11-08T17:30:00Z
7,Sun Nov 8 2020,20:00,WET/+0000,Sport Lisboa e Benfica,2-3,0-1,Sporting Clube de Braga,2020-11-08T20:00:00Z
8,Fri Nov 27 2020,19:00,WET/+0000,FC Paços de Ferreira,2-0,1-0,FC Famalicão,2020-11-27T19:00:00Z
8,Fri Nov 27 2020,21:00,WET/+0000,CD Tondela,0-2,0-0,Vitória Guimarães,2020-11-27T21:00:00Z
8,Sat Nov 28 2020,18:00,WET/+0000,CD Santa Clara,0-1,0-1,FC Porto,2020-11-28T18:00:00Z
8,Sat Nov 28 2020,20:30,WET/+0000,Sporting Clube de Portugal,2-1,1-1,Moreirense FC,2020-11-28T20:30:00Z
8,Sun Nov 29 2020,15:00,WET/+0000,Gil Vicente FC,2-0,1-0,Rio Ave FC,2020-11-29T15:00:00Z
8,Sun Nov 29 2020,15:00,WET/+0000,Portimonense SC,1-0,0-0,CD Nacional,2020-11-29T15:00:00Z
8,Sun Nov 29 2020,17:30,WET/+0000,Boavista FC,0-0,0-0,Os Belenenses Futebol,2020-11-29T17:30:00Z
8,Sun Nov 29 2020,20:00,WET/+0000,Sporting Clube de Braga,1-0,0-0,SC Farense,2020-11-29T20:00:00Z
8,Mon Nov 30 2020,19:00,WET/+0000,CS Marítimo,1-2,1-1,Sport Lisboa e Benfica,2020-11-30T19:00:00Z
7,Tue Dec 1 2020,21:45,WET/+0000,Moreirense FC,0-1,0-1,FC Paços de Ferreira,2020-12-01T21:45:00Z
9,Sat Dec 5 2020,15:30,WET/+0000,Moreirense FC,1-1,0-0,Gil Vicente FC,2020-12-05T15:30:00Z
9,Sat Dec 5 2020,15:30,WET/+0000,Vitória Guimarães,1-0,1-0,Portimonense SC,2020-12-05T15:30:00Z
9,Sat Dec 5 2020,18:00,WET/+0000,FC Famalicão,2-2,1-2,Sporting Clube de Portugal,2020-12-05T18:00:00Z
9,Sat Dec 5 2020,20:30,WET/+0000,FC Porto,4-3,2-2,CD Tondela,2020-12-05T20:30:00Z
9,Sun Dec 6 2020,15:00,WET/+0000,CD Nacional,1-3,1-2,CD Santa Clara,2020-12-06T15:00:00Z
9,Sun Dec 6 2020,17:30,WET/+0000,Rio Ave FC,0-0,0-0,Boavista FC,2020-12-06T17:30:00Z
9,Sun Dec 6 2020,20:00,WET/+0000,Sport Lisboa e Benfica,2-1,0-1,FC Paços de Ferreira,2020-12-06T20:00:00Z
9,Sun Dec 6 2020,20:00,WET/+0000,Os Belenenses Futebol,2-1,2-0,Sporting Clube de Braga,2020-12-06T20:00:00Z
9,Mon Dec 7 2020,20:15,WET/+0000,SC Farense,2-1,1-0,CS Marítimo,2020-12-07T20:15:00Z
10,Fri Dec 18 2020,20:30,WET/+0000,Portimonense SC,0-0,0-0,FC Famalicão,2020-12-18T20:30:00Z
10,Sat Dec 19 2020,15:00,WET/+0000,CS Marítimo,1-0,0-0,Os Belenenses Futebol,2020-12-19T15:00:00Z
10,Sat Dec 19 2020,18:00,WET/+0000,CD Tondela,0-0,0-0,Moreirense FC,2020-12-19T18:00:00Z
10,Sat Dec 19 2020,20:30,WET/+0000,Sporting Clube de Portugal,1-0,0-0,SC Farense,2020-12-19T20:30:00Z
10,Sun Dec 20 2020,15:00,WET/+0000,FC Paços de Ferreira,1-1,0-0,Boavista FC,2020-12-20T15:00:00Z
10,Sun Dec 20 2020,17:30,WET/+0000,Gil Vicente FC,0-2,0-0,Sport Lisboa e Benfica,2020-12-20T17:30:00Z
10,Sun Dec 20 2020,20:00,WET/+0000,FC Porto,2-0,2-0,CD Nacional,2020-12-20T20:00:00Z
10,Mon Dec 21 2020,20:15,WET/+0000,CD Santa Clara,0-4,0-3,Vitória Guimarães,2020-12-21T20:15:00Z
10,Tue Dec 22 2020,20:15,WET/+0000,Sporting Clube de Braga,3-0,1-0,Rio Ave FC,2020-12-22T20:15:00Z
11,Sun Dec 27 2020,15:00,WET/+0000,CD Nacional,2-0,1-0,CD Tondela,2020-12-27T15:00:00Z
11,Sun Dec 27 2020,15:00,WET/+0000,FC Famalicão,0-1,0-1,Gil Vicente FC,2020-12-27T15:00:00Z
11,Sun Dec 27 2020,17:30,WET/+0000,SC Farense,1-1,0-0,FC Paços de Ferreira,2020-12-27T17:30:00Z
11,Sun Dec 27 2020,20:00,WET/+0000,Os Belenenses Futebol,1-2,1-2,Sporting Clube de Portugal,2020-12-27T20:00:00Z
11,Mon Dec 28 2020,18:45,WET/+0000,Rio Ave FC,1-3,1-0,CS Marítimo,2020-12-28T18:45:00Z
11,Mon Dec 28 2020,21:00,WET/+0000,Boavista FC,1-4,0-3,Sporting Clube de Braga,2020-12-28T21:00:00Z
11,Tue Dec 29 2020,18:00,WET/+0000,Sport Lisboa e Benfica,2-1,2-0,Portimonense SC,2020-12-29T18:00:00Z
11,Tue Dec 29 2020,18:45,WET/+0000,Moreirense FC,1-0,0-0,CD Santa Clara,2020-12-29T18:45:00Z
11,Tue Dec 29 2020,21:00,WET/+0000,Vitória Guimarães,2-3,1-1,FC Porto,2020-12-29T21:00:00Z
12,Sat Jan 2 2021,18:00,WET/+0000,Sporting Clube de Portugal,2-0,0-0,Sporting Clube de Braga,2021-01-02T18:00:00Z
12,Sun Jan 3 2021,13:00,WET/+0000,CD Tondela,1-0,0-0,FC Famalicão,2021-01-03T13:00:00Z
12,Sun Jan 3 2021,15:00,WET/+0000,CS Marítimo,0-0,0-0,Boavista FC,2021-01-03T15:00:00Z
12,Sun Jan 3 2021,19:00,WET/+0000,FC Paços de Ferreira,2-0,1-0,Rio Ave FC,2021-01-03T19:00:00Z
12,Sun Jan 3 2021,21:00,WET/+0000,FC Porto,3-0,1-0,Moreirense FC,2021-01-03T21:00:00Z
12,Mon Jan 4 2021,17:00,WET/+0000,CD Santa Clara,1-1,0-1,Sport Lisboa e Benfica,2021-01-04T17:00:00Z
12,Mon Jan 4 2021,19:00,WET/+0000,Gil Vicente FC,0-0,0-0,Os Belenenses Futebol,2021-01-04T19:00:00Z
12,Mon Jan 4 2021,21:15,WET/+0000,Portimonense SC,2-0,0-0,SC Farense,2021-01-04T21:15:00Z
13,Thu Jan 7 2021,21:00,WET/+0000,Sporting Clube de Braga,2-1,1-0,CS Marítimo,2021-01-07T21:00:00Z
13,Fri Jan 8 2021,18:00,WET/+0000,CD Nacional,0-2,0-1,Sporting Clube de Portugal,2021-01-08T18:00:00Z
13,Fri Jan 8 2021,19:00,WET/+0000,Rio Ave FC,3-0,0-0,Portimonense SC,2021-01-08T19:00:00Z
13,Fri Jan 8 2021,19:00,WET/+0000,Sport Lisboa e Benfica,2-0,0-0,CD Tondela,2021-01-08T19:00:00Z
13,Fri Jan 8 2021,21:00,WET/+0000,FC Famalicão,1-4,1-2,FC Porto,2021-01-08T21:00:00Z
13,Sat Jan 9 2021,17:00,WET/+0000,Moreirense FC,2-2,1-1,Vitória Guimarães,2021-01-09T17:00:00Z
13,Sat Jan 9 2021,20:30,WET/+0000,Boavista FC,1-1,1-1,CD Santa Clara,2021-01-09T20:30:00Z
13,Sun Jan 10 2021,15:00,WET/+0000,SC Farense,3-1,2-1,Gil Vicente FC,2021-01-10T15:00:00Z
13,Sun Jan 10 2021,20:00,WET/+0000,Os Belenenses Futebol,0-2,0-1,FC Paços de Ferreira,2021-01-10T20:00:00Z
14,Fri Jan 15 2021,18:30,WET/+0000,Sporting Clube de Portugal,1-1,1-0,Rio Ave FC,2021-01-15T18:30:00Z
14,Fri Jan 15 2021,21:00,WET/+0000,FC Porto,1-1,1-1,Sport Lisboa e Benfica,2021-01-15T21:00:00Z
14,Sat Jan 16 2021,15:30,WET/+0000,FC Paços de Ferreira,2-0,0-0,Sporting Clube de Braga,2021-01-16T15:30:00Z
14,Sat Jan 16 2021,20:30,WET/+0000,CD Tondela,3-1,1-0,Boavista FC,2021-01-16T20:30:00Z
14,Sun Jan 17 2021,15:00,WET/+0000,CD Nacional,0-1,0-0,Moreirense FC,2021-01-17T15:00:00Z
14,Sun Jan 17 2021,17:30,WET/+0000,CD Santa Clara,1-2,0-0,FC Famalicão,2021-01-17T17:30:00Z
14,Sun Jan 17 2021,20:00,WET/+0000,Gil Vicente FC,0-1,0-0,CS Marítimo,2021-01-17T20:00:00Z
14,Mon Jan 18 2021,20:15,WET/+0000,Portimonense SC,1-0,1-0,Os Belenenses Futebol,2021-01-18T20:15:00Z
12,Thu Jan 21 2021,20:15,WET/+0000,Vitória Guimarães,3-1,1-1,CD Nacional,2021-01-21T20:15:00Z
15,Sun Jan 24 2021,15:00,WET/+0000,CS Marítimo,0-3,0-1,FC Paços de Ferreira,2021-01-24T15:00:00Z
15,Sun Jan 24 2021,17:30,WET/+0000,Moreirense FC,2-2,2-1,Portimonense SC,2021-01-24T17:30:00Z
15,Sun Jan 24 2021,20:15,WET/+0000,FC Famalicão,0-1,0-1,Vitória Guimarães,2021-01-24T20:15:00Z
15,Mon Jan 25 2021,14:30,WET/+0000,Os Belenenses Futebol,2-0,2-0,CD Tondela,2021-01-25T14:30:00Z
15,Mon Jan 25 2021,16:30,WET/+0000,Rio Ave FC,1-2,1-1,CD Santa Clara,2021-01-25T16:30:00Z
15,Mon Jan 25 2021,17:00,WET/+0000,Sport Lisboa e Benfica,1-1,1-0,CD Nacional,2021-01-25T17:00:00Z
15,Mon Jan 25 2021,20:15,WET/+0000,SC Farense,0-1,0-1,FC Porto,2021-01-25T20:15:00Z
15,Tue Jan 26 2021,19:45,WET/+0000,Sporting Clube de Braga,1-0,0-0,Gil Vicente FC,2021-01-26T19:45:00Z
15,Tue Jan 26 2021,21:15,WET/+0000,Boavista FC,0-2,0-1,Sporting Clube de Portugal,2021-01-26T21:15:00Z
16,Sat Jan 30 2021,15:30,WET/+0000,CD Nacional,2-1,0-1,FC Famalicão,2021-01-30T15:30:00Z
16,Sat Jan 30 2021,18:00,WET/+0000,CD Tondela,2-0,0-0,SC Farense,2021-01-30T18:00:00Z
16,Sat Jan 30 2021,20:30,WET/+0000,Portimonense SC,1-2,1-1,Boavista FC,2021-01-30T20:30:00Z
16,Sun Jan 31 2021,15:00,WET/+0000,Vitória Guimarães,1-0,0-0,CS Marítimo,2021-01-31T15:00:00Z
16,Mon Feb 1 2021,17:00,WET/+0000,CD Santa Clara,2-0,1-0,Os Belenenses Futebol,2021-02-01T17:00:00Z
16,Mon Feb 1 2021,19:00,WET/+0000,FC Porto,2-0,1-0,Rio Ave FC,2021-02-01T19:00:00Z
16,Mon Feb 1 2021,19:45,WET/+0000,Moreirense FC,0-4,0-3,Sporting Clube de Braga,2021-02-01T19:45:00Z
16,Mon Feb 1 2021,21:30,WET/+0000,Sporting Clube de Portugal,1-0,0-0,Sport Lisboa e Benfica,2021-02-01T21:30:00Z
16,Tue Feb 2 2021,20:15,WET/+0000,Gil Vicente FC,1-2,0-2,FC Paços de Ferreira,2021-02-02T20:15:00Z
17,Thu Feb 4 2021,15:00,WET/+0000,SC Farense,1-1,1-0,CD Santa Clara,2021-02-04T15:00:00Z
17,Thu Feb 4 2021,19:00,WET/+0000,Os Belenenses Futebol,0-0,0-0,FC Porto,2021-02-04T19:00:00Z
17,Thu Feb 4 2021,21:00,WET/+0000,Sporting Clube de Braga,2-1,0-1,Portimonense SC,2021-02-04T21:00:00Z
17,Thu Feb 4 2021,21:30,WET/+0000,FC Famalicão,0-2,0-2,Moreirense FC,2021-02-04T21:30:00Z
17,Fri Feb 5 2021,17:00,WET/+0000,Rio Ave FC,0-0,0-0,CD Nacional,2021-02-05T17:00:00Z
17,Fri Feb 5 2021,19:00,WET/+0000,CS Marítimo,0-2,0-1,Sporting Clube de Portugal,2021-02-05T19:00:00Z
17,Fri Feb 5 2021,19:00,WET/+0000,Sport Lisboa e Benfica,0-0,0-0,Vitória Guimarães,2021-02-05T19:00:00Z
17,Fri Feb 5 2021,21:00,WET/+0000,FC Paços de Ferreira,2-1,1-0,CD Tondela,2021-02-05T21:00:00Z
17,Fri Feb 5 2021,21:00,WET/+0000,Boavista FC,1-2,1-1,Gil Vicente FC,2021-02-05T21:00:00Z
18,Sun Feb 7 2021,20:45,WET/+0000,Sporting Clube de Braga,2-2,0-1,FC Porto,2021-02-07T20:45:00Z
18,Mon Feb 8 2021,17:00,WET/+0000,SC Farense,1-2,0-1,Moreirense FC,2021-02-08T17:00:00Z
18,Mon Feb 8 2021,19:00,WET/+0000,CS Marítimo,1-2,0-0,CD Santa Clara,2021-02-08T19:00:00Z
18,Mon Feb 8 2021,19:00,WET/+0000,Sport Lisboa e Benfica,2-0,2-0,FC Famalicão,2021-02-08T19:00:00Z
18,Mon Feb 8 2021,21:00,WET/+0000,Os Belenenses Futebol,1-1,1-1,Vitória Guimarães,2021-02-08T21:00:00Z
18,Tue Feb 9 2021,15:00,WET/+0000,FC Paços de Ferreira,0-0,0-0,Portimonense SC,2021-02-09T15:00:00Z
18,Tue Feb 9 2021,17:00,WET/+0000,Rio Ave FC,2-1,0-1,CD Tondela,2021-02-09T17:00:00Z
18,Tue Feb 9 2021,19:00,WET/+0000,Boavista FC,0-1,0-1,CD Nacional,2021-02-09T19:00:00Z
18,Tue Feb 9 2021,21:00,WET/+0000,Gil Vicente FC,1-2,1-0,Sporting Clube de Portugal,2021-02-09T21:00:00Z
19,Fri Feb 12 2021,20:30,WET/+0000,FC Famalicão,0-0,0-0,Os Belenenses Futebol,2021-02-12T20:30:00Z
19,Sat Feb 13 2021,15:30,WET/+0000,CD Nacional,2-3,0-0,SC Farense,2021-02-13T15:30:00Z
19,Sat Feb 13 2021,18:00,WET/+0000,Vitória Guimarães,1-3,0-2,Rio Ave FC,2021-02-13T18:00:00Z
19,Sat Feb 13 2021,20:30,WET/+0000,FC Porto,2-2,0-2,Boavista FC,2021-02-13T20:30:00Z
19,Sun Feb 14 2021,15:00,WET/+0000,Portimonense SC,4-1,2-1,Gil Vicente FC,2021-02-14T15:00:00Z
19,Sun Feb 14 2021,17:30,WET/+0000,CD Santa Clara,0-1,0-1,Sporting Clube de Braga,2021-02-14T17:30:00Z
19,Sun Feb 14 2021,20:15,WET/+0000,Moreirense FC,1-1,1-1,Sport Lisboa e Benfica,2021-02-14T20:15:00Z
19,Mon Feb 15 2021,20:15,WET/+0000,Sporting Clube de Portugal,2-0,1-0,FC Paços de Ferreira,2021-02-15T20:15:00Z
19,Tue Feb 16 2021,17:45,WET/+0000,CD Tondela,2-1,1-1,CS Marítimo,2021-02-16T17:45:00Z
14,Wed Feb 17 2021,21:45,WET/+0000,Vitória Guimarães,2-2,2-1,SC Farense,2021-02-17T21:45:00Z
20,Fri Feb 19 2021,20:30,WET/+0000,Boavista FC,1-0,0-0,Moreirense FC,2021-02-19T20:30:00Z
20,Sat Feb 20 2021,15:30,WET/+0000,Os Belenenses Futebol,2-1,1-1,CD Nacional,2021-02-20T15:30:00Z
20,Sat Feb 20 2021,17:30,WET/+0000,Gil Vicente FC,1-0,0-0,CD Santa Clara,2021-02-20T17:30:00Z
20,Sat Feb 20 2021,20:30,WET/+0000,Sporting Clube de Portugal,2-0,2-0,Portimonense SC,2021-02-20T20:30:00Z
20,Sun Feb 21 2021,15:00,WET/+0000,FC Paços de Ferreira,2-1,1-1,Vitória Guimarães,2021-02-21T15:00:00Z
20,Sun Feb 21 2021,15:00,WET/+0000,Rio Ave FC,0-1,0-1,FC Famalicão,2021-02-21T15:00:00Z
20,Sun Feb 21 2021,18:00,WET/+0000,Sporting Clube de Braga,4-2,3-0,CD Tondela,2021-02-21T18:00:00Z
20,Sun Feb 21 2021,20:15,WET/+0000,SC Farense,0-0,0-0,Sport Lisboa e Benfica,2021-02-21T20:15:00Z
20,Mon Feb 22 2021,19:00,WET/+0000,CS Marítimo,1-2,1-1,FC Porto,2021-02-22T19:00:00Z
21,Fri Feb 26 2021,20:30,WET/+0000,Vitória Guimarães,2-1,1-1,Boavista FC,2021-02-26T20:30:00Z
21,Sat Feb 27 2021,15:30,WET/+0000,FC Famalicão,0-0,0-0,SC Farense,2021-02-27T15:30:00Z
21,Sat Feb 27 2021,18:00,WET/+0000,CD Santa Clara,3-0,2-0,FC Paços de Ferreira,2021-02-27T18:00:00Z
21,Sat Feb 27 2021,20:30,WET/+0000,FC Porto,0-0,0-0,Sporting Clube de Portugal,2021-02-27T20:30:00Z
21,Sun Feb 28 2021,15:00,WET/+0000,Portimonense SC,0-0,0-0,CS Marítimo,2021-02-28T15:00:00Z
21,Sun Feb 28 2021,17:30,WET/+0000,CD Tondela,1-0,1-0,Gil Vicente FC,2021-02-28T17:30:00Z
21,Sun Feb 28 2021,20:00,WET/+0000,CD Nacional,1-2,0-2,Sporting Clube de Braga,2021-02-28T20:00:00Z
21,Mon Mar 1 2021,19:00,WET/+0000,Sport Lisboa e Benfica,2-0,0-0,Rio Ave FC,2021-03-01T19:00:00Z
21,Mon Mar 1 2021,20:15,WET/+0000,Moreirense FC,2-2,2-1,Os Belenenses Futebol,2021-03-01T20:15:00Z
22,Fri Mar 5 2021,18:30,WET/+0000,FC Paços de Ferreira,2-1,2-0,CD Nacional,2021-03-05T18:30:00Z
22,Fri Mar 5 2021,20:45,WET/+0000,Sporting Clube de Portugal,2-1,1-0,CD Santa Clara,2021-03-05T20:45:00Z
22,Sat Mar 6 2021,15:30,WET/+0000,Portimonense SC,3-0,2-0,CD Tondela,2021-03-06T15:30:00Z
22,Sat Mar 6 2021,18:00,WET/+0000,Gil Vicente FC,0-2,0-1,FC Porto,2021-03-06T18:00:00Z
22,Sat Mar 6 2021,20:30,WET/+0000,Boavista FC,3-0,1-0,FC Famalicão,2021-03-06T20:30:00Z
22,Sun Mar 7 2021,17:30,WET/+0000,CS Marítimo,0-2,0-1,Moreirense FC,2021-03-07T17:30:00Z
22,Sun Mar 7 2021,20:00,WET/+0000,Rio Ave FC,2-0,1-0,SC Farense,2021-03-07T20:00:00Z
22,Mon Mar 8 2021,20:15,WET/+0000,Os Belenenses Futebol,0-3,0-0,Sport Lisboa e Benfica,2021-03-08T20:15:00Z
22,Tue Mar 9 2021,21:45,WET/+0000,Sporting Clube de Braga,3-0,2-0,Vitória Guimarães,2021-03-09T21:45:00Z
23,Fri Mar 12 2021,20:30,WET/+0000,CD Nacional,1-2,1-0,CS Marítimo,2021-03-12T20:30:00Z
23,Sat Mar 13 2021,15:30,WET/+0000,SC Farense,0-1,0-0,Os Belenenses Futebol,2021-03-13T15:30:00Z
23,Sat Mar 13 2021,18:00,WET/+0000,Sport Lisboa e Benfica,2-0,1-0,Boavista FC,2021-03-13T18:00:00Z
23,Sat Mar 13 2021,18:00,WET/+0000,CD Santa Clara,2-0,1-0,Portimonense SC,2021-03-13T18:00:00Z
23,Sat Mar 13 2021,20:30,WET/+0000,CD Tondela,0-1,0-0,Sporting Clube de Portugal,2021-03-13T20:30:00Z
23,Sun Mar 14 2021,15:00,WET/+0000,Moreirense FC,1-1,0-1,Rio Ave FC,2021-03-14T15:00:00Z
23,Sun Mar 14 2021,17:30,WET/+0000,Vitória Guimarães,2-4,1-3,Gil Vicente FC,2021-03-14T17:30:00Z
23,Sun Mar 14 2021,20:00,WET/+0000,FC Porto,2-0,0-0,FC Paços de Ferreira,2021-03-14T20:00:00Z
23,Mon Mar 15 2021,20:15,WET/+0000,FC Famalicão,2-2,1-2,Sporting Clube de Braga,2021-03-15T20:15:00Z
24,Fri Mar 19 2021,20:30,WET/+0000,Gil Vicente FC,2-0,0-0,CD Nacional,2021-03-19T20:30:00Z
24,Sat Mar 20 2021,15:30,WET/+0000,FC Paços de Ferreira,3-0,3-0,Moreirense FC,2021-03-20T15:30:00Z
