Stage,Group,Matchday,Date,Time,Timezone,Team 1,FT,HT,Team 2,ET,P,UTC
Group,G,2,Mon Nov 28 2022,13:00,+0300,Cameroon,3-3,1-2,Serbia,,,2022-11-28T10:00:00Z
Group,H,2,Mon Nov 28 2022,16:00,+0300,South Korea,2-3,0-2,Ghana,,,2022-11-28T13:00:00Z
Group,G,2,Mon Nov 28 2022,19:00,+0300,Brazil,1-0,0-0,Switzerland,,,2022-11-28T16:00:00Z
Group,H,2,Mon Nov 28 2022,22:00,+0300,Portugal,2-0,0-0,Uruguay,,,2022-11-28T19:00:00Z
Group,A,3,Tue Nov 29 2022,18:00,+0300,Netherlands,2-0,1-0,Qatar,,,2022-11-29T15:00:00Z
Group,A,3,Tue Nov 29 2022,18:00,+0300,Ecuador,1-2,0-1,Senegal,,,2022-11-29T15:00:00Z
Group,B,3,Tue Nov 29 2022,22:00,+0300,Wales,0-3,0-0,England,,,2022-11-29T19:00:00Z
Group,B,3,Tue Nov 29 2022,22:00,+0300,Iran,0-1,0-1,United States,,,2022-11-29T19:00:00Z
Group,D,3,Wed Nov 30 2022,18:00,+0300,Tunisia,1-0,0-0,France,,,2022-11-30T15:00:00Z
Group,D,3,Wed Nov 30 2022,18:00,+0300,Australia,1-0,0-0,Denmark,,,2022-11-30T15:00:00Z
Group,C,3,Wed Nov 30 2022,22:00,+0300,Poland,0-2,0-0,Argentina,,,2022-11-30T19:00:00Z
Group,C,3,Wed Nov 30 2022,22:00,+0300,Saudi Arabia,1-2,0-0,Mexico,,,2022-11-30T19:00:00Z
Group,F,3,Thu Dec 1 2022,18:00,+0300,Croatia,0-0,0-0,Belgium,,,2022-12-01T15:00:00Z
Group,F,3,Thu Dec 1 2022,18:00,+0300,Canada,1-2,1-2,Morocco,,,2022-12-01T15:00:00Z
Group,E,3,Thu Dec 1 2022,22:00,+0300,Japan,2-1,0-1,Spain,,,2022-12-01T19:00:00Z
Group,E,3,Thu Dec 1 2022,22:00,+0300,Costa Rica,2-4,0-1,Germany,,,2022-12-01T19:00:00Z
Group,H,3,Fri Dec 2 2022,18:00,+0300,South Korea,2-1,1-1,Portugal,,,2022-12-02T15:00:00Z
Group,H,3,Fri Dec 2 2022,18:00,+0300,Ghana,0-2,0-2,Uruguay,,,2022-12-02T15:00:00Z
Group,G,3,Fri Dec 2 2022,22:00,+0300,Cameroon,1-0,0-0,Brazil,,,2022-12-02T19:00:00Z
Group,G,3,Fri Dec 2 2022,22:00,+0300,Serbia,2-3,2-2,Switzerland,,,2022-12-02T19:00:00Z
Finals,,Round of 16,Sat Dec 3 2022,18:00,+0300,Netherlands,3-1,2-0,United States,,,2022-12-03T15:00:00Z
Finals,,Round of 16,Sat Dec 3 2022,22:00,+0300,Argentina,2-1,1-0,Australia,,,2022-12-03T19:00:00Z
Finals,,Round of 16,Sun Dec 4 2022,18:00,+0300,France,3-1,1-0,Poland,,,2022-12-04T15:00:00Z
Finals,,Round of 16,Sun Dec 4 2022,22:00,+0300,England,3-0,2-0,Senegal,,,2022-12-04T19:00:00Z
Finals,,Round of 16,Mon Dec 5 2022,18:00,+0300,Japan,1-1,1-0,Croatia,1-1,1-3,2022-12-05T15:00:00Z
Finals,,Round of 16,Mon Dec 5 2022,22:00,+0300,Brazil,4-1,4-0,South Korea,,,2022-12-05T19:00:00Z
Finals,,Round of 16,Tue Dec 6 2022,18:00,+0300,Morocco,0-0,0-0,Spain,0-0,3-0,2022-12-06T15:00:00Z
Finals,,Round of 16,Tue Dec 6 2022,22:00,+0300,Portugal,6-1,2-0,Switzerland,,,2022-12-06T19:00:00Z
Finals,,Quarterfinals,Fri Dec 9 2022,18:00,+0300,Croatia,0-0,0-0,Brazil,1-1,4-2,2022-12-09T15:00:00Z
Finals,,Quarterfinals,Fri Dec 9 2022,22:00,+0300,Netherlands,2-2,0-1,Argentina,2-2,3-4,2022-12-09T19:00:00Z
Finals,,Quarterfinals,Sat Dec 10 2022,18:00,+0300,Morocco,1-0,1-0,Portugal,,,2022-12-10T15:00:00Z
Finals,,Quarterfinals,Sat Dec 10 2022,22:00,+0300,England,1-2,0-1,France,,,2022-12-10T19:00:00Z
Finals,,Semifinals,Tue Dec 13 2022,22:00,+0300,Argentina,3-0,2-0,Croatia,,,2022-12-13T19:00:00Z
Finals,,Semifinals,Wed Dec 14 2022,22:00,+0300,France,2-0,1-0,Morocco,,,2022-12-14T19:00:00Z
Finals,,Third place play-off,Sat Dec 17 2022,18:00,+0300,Croatia,2-1,2-1,Morocco,,,2022-12-17T15:00:00Z
Finals,,Final,Sun Dec 18 2022,18:00,+0300,Argentina,2-2,2-0,France,3-3,4-2,2022-12-18T15:00:00Z
