Matchday,Date,Team 1,FT,HT,Team 2,Comments
18,Sat Dec 14 2019,Nîmes Olympique,0-1,0-1,FC Nantes,
18,Sat Dec 14 2019,Amiens SC,1-1,1-1,Dijon Football Côte d'Or,
18,Sun Dec 15 2019,FC Girondins de Bordeaux,0-1,0-1,RC Strasbourg Alsace,
18,Sun Dec 15 2019,Olympique Lyonnais,0-1,0-0,Stade Rennais FC 1901,
18,Sun Dec 15 2019,AS Saint-Étienne,0-4,0-2,Paris Saint-Germain FC,
19,Sat Dec 21 2019,Montpellier HSC,4-0,2-0,Stade Brestois 29,
19,Sat Dec 21 2019,Paris Saint-Germain FC,4-1,1-0,Amiens SC,
19,Sat Dec 21 2019,Stade Rennais FC 1901,1-0,0-0,FC Girondins de Bordeaux,
19,Sat Dec 21 2019,Olympique de Marseille,3-1,0-0,Nîmes Olympique,
19,Sat Dec 21 2019,OGC Nice,3-0,3-0,Toulouse FC,
19,Sat Dec 21 2019,Stade de Reims,1-1,1-1,Olympique Lyonnais,
19,Sat Dec 21 2019,FC Nantes,1-2,1-0,Angers SCO,
19,Sat Dec 21 2019,AS Monaco FC,5-1,2-1,Lille OSC,
19,Sat Dec 21 2019,Dijon Football Côte d'Or,2-2,2-1,FC Metz,
19,Sat Dec 21 2019,RC Strasbourg Alsace,2-1,1-0,AS Saint-Étienne,
20,Fri Jan 10 2020,Stade Rennais FC 1901,0-1,0-0,Olympique de Marseille,
20,Sat Jan 11 2020,FC Girondins de Bordeaux,1-2,1-0,Olympique Lyonnais,
20,Sat Jan 11 2020,Toulouse FC,2-5,2-1,Stade Brestois 29,
20,Sat Jan 11 2020,Angers SCO,1-1,1-1,OGC Nice,
20,Sat Jan 11 2020,Nîmes Olympique,2-0,1-0,Stade de Reims,
20,Sat Jan 11 2020,FC Metz,1-0,0-0,RC Strasbourg Alsace,
20,Sat Jan 11 2020,Amiens SC,1-2,1-0,Montpellier HSC,
20,Sun Jan 12 2020,AS Saint-Étienne,0-2,0-1,FC Nantes,
20,Sun Jan 12 2020,Dijon Football Côte d'Or,1-0,0-0,Lille OSC,
20,Sun Jan 12 2020,Paris Saint-Germain FC,3-3,3-2,AS Monaco FC,
12,Wed Jan 15 2020,Nîmes Olympique,0-1,0-0,Stade Rennais FC 1901,
16,Wed Jan 15 2020,Amiens SC,1-1,0-1,Stade de Reims,
15,Wed Jan 15 2020,AS Monaco FC,1-4,0-2,Paris Saint-Germain FC,
21,Fri Jan 24 2020,OGC Nice,1-1,0-0,Stade Rennais FC 1901,
21,Sat Jan 25 2020,Olympique de Marseille,0-0,0-0,Angers SCO,
21,Sat Jan 25 2020,Montpellier HSC,2-1,0-0,Dijon Football Côte d'Or,
21,Sat Jan 25 2020,AS Saint-Étienne,2-1,2-1,Nîmes Olympique,
21,Sat Jan 25 2020,Stade Brestois 29,2-1,0-0,Amiens SC,
21,Sat Jan 25 2020,Stade de Reims,0-1,0-1,FC Metz,
21,Sat Jan 25 2020,AS Monaco FC,1-3,0-1,RC Strasbourg Alsace,
21,Sun Jan 26 2020,Olympique Lyonnais,3-0,1-0,Toulouse FC,
21,Sun Jan 26 2020,FC Nantes,0-1,0-0,FC Girondins de Bordeaux,
21,Sun Jan 26 2020,Lille OSC,0-2,0-1,Paris Saint-Germain FC,
22,Fri Jan 31 2020,Stade Rennais FC 1901,3-2,0-0,FC Nantes,
22,Sat Feb 1 2020,Paris Saint-Germain FC,5-0,3-0,Montpellier HSC,
22,Sat Feb 1 2020,Angers SCO,1-4,1-1,Stade de Reims,
22,Sat Feb 1 2020,Dijon Football Côte d'Or,3-0,2-0,Stade Brestois 29,
22,Sat Feb 1 2020,Nîmes Olympique,3-1,1-1,AS Monaco FC,
22,Sat Feb 1 2020,RC Strasbourg Alsace,1-2,1-0,Lille OSC,
22,Sat Feb 1 2020,Amiens SC,0-0,0-0,Toulouse FC,
22,Sun Feb 2 2020,OGC Nice,2-1,1-1,Olympique Lyonnais,
22,Sun Feb 2 2020,FC Metz,3-1,1-0,AS Saint-Étienne,
22,Sun Feb 2 2020,FC Girondins de Bordeaux,0-0,0-0,Olympique de Marseille,
23,Tue Feb 4 2020,Lille OSC,1-0,1-0,Stade Rennais FC 1901,
23,Tue Feb 4 2020,AS Monaco FC,1-0,1-0,Angers SCO,
23,Tue Feb 4 2020,FC Nantes,1-2,0-1,Paris Saint-Germain FC,
23,Wed Feb 5 2020,Montpellier HSC,1-1,1-0,FC Metz,
23,Wed Feb 5 2020,Olympique Lyonnais,0-0,0-0,Amiens SC,
23,Wed Feb 5 2020,Toulouse FC,0-1,0-0,RC Strasbourg Alsace,
23,Wed Feb 5 2020,Stade Brestois 29,1-1,0-1,FC Girondins de Bordeaux,
23,Wed Feb 5 2020,Stade de Reims,1-1,0-0,OGC Nice,
23,Wed Feb 5 2020,Nîmes Olympique,2-0,2-0,Dijon Football Côte d'Or,
23,Wed Feb 5 2020,AS Saint-Étienne,0-2,0-1,Olympique de Marseille,
24,Fri Feb 7 2020,Angers SCO,0-2,0-1,Lille OSC,
24,Sat Feb 8 2020,Olympique de Marseille,1-0,0-0,Toulouse FC,
24,Sat Feb 8 2020,Stade Rennais FC 1901,0-0,0-0,Stade Brestois 29,
24,Sat Feb 8 2020,OGC Nice,1-3,1-1,Nîmes Olympique,
24,Sat Feb 8 2020,Dijon Football Côte d'Or,3-3,2-2,FC Nantes,
24,Sat Feb 8 2020,FC Metz,1-2,1-0,FC Girondins de Bordeaux,
24,Sat Feb 8 2020,Amiens SC,1-2,1-0,AS Monaco FC,
24,Sun Feb 9 2020,Montpellier HSC,1-0,1-0,AS Saint-Étienne,
24,Sun Feb 9 2020,RC Strasbourg Alsace,3-0,0-0,Stade de Reims,
24,Sun Feb 9 2020,Paris Saint-Germain FC,4-2,2-0,Olympique Lyonnais,
25,Fri Feb 14 2020,AS Monaco FC,1-0,0-0,Montpellier HSC,
25,Sat Feb 15 2020,Amiens SC,4-4,3-1,Paris Saint-Germain FC,
25,Sat Feb 15 2020,FC Girondins de Bordeaux,2-2,1-1,Dijon Football Côte d'Or,
25,Sat Feb 15 2020,Toulouse FC,0-2,0-1,OGC Nice,
25,Sat Feb 15 2020,FC Nantes,0-0,0-0,FC Metz,
25,Sat Feb 15 2020,Nîmes Olympique,1-0,0-0,Angers SCO,
25,Sun Feb 16 2020,Olympique Lyonnais,1-1,1-1,RC Strasbourg Alsace,
25,Sun Feb 16 2020,Stade Brestois 29,3-2,3-0,AS Saint-Étienne,
25,Sun Feb 16 2020,Stade de Reims,1-0,0-0,Stade Rennais FC 1901,
25,Sun Feb 16 2020,Lille OSC,1-2,0-0,Olympique de Marseille,
26,Fri Feb 21 2020,OGC Nice,2-2,2-1,Stade Brestois 29,
26,Fri Feb 21 2020,FC Metz,0-2,0-1,Olympique Lyonnais,
26,Sat Feb 22 2020,Olympique de Marseille,1-3,1-1,FC Nantes,
26,Sat Feb 22 2020,Lille OSC,3-0,2-0,Toulouse FC,
26,Sat Feb 22 2020,Angers SCO,1-0,0-0,Montpellier HSC,
26,Sat Feb 22 2020,Dijon Football Côte d'Or,1-1,0-0,AS Monaco FC,
26,Sat Feb 22 2020,RC Strasbourg Alsace,0-0,0-0,Amiens SC,
26,Sun Feb 23 2020,AS Saint-Étienne,1-1,0-0,Stade de Reims,
26,Sun Feb 23 2020,Stade Rennais FC 1901,2-1,1-1,Nîmes Olympique,
26,Sun Feb 23 2020,Paris Saint-Germain FC,4-3,2-2,FC Girondins de Bordeaux,
27,Fri Feb 28 2020,Nîmes Olympique,2-3,1-2,Olympique de Marseille,
27,Sat Feb 29 2020,Paris Saint-Germain FC,4-0,1-0,Dijon Football Côte d'Or,
27,Sat Feb 29 2020,Montpellier HSC,3-0,0-0,RC Strasbourg Alsace,
27,Sat Feb 29 2020,Toulouse FC,0-2,0-1,Stade Rennais FC 1901,
27,Sat Feb 29 2020,Stade Brestois 29,0-1,0-1,Angers SCO,
27,Sat Feb 29 2020,AS Monaco FC,1-1,1-0,Stade de Reims,
27,Sat Feb 29 2020,Amiens SC,0-1,0-1,FC Metz,
27,Sun Mar 1 2020,FC Nantes,0-1,0-0,Lille OSC,
27,Sun Mar 1 2020,FC Girondins de Bordeaux,1-1,1-0,OGC Nice,
27,Sun Mar 1 2020,Olympique Lyonnais,2-0,1-0,AS Saint-Étienne,
28,Fri Mar 6 2020,Olympique de Marseille,2-2,1-0,Amiens SC,
28,Sat Mar 7 2020,OGC Nice,2-1,0-1,AS Monaco FC,
28,Sat Mar 7 2020,Stade de Reims,1-0,1-0,Stade Brestois 29,
28,Sat Mar 7 2020,Angers SCO,2-0,0-0,FC Nantes,
28,Sat Mar 7 2020,Dijon Football Côte d'Or,2-1,1-1,Toulouse FC,
28,Sat Mar 7 2020,FC Metz,2-1,1-0,Nîmes Olympique,
28,Sun Mar 8 2020,AS Saint-Étienne,1-1,0-0,FC Girondins de Bordeaux,
28,Sun Mar 8 2020,Stade Rennais FC 1901,5-0,2-0,Montpellier HSC,
28,Sun Mar 8 2020,Lille OSC,1-0,1-0,Olympique Lyonnais,
29,Fri Mar 13 2020,Olympique Lyonnais,(*),,Stade de Reims,canceled
29,Sat Mar 14 2020,Montpellier HSC,(*),,Olympique de Marseille,canceled
29,Sat Mar 14 2020,Toulouse FC,(*),,FC Metz,canceled
29,Sat Mar 14 2020,Stade Brestois 29,(*),,Lille OSC,canceled
29,Sat Mar 14 2020,FC Nantes,(*),,Nîmes Olympique,canceled
29,Sat Mar 14 2020,RC Strasbourg Alsace,(*),,Dijon Football Côte d'Or,canceled
29,Sat Mar 14 2020,Amiens SC,(*),,Angers SCO,canceled
29,Sun Mar 15 2020,FC Girondins de Bordeaux,(*),,Stade Rennais FC 1901,canceled
29,Sun Mar 15 2020,AS Monaco FC,(*),,AS Saint-Étienne,canceled
29,Sun Mar 15 2020,Paris Saint-Germain FC,(*),,OGC Nice,canceled
28,Wed Mar 18 2020,RC Strasbourg Alsace,(*),,Paris Saint-Germain FC,canceled
30,Fri Mar 20 2020,Lille OSC,(*),,AS Monaco FC,canceled
30,Sat Mar 21 2020,Stade Rennais FC 1901,(*),,Olympique Lyonnais,canceled
30,Sat Mar 21 2020,OGC Nice,(*),,Montpellier HSC,canceled
30,Sat Mar 21 2020,Angers SCO,(*),,Toulouse FC,canceled
30,Sat Mar 21 2020,Dijon Football Côte d'Or,(*),,Amiens SC,canceled
30,Sat Mar 21 2020,Nîmes Olympique,(*),,FC Girondins de Bordeaux,canceled
30,Sat Mar 21 2020,FC Metz,(*),,Stade Brestois 29,canceled
30,Sun Mar 22 2020,AS Saint-Étienne,(*),,RC Strasbourg Alsace,canceled
30,Sun Mar 22 2020,Stade de Reims,(*),,FC Nantes,canceled
30,Sun Mar 22 2020,Olympique de Marseille,(*),,Paris Saint-Germain FC,canceled
31,Sat Apr 4 2020,Montpellier HSC,(*),,Lille OSC,canceled
31,Sat Apr 4 2020,Toulouse FC,(*),,AS Saint-Étienne,canceled
31,Sun Apr 5 2020,Paris Saint-Germain FC,(*),,FC Metz,canceled
31,Sun Apr 5 2020,Olympique Lyonnais,(*),,Nîmes Olympique,canceled
31,Sun Apr 5 2020,AS Monaco FC,(*),,FC Nantes,canceled
31,Sun Apr 5 2020,FC Girondins de Bordeaux,(*),,Stade de Reims,canceled
31,Sun Apr 5 2020,Dijon Football Côte d'Or,(*),,OGC Nice,canceled
31,Sun Apr 5 2020,RC Strasbourg Alsace,(*),,Angers SCO,canceled
31,Sun Apr 5 2020,Amiens SC,(*),,Stade Rennais FC 1901,canceled
31,Sun Apr 5 2020,Stade Brestois 29,(*),,Olympique de Marseille,canceled
32,Sat Apr 11 2020,FC Girondins de Bordeaux,(*),,Amiens SC,canceled
32,Sat Apr 11 2020,AS Saint-Étienne,(*),,Stade Rennais FC 1901,canceled
32,Sat Apr 11 2020,Olympique de Marseille,(*),,Dijon Football Côte d'Or,canceled
32,Sat Apr 11 2020,OGC Nice,(*),,RC Strasbourg Alsace,canceled
32,Sat Apr 11 2020,Stade Brestois 29,(*),,AS Monaco FC,canceled
32,Sat Apr 11 2020,Stade de Reims,(*),,Toulouse FC,canceled
32,Sat Apr 11 2020,Angers SCO,(*),,Paris Saint-Germain FC,canceled
32,Sat Apr 11 2020,FC Nantes,(*),,Olympique Lyonnais,canceled
32,Sat Apr 11 2020,Nîmes Olympique,(*),,Montpellier HSC,canceled
32,Sat Apr 11 2020,FC Metz,(*),,Lille OSC,canceled
33,Sat Apr 18 2020,Montpellier HSC,(*),,Stade de Reims,canceled
33,Sat Apr 18 2020,Paris Saint-Germain FC,(*),,AS Saint-Étienne,canceled
33,Sat Apr 18 2020,Lille OSC,(*),,OGC Nice,canceled
33,Sat Apr 18 2020,Olympique Lyonnais,(*),,Olympique de Marseille,canceled
33,Sat Apr 18 2020,Stade Rennais FC 1901,(*),,FC Metz,canceled
33,Sat Apr 18 2020,Toulouse FC,(*),,FC Nantes,canceled
33,Sat Apr 18 2020,AS Monaco FC,(*),,FC Girondins de Bordeaux,canceled
33,Sat Apr 18 2020,Dijon Football Côte d'Or,(*),,Angers SCO,canceled
33,Sat Apr 18 2020,RC Strasbourg Alsace,(*),,Stade Brestois 29,canceled
33,Sat Apr 18 2020,Amiens SC,(*),,Nîmes Olympique,canceled
