Matchday,Date,Team 1,FT,HT,Team 2,Comments
10,Sat Nov 2 2019,Sport Lisboa e Benfica,2-0,1-0,Rio Ave FC,
10,Sat Nov 2 2019,Moreirense FC,1-1,0-0,Vitória Guimarães,
10,Sun Nov 3 2019,Gil Vicente FC,2-0,0-0,CS Marítimo,
10,Sun Nov 3 2019,CD Tondela,1-0,0-0,Sporting Clube de Portugal,
10,Sun Nov 3 2019,FC Porto,1-0,1-0,CD Aves,
10,Sun Nov 3 2019,Sporting Clube de Braga,2-2,0-0,FC Famalicão,
10,Mon Nov 4 2019,Os Belenenses Futebol,1-0,0-0,FC Paços de Ferreira,
10,Mon Nov 4 2019,Vitória Setúbal,1-0,0-0,Boavista FC,
10,Mon Nov 4 2019,Portimonense SC,1-1,1-0,CD Santa Clara,
11,Fri Nov 8 2019,CD Aves,1-2,1-2,Gil Vicente FC,
11,Sat Nov 9 2019,Rio Ave FC,1-0,1-0,Vitória Setúbal,
11,Sat Nov 9 2019,CD Santa Clara,1-2,1-0,Sport Lisboa e Benfica,
11,Sat Nov 9 2019,FC Famalicão,3-3,2-0,Moreirense FC,
11,Sun Nov 10 2019,CS Marítimo,1-1,0-1,Portimonense SC,
11,Sun Nov 10 2019,FC Paços de Ferreira,1-0,1-0,CD Tondela,
11,Sun Nov 10 2019,Sporting Clube de Portugal,2-0,0-0,Os Belenenses Futebol,
11,Sun Nov 10 2019,Vitória Guimarães,0-2,0-1,Sporting Clube de Braga,
11,Sun Nov 10 2019,Boavista FC,0-1,0-1,FC Porto,
12,Fri Nov 29 2019,CD Santa Clara,1-2,0-2,Boavista FC,
12,Sat Nov 30 2019,Moreirense FC,3-2,2-1,CD Aves,
12,Sat Nov 30 2019,Sport Lisboa e Benfica,4-0,3-0,CS Marítimo,
12,Sat Nov 30 2019,Portimonense SC,2-1,1-0,FC Famalicão,
12,Sun Dec 1 2019,CD Tondela,0-1,0-0,Os Belenenses Futebol,
12,Sun Dec 1 2019,Vitória Setúbal,1-1,0-0,Vitória Guimarães,
12,Sun Dec 1 2019,Gil Vicente FC,3-1,1-1,Sporting Clube de Portugal,
12,Mon Dec 2 2019,Sporting Clube de Braga,2-0,1-0,Rio Ave FC,
12,Mon Dec 2 2019,FC Porto,2-0,1-0,FC Paços de Ferreira,
13,Fri Dec 6 2019,Boavista FC,1-4,1-1,Sport Lisboa e Benfica,
13,Sat Dec 7 2019,CS Marítimo,2-2,1-1,CD Santa Clara,
13,Sat Dec 7 2019,FC Famalicão,2-3,1-2,CD Tondela,
13,Sat Dec 7 2019,CD Aves,1-0,1-0,Sporting Clube de Braga,
13,Sun Dec 8 2019,FC Paços de Ferreira,2-3,0-1,Vitória Setúbal,
13,Sun Dec 8 2019,Vitória Guimarães,2-0,1-0,Portimonense SC,
13,Sun Dec 8 2019,Sporting Clube de Portugal,1-0,0-0,Moreirense FC,
13,Sun Dec 8 2019,Os Belenenses Futebol,1-1,1-1,FC Porto,
13,Mon Dec 9 2019,Rio Ave FC,1-0,0-0,Gil Vicente FC,
14,Fri Dec 13 2019,Portimonense SC,1-1,0-1,Rio Ave FC,
14,Sat Dec 14 2019,CS Marítimo,1-0,1-0,Boavista FC,
14,Sat Dec 14 2019,Sport Lisboa e Benfica,4-0,1-0,FC Famalicão,
14,Sat Dec 14 2019,Vitória Setúbal,1-0,0-0,CD Aves,
14,Sun Dec 15 2019,Moreirense FC,2-1,0-1,Os Belenenses Futebol,
14,Sun Dec 15 2019,Gil Vicente FC,2-2,2-0,Vitória Guimarães,
14,Sun Dec 15 2019,Sporting Clube de Braga,0-1,0-1,FC Paços de Ferreira,
14,Mon Dec 16 2019,CD Santa Clara,0-4,0-1,Sporting Clube de Portugal,
14,Mon Dec 16 2019,FC Porto,3-0,2-0,CD Tondela,
15,Sat Jan 4 2020,CD Aves,0-1,0-0,CD Santa Clara,
15,Sat Jan 4 2020,Boavista FC,1-1,0-0,Portimonense SC,
15,Sat Jan 4 2020,Os Belenenses Futebol,1-7,1-4,Sporting Clube de Braga,
15,Sat Jan 4 2020,Vitória Guimarães,0-1,0-1,Sport Lisboa e Benfica,
15,Sun Jan 5 2020,FC Paços de Ferreira,1-0,1-0,Moreirense FC,
15,Sun Jan 5 2020,Rio Ave FC,0-1,0-0,CS Marítimo,
15,Sun Jan 5 2020,CD Tondela,1-1,1-1,Gil Vicente FC,
15,Sun Jan 5 2020,Sporting Clube de Portugal,1-2,1-1,FC Porto,
15,Sun Jan 5 2020,FC Famalicão,3-0,1-0,Vitória Setúbal,
16,Fri Jan 10 2020,Sport Lisboa e Benfica,2-1,0-1,CD Aves,
16,Fri Jan 10 2020,CD Santa Clara,0-1,0-0,Rio Ave FC,
16,Fri Jan 10 2020,Moreirense FC,2-4,2-2,FC Porto,
16,Sat Jan 11 2020,Portimonense SC,0-0,0-0,FC Paços de Ferreira,
16,Sat Jan 11 2020,Boavista FC,0-1,0-0,FC Famalicão,
16,Sat Jan 11 2020,Vitória Setúbal,1-3,0-2,Sporting Clube de Portugal,
16,Sun Jan 12 2020,Gil Vicente FC,2-0,0-0,Os Belenenses Futebol,
16,Sun Jan 12 2020,CS Marítimo,0-0,0-0,Vitória Guimarães,
16,Sun Jan 12 2020,Sporting Clube de Braga,2-1,0-1,CD Tondela,
17,Fri Jan 17 2020,FC Porto,1-2,0-1,Sporting Clube de Braga,
17,Fri Jan 17 2020,Sporting Clube de Portugal,0-2,0-0,Sport Lisboa e Benfica,
17,Sat Jan 18 2020,Vitória Guimarães,1-0,0-0,CD Santa Clara,
17,Sat Jan 18 2020,CD Aves,3-0,0-0,Portimonense SC,
17,Sat Jan 18 2020,CD Tondela,1-1,0-0,Moreirense FC,
17,Sat Jan 18 2020,Os Belenenses Futebol,0-1,0-1,Vitória Setúbal,
17,Sun Jan 19 2020,FC Paços de Ferreira,0-0,0-0,Gil Vicente FC,
17,Sun Jan 19 2020,FC Famalicão,1-1,0-1,CS Marítimo,
17,Sun Jan 19 2020,Rio Ave FC,2-0,2-0,Boavista FC,
18,Sun Jan 26 2020,Os Belenenses Futebol,2-1,1-0,Portimonense SC,
18,Sun Jan 26 2020,FC Famalicão,0-1,0-1,CD Santa Clara,
18,Sun Jan 26 2020,CD Tondela,0-3,0-2,Vitória Setúbal,
18,Sun Jan 26 2020,FC Paços de Ferreira,0-2,0-1,Sport Lisboa e Benfica,
18,Sun Jan 26 2020,CD Aves,0-1,0-1,Boavista FC,
18,Mon Jan 27 2020,Vitória Guimarães,1-2,0-2,Rio Ave FC,
18,Mon Jan 27 2020,Sporting Clube de Portugal,1-0,0-0,CS Marítimo,
18,Tue Jan 28 2020,FC Porto,2-1,1-1,Gil Vicente FC,
18,Wed Jan 29 2020,Moreirense FC,1-2,0-2,Sporting Clube de Braga,
19,Fri Jan 31 2020,Sport Lisboa e Benfica,3-2,2-0,Os Belenenses Futebol,
19,Fri Jan 31 2020,Rio Ave FC,2-2,0-2,FC Famalicão,
19,Sat Feb 1 2020,Portimonense SC,0-1,0-1,CD Tondela,
19,Sat Feb 1 2020,Vitória Setúbal,0-4,0-2,FC Porto,
19,Sun Feb 2 2020,CS Marítimo,1-2,1-1,CD Aves,
19,Sun Feb 2 2020,Gil Vicente FC,1-5,0-2,Moreirense FC,
19,Sun Feb 2 2020,Sporting Clube de Braga,1-0,0-0,Sporting Clube de Portugal,
19,Sun Feb 2 2020,CD Santa Clara,2-1,0-0,FC Paços de Ferreira,
19,Sun Feb 2 2020,Boavista FC,2-0,1-0,Vitória Guimarães,
20,Fri Feb 7 2020,FC Paços de Ferreira,0-1,0-1,Boavista FC,
20,Sat Feb 8 2020,Os Belenenses Futebol,0-2,0-2,CD Santa Clara,
20,Sat Feb 8 2020,FC Famalicão,0-7,0-2,Vitória Guimarães,
20,Sat Feb 8 2020,Sporting Clube de Braga,2-2,2-0,Gil Vicente FC,
20,Sat Feb 8 2020,FC Porto,3-2,3-1,Sport Lisboa e Benfica,
20,Sun Feb 9 2020,Moreirense FC,1-1,0-1,Vitória Setúbal,
20,Sun Feb 9 2020,CD Tondela,0-0,0-0,CS Marítimo,
20,Sun Feb 9 2020,Sporting Clube de Portugal,2-1,1-1,Portimonense SC,
20,Sun Feb 9 2020,CD Aves,0-4,0-1,Rio Ave FC,
21,Fri Feb 14 2020,Vitória Setúbal,1-2,0-1,Gil Vicente FC,
21,Sat Feb 15 2020,CD Santa Clara,1-0,0-0,CD Tondela,
21,Sat Feb 15 2020,Portimonense SC,1-1,1-1,Moreirense FC,
21,Sat Feb 15 2020,Sport Lisboa e Benfica,0-1,0-1,Sporting Clube de Braga,
21,Sat Feb 15 2020,Rio Ave FC,1-1,1-0,Sporting Clube de Portugal,
21,Sun Feb 16 2020,CS Marítimo,3-0,1-0,FC Paços de Ferreira,
21,Sun Feb 16 2020,Boavista FC,1-2,0-1,Os Belenenses Futebol,
21,Sun Feb 16 2020,Vitória Guimarães,1-2,0-1,FC Porto,
21,Sun Feb 16 2020,FC Famalicão,1-1,0-0,CD Aves,
22,Fri Feb 21 2020,CD Aves,0-2,0-0,Vitória Guimarães,
22,Sat Feb 22 2020,CD Tondela,1-2,0-0,Rio Ave FC,
22,Sat Feb 22 2020,Os Belenenses Futebol,1-0,1-0,CS Marítimo,
22,Sun Feb 23 2020,FC Paços de Ferreira,2-1,0-0,FC Famalicão,
22,Sun Feb 23 2020,Moreirense FC,2-1,1-1,CD Santa Clara,
22,Sun Feb 23 2020,Sporting Clube de Portugal,2-0,2-0,Boavista FC,
22,Sun Feb 23 2020,Sporting Clube de Braga,3-1,0-0,Vitória Setúbal,
22,Sun Feb 23 2020,FC Porto,1-0,0-0,Portimonense SC,
22,Mon Feb 24 2020,Gil Vicente FC,0-1,0-1,Sport Lisboa e Benfica,
23,Fri Feb 28 2020,Portimonense SC,0-0,0-0,Vitória Setúbal,
23,Sat Feb 29 2020,Rio Ave FC,0-0,0-0,Os Belenenses Futebol,
23,Sat Feb 29 2020,Boavista FC,0-1,0-0,Gil Vicente FC,
23,Sun Mar 1 2020,CD Aves,1-3,1-1,FC Paços de Ferreira,
23,Sun Mar 1 2020,CS Marítimo,1-2,0-1,Sporting Clube de Braga,
23,Sun Mar 1 2020,Vitória Guimarães,2-0,2-0,CD Tondela,
23,Mon Mar 2 2020,CD Santa Clara,0-2,0-1,FC Porto,
23,Mon Mar 2 2020,Sport Lisboa e Benfica,1-1,0-0,Moreirense FC,
23,Tue Mar 3 2020,FC Famalicão,3-1,2-1,Sporting Clube de Portugal,
24,Fri Mar 6 2020,Sporting Clube de Braga,3-1,2-0,Portimonense SC,
24,Sat Mar 7 2020,CD Tondela,1-1,1-1,Boavista FC,
24,Sat Mar 7 2020,Vitória Setúbal,1-1,0-0,Sport Lisboa e Benfica,
24,Sat Mar 7 2020,FC Porto,1-1,1-1,Rio Ave FC,
24,Sun Mar 8 2020,Moreirense FC,2-0,1-0,CS Marítimo,
24,Sun Mar 8 2020,Os Belenenses Futebol,0-0,0-0,FC Famalicão,
24,Sun Mar 8 2020,Gil Vicente FC,1-1,0-0,CD Santa Clara,
24,Sun Mar 8 2020,Sporting Clube de Portugal,2-0,0-0,CD Aves,
24,Sun Mar 8 2020,FC Paços de Ferreira,1-2,1-0,Vitória Guimarães,
25,Wed Jun 3 2020,Portimonense SC,1-0,0-0,Gil Vicente FC,
25,Wed Jun 3 2020,FC Famalicão,2-1,0-0,FC Porto,
25,Thu Jun 4 2020,CS Marítimo,1-1,1-0,Vitória Setúbal,
25,Thu Jun 4 2020,Sport Lisboa e Benfica,0-0,0-0,CD Tondela,
25,Thu Jun 4 2020,Vitória Guimarães,2-2,1-1,Sporting Clube de Portugal,
25,Fri Jun 5 2020,CD Santa Clara,3-2,1-1,Sporting Clube de Braga,
25,Fri Jun 5 2020,CD Aves,0-2,0-2,Os Belenenses Futebol,
25,Sat Jun 6 2020,Boavista FC,0-1,0-0,Moreirense FC,
25,Sun Jun 7 2020,Rio Ave FC,2-3,1-2,FC Paços de Ferreira,
26,Tue Jun 9 2020,Gil Vicente FC,1-3,0-2,FC Famalicão,
26,Wed Jun 10 2020,Vitória Setúbal,2-2,1-1,CD Santa Clara,
26,Wed Jun 10 2020,Portimonense SC,2-2,0-2,Sport Lisboa e Benfica,
26,Wed Jun 10 2020,FC Porto,1-0,1-0,CS Marítimo,
26,Thu Jun 11 2020,Os Belenenses Futebol,1-1,1-1,Vitória Guimarães,
26,Thu Jun 11 2020,CD Tondela,2-0,1-0,CD Aves,
26,Fri Jun 12 2020,Moreirense FC,0-1,0-1,Rio Ave FC,
26,Fri Jun 12 2020,Sporting Clube de Portugal,1-0,0-0,FC Paços de Ferreira,
26,Sat Jun 13 2020,Sporting Clube de Braga,0-1,0-0,Boavista FC,
27,Mon Jun 15 2020,CS Marítimo,2-1,2-1,Gil Vicente FC,
27,Tue Jun 16 2020,CD Santa Clara,1-1,0-0,Portimonense SC,
27,Tue Jun 16 2020,CD Aves,0-0,0-0,FC Porto,
27,Wed Jun 17 2020,FC Paços de Ferreira,2-1,0-1,Os Belenenses Futebol,
27,Wed Jun 17 2020,Rio Ave FC,1-2,1-0,Sport Lisboa e Benfica,
27,Thu Jun 18 2020,Boavista FC,3-1,2-0,Vitória Setúbal,
27,Thu Jun 18 2020,Sporting Clube de Portugal,2-0,2-0,CD Tondela,
27,Fri Jun 19 2020,Vitória Guimarães,1-1,1-0,Moreirense FC,
27,Fri Jun 19 2020,FC Famalicão,0-0,0-0,Sporting Clube de Braga,
28,Sun Jun 21 2020,Gil Vicente FC,3-0,2-0,CD Aves,
28,Mon Jun 22 2020,Portimonense SC,3-2,2-0,CS Marítimo,
28,Tue Jun 23 2020,Vitória Setúbal,1-2,1-1,Rio Ave FC,
28,Tue Jun 23 2020,Sport Lisboa e Benfica,3-4,0-1,CD Santa Clara,
28,Tue Jun 23 2020,FC Porto,4-0,0-0,Boavista FC,
28,Wed Jun 24 2020,CD Tondela,1-3,0-2,FC Paços de Ferreira,
28,Wed Jun 24 2020,Moreirense FC,1-1,0-0,FC Famalicão,
28,Thu Jun 25 2020,Sporting Clube de Braga,3-2,2-2,Vitória Guimarães,
28,Fri Jun 26 2020,Os Belenenses Futebol,1-3,1-3,Sporting Clube de Portugal,
29,Sun Jun 28 2020,Boavista FC,1-0,1-0,CD Santa Clara,
29,Mon Jun 29 2020,CD Aves,0-1,0-0,Moreirense FC,
29,Mon Jun 29 2020,CS Marítimo,2-0,0-0,Sport Lisboa e Benfica,
29,Mon Jun 29 2020,FC Paços de Ferreira,0-1,0-1,FC Porto,
29,Tue Jun 30 2020,FC Famalicão,0-1,0-1,Portimonense SC,
29,Tue Jun 30 2020,Vitória Guimarães,2-0,1-0,Vitória Setúbal,
29,Tue Jun 30 2020,Rio Ave FC,4-3,3-2,Sporting Clube de Braga,
29,Wed Jul 1 2020,Os Belenenses Futebol,1-1,1-1,CD Tondela,
29,Wed Jul 1 2020,Sporting Clube de Portugal,2-1,1-0,Gil Vicente FC,
30,Fri Jul 3 2020,CD Santa Clara,0-1,0-0,CS Marítimo,
30,Sat Jul 4 2020,Vitória Setúbal,2-3,2-0,FC Paços de Ferreira,
30,Sat Jul 4 2020,Portimonense SC,0-1,0-0,Vitória Guimarães,
30,Sat Jul 4 2020,Sport Lisboa e Benfica,3-1,3-0,Boavista FC,
30,Sat Jul 4 2020,Sporting Clube de Braga,4-0,0-0,CD Aves,
30,Sun Jul 5 2020,Gil Vicente FC,1-0,1-0,Rio Ave FC,
30,Sun Jul 5 2020,CD Tondela,0-1,0-0,FC Famalicão,
30,Sun Jul 5 2020,FC Porto,5-0,1-0,Os Belenenses Futebol,
30,Mon Jul 6 2020,Moreirense FC,0-0,0-0,Sporting Clube de Portugal,
31,Wed Jul 8 2020,Boavista FC,0-1,0-1,CS Marítimo,
31,Wed Jul 8 2020,CD Aves,1-0,1-0,Vitória Setúbal,
31,Thu Jul 9 2020,Rio Ave FC,2-1,1-1,Portimonense SC,
31,Thu Jul 9 2020,CD Tondela,,,FC Porto,
31,Thu Jul 9 2020,FC Famalicão,,,Sport Lisboa e Benfica,
31,Fri Jul 10 2020,Vitória Guimarães,,,Gil Vicente FC,
31,Fri Jul 10 2020,Sporting Clube de Portugal,,,CD Santa Clara,
31,Fri Jul 10 2020,FC Paços de Ferreira,,,Sporting Clube de Braga,
31,Sat Jul 11 2020,Os Belenenses Futebol,,,Moreirense FC,
32,Mon Jul 13 2020,CS Marítimo,,,Rio Ave FC,
32,Mon Jul 13 2020,Vitória Setúbal,,,FC Famalicão,
32,Tue Jul 14 2020,CD Santa Clara,,,CD Aves,
32,Tue Jul 14 2020,Portimonense SC,,,Boavista FC,
32,Tue Jul 14 2020,Gil Vicente FC,,,CD Tondela,
32,Tue Jul 14 2020,Sport Lisboa e Benfica,,,Vitória Guimarães,
32,Wed Jul 15 2020,Moreirense FC,,,FC Paços de Ferreira,
32,Wed Jul 15 2020,Sporting Clube de Braga,,,Os Belenenses Futebol,
32,Wed Jul 15 2020,FC Porto,,,Sporting Clube de Portugal,
33,Sat Jul 18 2020,Rio Ave FC,,,CD Santa Clara,
33,Sat Jul 18 2020,FC Famalicão,,,Boavista FC,
33,Sun Jul 19 2020,Os Belenenses Futebol,,,Gil Vicente FC,
33,Sun Jul 19 2020,Vitória Guimarães,,,CS Marítimo,
33,Mon Jul 20 2020,FC Paços de Ferreira,,,Portimonense SC,
33,Mon Jul 20 2020,CD Tondela,,,Sporting Clube de Braga,
33,Mon Jul 20 2020,FC Porto,,,Moreirense FC,
33,Tue Jul 21 2020,Sporting Clube de Portugal,,,Vitória Setúbal,
33,Tue Jul 21 2020,CD Aves,,,Sport Lisboa e Benfica,
34,Sun Jul 26 2020,Sporting Clube de Braga,,,FC Porto,
34,Sun Jul 26 2020,CS Marítimo,,,FC Famalicão,
34,Sun Jul 26 2020,Gil Vicente FC,,,FC Paços de Ferreira,
34,Sun Jul 26 2020,Moreirense FC,,,CD Tondela,
34,Sun Jul 26 2020,Sport Lisboa e Benfica,,,Sporting Clube de Portugal,
34,Sun Jul 26 2020,Vitória Setúbal,,,Os Belenenses Futebol,
34,Sun Jul 26 2020,CD Santa Clara,,,Vitória Guimarães,
34,Sun Jul 26 2020,Portimonense SC,,,CD Aves,
34,Sun Jul 26 2020,Boavista FC,,,Rio Ave FC,
