Matchday,Date,Time,Timezone,Team 1,FT,HT,Team 2,Comments,Status,UTC
36,Sun May 8 2022,20:45,CEST / UTC+0200,Paris Saint-Germain FC,2-2,2-1,ES Troyes AC,,FINISHED,2022-05-08T18:45:00Z
36,Wed May 11 2022,19:00,CEST / UTC+0200,OGC Nice,4-2,0-2,AS Saint-Étienne,,FINISHED,2022-05-11T17:00:00Z
36,Wed May 11 2022,21:00,CEST / UTC+0200,FC Nantes,2-1,1-1,Stade Rennais FC 1901,,FINISHED,2022-05-11T19:00:00Z
37,Sat May 14 2022,21:00,CEST / UTC+0200,ES Troyes AC,1-3,1-2,Racing Club de Lens,,FINISHED,2022-05-14T19:00:00Z
37,Sat May 14 2022,21:00,CEST / UTC+0200,RC Strasbourg Alsace,1-0,1-0,Clermont Foot 63,,FINISHED,2022-05-14T19:00:00Z
37,Sat May 14 2022,21:00,CEST / UTC+0200,AS Saint-Étienne,1-2,1-1,Stade de Reims,,FINISHED,2022-05-14T19:00:00Z
37,Sat May 14 2022,21:00,CEST / UTC+0200,Stade Rennais FC 1901,2-0,2-0,Olympique de Marseille,,FINISHED,2022-05-14T19:00:00Z
37,Sat May 14 2022,21:00,CEST / UTC+0200,OGC Nice,1-3,1-0,Lille OSC,,FINISHED,2022-05-14T19:00:00Z
37,Sat May 14 2022,21:00,CEST / UTC+0200,Montpellier HSC,0-4,0-3,Paris Saint-Germain FC,,FINISHED,2022-05-14T19:00:00Z
37,Sat May 14 2022,21:00,CEST / UTC+0200,AS Monaco FC,4-2,1-2,Stade Brestois 29,,FINISHED,2022-05-14T19:00:00Z
37,Sat May 14 2022,21:00,CEST / UTC+0200,FC Metz,1-0,0-0,Angers SCO,,FINISHED,2022-05-14T19:00:00Z
37,Sat May 14 2022,21:00,CEST / UTC+0200,Olympique Lyonnais,3-2,1-0,FC Nantes,,FINISHED,2022-05-14T19:00:00Z
37,Sat May 14 2022,21:00,CEST / UTC+0200,FC Girondins de Bordeaux,0-0,0-0,FC Lorient,,FINISHED,2022-05-14T19:00:00Z
38,Sat May 21 2022,21:00,CEST / UTC+0200,Stade de Reims,2-3,2-0,OGC Nice,,FINISHED,2022-05-21T19:00:00Z
38,Sat May 21 2022,21:00,CEST / UTC+0200,Paris Saint-Germain FC,5-0,3-0,FC Metz,,FINISHED,2022-05-21T19:00:00Z
38,Sat May 21 2022,21:00,CEST / UTC+0200,FC Nantes,1-1,1-0,AS Saint-Étienne,,FINISHED,2022-05-21T19:00:00Z
38,Sat May 21 2022,21:00,CEST / UTC+0200,Olympique de Marseille,4-0,1-0,RC Strasbourg Alsace,,FINISHED,2022-05-21T19:00:00Z
38,Sat May 21 2022,21:00,CEST / UTC+0200,FC Lorient,1-1,0-1,ES Troyes AC,,FINISHED,2022-05-21T19:00:00Z
38,Sat May 21 2022,21:00,CEST / UTC+0200,Lille OSC,2-2,1-1,Stade Rennais FC 1901,,FINISHED,2022-05-21T19:00:00Z
38,Sat May 21 2022,21:00,CEST / UTC+0200,Racing Club de Lens,2-2,1-1,AS Monaco FC,,FINISHED,2022-05-21T19:00:00Z
38,Sat May 21 2022,21:00,CEST / UTC+0200,Clermont Foot 63,1-2,0-1,Olympique Lyonnais,,FINISHED,2022-05-21T19:00:00Z
38,Sat May 21 2022,21:00,CEST / UTC+0200,Stade Brestois 29,2-4,2-2,FC Girondins de Bordeaux,,FINISHED,2022-05-21T19:00:00Z
38,Sat May 21 2022,21:00,CEST / UTC+0200,Angers SCO,2-0,1-0,Montpellier HSC,,FINISHED,2022-05-21T19:00:00Z
