Matchday,Date,Time,Timezone,Team 1,FT,HT,Team 2,Comments,Status,UTC
3,Fri Aug 20 2021,21:00,CEST / UTC+0200,Stade Brestois 29,2-4,1-2,Paris Saint-Germain FC,,FINISHED,2021-08-20T19:00:00Z
3,Sat Aug 21 2021,17:00,CEST / UTC+0200,AS Monaco FC,0-2,0-0,Racing Club de Lens,,FINISHED,2021-08-21T15:00:00Z
3,Sat Aug 21 2021,21:00,CEST / UTC+0200,AS Saint-Étienne,1-1,0-1,Lille OSC,,FINISHED,2021-08-21T19:00:00Z
3,Sun Aug 22 2021,13:00,CEST / UTC+0200,Olympique Lyonnais,3-3,3-1,Clermont Foot 63,,FINISHED,2021-08-22T11:00:00Z
3,Sun Aug 22 2021,15:00,CEST / UTC+0200,RC Strasbourg Alsace,1-1,0-1,ES Troyes AC,,FINISHED,2021-08-22T13:00:00Z
3,Sun Aug 22 2021,15:00,CEST / UTC+0200,Montpellier HSC,3-1,0-1,FC Lorient,,FINISHED,2021-08-22T13:00:00Z
3,Sun Aug 22 2021,15:00,CEST / UTC+0200,FC Metz,1-1,1-1,Stade de Reims,,FINISHED,2021-08-22T13:00:00Z
3,Sun Aug 22 2021,15:00,CEST / UTC+0200,FC Girondins de Bordeaux,1-1,1-1,Angers SCO,,FINISHED,2021-08-22T13:00:00Z
3,Sun Aug 22 2021,17:00,CEST / UTC+0200,Stade Rennais FC 1901,1-0,0-0,FC Nantes,,FINISHED,2021-08-22T15:00:00Z
3,Sun Aug 22 2021,20:45,CEST / UTC+0200,OGC Nice,(*),,Olympique de Marseille,canceled,CANCELLED,2021-08-22T18:45:00Z
4,Fri Aug 27 2021,21:00,CEST / UTC+0200,FC Nantes,0-1,0-1,Olympique Lyonnais,,FINISHED,2021-08-27T19:00:00Z
4,Sat Aug 28 2021,17:00,CEST / UTC+0200,OGC Nice,4-0,3-0,FC Girondins de Bordeaux,,FINISHED,2021-08-28T15:00:00Z
4,Sat Aug 28 2021,21:00,CEST / UTC+0200,Olympique de Marseille,3-1,1-1,AS Saint-Étienne,,FINISHED,2021-08-28T19:00:00Z
4,Sun Aug 29 2021,13:00,CEST / UTC+0200,ES Troyes AC,1-2,0-1,AS Monaco FC,,FINISHED,2021-08-29T11:00:00Z
4,Sun Aug 29 2021,15:00,CEST / UTC+0200,RC Strasbourg Alsace,3-1,2-1,Stade Brestois 29,,FINISHED,2021-08-29T13:00:00Z
4,Sun Aug 29 2021,15:00,CEST / UTC+0200,Racing Club de Lens,2-2,1-2,FC Lorient,,FINISHED,2021-08-29T13:00:00Z
4,Sun Aug 29 2021,15:00,CEST / UTC+0200,Clermont Foot 63,2-2,1-2,FC Metz,,FINISHED,2021-08-29T13:00:00Z
4,Sun Aug 29 2021,15:00,CEST / UTC+0200,Angers SCO,2-0,0-0,Stade Rennais FC 1901,,FINISHED,2021-08-29T13:00:00Z
4,Sun Aug 29 2021,17:05,CEST / UTC+0200,Lille OSC,2-1,1-1,Montpellier HSC,,FINISHED,2021-08-29T15:05:00Z
4,Sun Aug 29 2021,20:45,CEST / UTC+0200,Stade de Reims,0-2,0-1,Paris Saint-Germain FC,,FINISHED,2021-08-29T18:45:00Z
5,Fri Sep 10 2021,21:00,CEST / UTC+0200,FC Lorient,2-1,1-1,Lille OSC,,FINISHED,2021-09-10T19:00:00Z
5,Sat Sep 11 2021,17:00,CEST / UTC+0200,Paris Saint-Germain FC,4-0,2-0,Clermont Foot 63,,FINISHED,2021-09-11T15:00:00Z
5,Sat Sep 11 2021,21:00,CEST / UTC+0200,AS Monaco FC,0-2,0-1,Olympique de Marseille,,FINISHED,2021-09-11T19:00:00Z
5,Sun Sep 12 2021,13:00,CEST / UTC+0200,Montpellier HSC,2-0,1-0,AS Saint-Étienne,,FINISHED,2021-09-12T11:00:00Z
5,Sun Sep 12 2021,15:00,CEST / UTC+0200,Stade Rennais FC 1901,0-2,0-1,Stade de Reims,,FINISHED,2021-09-12T13:00:00Z
5,Sun Sep 12 2021,15:00,CEST / UTC+0200,FC Metz,0-2,0-0,ES Troyes AC,,FINISHED,2021-09-12T13:00:00Z
5,Sun Sep 12 2021,15:00,CEST / UTC+0200,Stade Brestois 29,1-1,0-0,Angers SCO,,FINISHED,2021-09-12T13:00:00Z
5,Sun Sep 12 2021,15:00,CEST / UTC+0200,FC Girondins de Bordeaux,2-3,0-2,Racing Club de Lens,,FINISHED,2021-09-12T13:00:00Z
5,Sun Sep 12 2021,17:05,CEST / UTC+0200,FC Nantes,0-2,0-0,OGC Nice,,FINISHED,2021-09-12T15:05:00Z
5,Sun Sep 12 2021,20:45,CEST / UTC+0200,Olympique Lyonnais,3-1,1-0,RC Strasbourg Alsace,,FINISHED,2021-09-12T18:45:00Z
6,Fri Sep 17 2021,21:00,CEST / UTC+0200,RC Strasbourg Alsace,3-0,3-0,FC Metz,,FINISHED,2021-09-17T19:00:00Z
6,Sat Sep 18 2021,17:00,CEST / UTC+0200,Racing Club de Lens,1-0,0-0,Lille OSC,,FINISHED,2021-09-18T15:00:00Z
6,Sat Sep 18 2021,21:00,CEST / UTC+0200,AS Saint-Étienne,1-2,0-1,FC Girondins de Bordeaux,,FINISHED,2021-09-18T19:00:00Z
6,Sun Sep 19 2021,13:00,CEST / UTC+0200,OGC Nice,2-2,0-1,AS Monaco FC,,FINISHED,2021-09-19T11:00:00Z
6,Sun Sep 19 2021,15:00,CEST / UTC+0200,ES Troyes AC,1-1,1-0,Montpellier HSC,,FINISHED,2021-09-19T13:00:00Z
6,Sun Sep 19 2021,15:00,CEST / UTC+0200,Stade de Reims,0-0,0-0,FC Lorient,,FINISHED,2021-09-19T13:00:00Z
6,Sun Sep 19 2021,15:00,CEST / UTC+0200,Clermont Foot 63,1-1,0-0,Stade Brestois 29,,FINISHED,2021-09-19T13:00:00Z
6,Sun Sep 19 2021,15:00,CEST / UTC+0200,Angers SCO,1-4,1-3,FC Nantes,,FINISHED,2021-09-19T13:00:00Z
6,Sun Sep 19 2021,17:05,CEST / UTC+0200,Olympique de Marseille,2-0,0-0,Stade Rennais FC 1901,,FINISHED,2021-09-19T15:05:00Z
6,Sun Sep 19 2021,20:45,CEST / UTC+0200,Paris Saint-Germain FC,2-1,0-0,Olympique Lyonnais,,FINISHED,2021-09-19T18:45:00Z
7,Wed Sep 22 2021,19:00,CEST / UTC+0200,Lille OSC,2-1,2-0,Stade de Reims,,FINISHED,2021-09-22T17:00:00Z
7,Wed Sep 22 2021,19:00,CEST / UTC+0200,Stade Rennais FC 1901,6-0,2-0,Clermont Foot 63,,FINISHED,2021-09-22T17:00:00Z
7,Wed Sep 22 2021,19:00,CEST / UTC+0200,FC Nantes,3-1,1-0,Stade Brestois 29,,FINISHED,2021-09-22T17:00:00Z
7,Wed Sep 22 2021,19:00,CEST / UTC+0200,Montpellier HSC,3-3,1-2,FC Girondins de Bordeaux,,FINISHED,2021-09-22T17:00:00Z
7,Wed Sep 22 2021,19:00,CEST / UTC+0200,AS Monaco FC,3-1,1-1,AS Saint-Étienne,,FINISHED,2021-09-22T17:00:00Z
7,Wed Sep 22 2021,21:00,CEST / UTC+0200,Racing Club de Lens,0-1,0-0,RC Strasbourg Alsace,,FINISHED,2021-09-22T19:00:00Z
7,Wed Sep 22 2021,21:00,CEST / UTC+0200,Angers SCO,0-0,0-0,Olympique de Marseille,,FINISHED,2021-09-22T19:00:00Z
7,Wed Sep 22 2021,21:00,CEST / UTC+0200,FC Metz,1-2,1-1,Paris Saint-Germain FC,,FINISHED,2021-09-22T19:00:00Z
7,Wed Sep 22 2021,21:00,CEST / UTC+0200,Olympique Lyonnais,3-1,0-1,ES Troyes AC,,FINISHED,2021-09-22T19:00:00Z
7,Wed Sep 22 2021,21:00,CEST / UTC+0200,FC Lorient,1-0,1-0,OGC Nice,,FINISHED,2021-09-22T19:00:00Z
8,Sat Sep 25 2021,17:00,CEST / UTC+0200,AS Saint-Étienne,0-3,0-1,OGC Nice,,FINISHED,2021-09-25T15:00:00Z
8,Sat Sep 25 2021,19:00,CEST / UTC+0200,RC Strasbourg Alsace,1-2,0-1,Lille OSC,,FINISHED,2021-09-25T17:00:00Z
8,Sat Sep 25 2021,21:00,CEST / UTC+0200,Paris Saint-Germain FC,2-0,1-0,Montpellier HSC,,FINISHED,2021-09-25T19:00:00Z
8,Sat Sep 25 2021,21:00,CEST / UTC+0200,Olympique Lyonnais,1-1,0-1,FC Lorient,,FINISHED,2021-09-25T19:00:00Z
8,Sun Sep 26 2021,13:00,CEST / UTC+0200,FC Girondins de Bordeaux,1-1,0-0,Stade Rennais FC 1901,,FINISHED,2021-09-26T11:00:00Z
8,Sun Sep 26 2021,15:00,CEST / UTC+0200,ES Troyes AC,1-1,1-0,Angers SCO,,FINISHED,2021-09-26T13:00:00Z
8,Sun Sep 26 2021,15:00,CEST / UTC+0200,Stade de Reims,3-1,0-0,FC Nantes,,FINISHED,2021-09-26T13:00:00Z
8,Sun Sep 26 2021,15:00,CEST / UTC+0200,Stade Brestois 29,1-2,0-1,FC Metz,,FINISHED,2021-09-26T13:00:00Z
8,Sun Sep 26 2021,17:05,CEST / UTC+0200,Clermont Foot 63,1-3,1-1,AS Monaco FC,,FINISHED,2021-09-26T15:05:00Z
8,Sun Sep 26 2021,20:45,CEST / UTC+0200,Olympique de Marseille,2-3,2-2,Racing Club de Lens,,FINISHED,2021-09-26T18:45:00Z
9,Fri Oct 1 2021,21:00,CEST / UTC+0200,Racing Club de Lens,2-0,1-0,Stade de Reims,,FINISHED,2021-10-01T19:00:00Z
9,Sat Oct 2 2021,17:00,CEST / UTC+0200,Montpellier HSC,1-1,1-1,RC Strasbourg Alsace,,FINISHED,2021-10-02T15:00:00Z
9,Sat Oct 2 2021,21:00,CEST / UTC+0200,OGC Nice,2-1,1-0,Stade Brestois 29,,FINISHED,2021-10-02T19:00:00Z
9,Sun Oct 3 2021,13:00,CEST / UTC+0200,Stade Rennais FC 1901,2-0,1-0,Paris Saint-Germain FC,,FINISHED,2021-10-03T11:00:00Z
9,Sun Oct 3 2021,15:00,CEST / UTC+0200,FC Nantes,2-0,0-0,ES Troyes AC,,FINISHED,2021-10-03T13:00:00Z
9,Sun Oct 3 2021,15:00,CEST / UTC+0200,AS Monaco FC,3-0,1-0,FC Girondins de Bordeaux,,FINISHED,2021-10-03T13:00:00Z
9,Sun Oct 3 2021,15:00,CEST / UTC+0200,FC Lorient,1-1,0-1,Clermont Foot 63,,FINISHED,2021-10-03T13:00:00Z
9,Sun Oct 3 2021,15:00,CEST / UTC+0200,Angers SCO,3-2,0-1,FC Metz,,FINISHED,2021-10-03T13:00:00Z
9,Sun Oct 3 2021,17:05,CEST / UTC+0200,Lille OSC,2-0,1-0,Olympique de Marseille,,FINISHED,2021-10-03T15:05:00Z
9,Sun Oct 3 2021,20:45,CEST / UTC+0200,AS Saint-Étienne,1-1,0-1,Olympique Lyonnais,,FINISHED,2021-10-03T18:45:00Z
10,Fri Oct 15 2021,21:00,CEST / UTC+0200,Paris Saint-Germain FC,2-1,0-1,Angers SCO,,FINISHED,2021-10-15T19:00:00Z
10,Sat Oct 16 2021,17:00,CEST / UTC+0200,Clermont Foot 63,1-0,1-0,Lille OSC,,FINISHED,2021-10-16T15:00:00Z
10,Sat Oct 16 2021,21:00,CEST / UTC+0200,Olympique Lyonnais,2-0,0-0,AS Monaco FC,,FINISHED,2021-10-16T19:00:00Z
10,Sun Oct 17 2021,13:00,CEST / UTC+0200,ES Troyes AC,1-0,1-0,OGC Nice,,FINISHED,2021-10-17T11:00:00Z
10,Sun Oct 17 2021,15:00,CEST / UTC+0200,RC Strasbourg Alsace,5-1,2-1,AS Saint-Étienne,,FINISHED,2021-10-17T13:00:00Z
10,Sun Oct 17 2021,15:00,CEST / UTC+0200,FC Metz,0-3,0-3,Stade Rennais FC 1901,,FINISHED,2021-10-17T13:00:00Z
10,Sun Oct 17 2021,15:00,CEST / UTC+0200,Stade Brestois 29,1-1,0-1,Stade de Reims,,FINISHED,2021-10-17T13:00:00Z
10,Sun Oct 17 2021,15:00,CEST / UTC+0200,FC Girondins de Bordeaux,1-1,0-0,FC Nantes,,FINISHED,2021-10-17T13:00:00Z
10,Sun Oct 17 2021,17:05,CEST / UTC+0200,Montpellier HSC,1-0,0-0,Racing Club de Lens,,FINISHED,2021-10-17T15:05:00Z
10,Sun Oct 17 2021,20:45,CEST / UTC+0200,Olympique de Marseille,4-1,1-1,FC Lorient,,FINISHED,2021-10-17T18:45:00Z
11,Fri Oct 22 2021,22:00,CEST / UTC+0200,AS Saint-Étienne,2-2,0-1,Angers SCO,,FINISHED,2021-10-22T20:00:00Z
11,Sat Oct 23 2021,17:00,CEST / UTC+0200,FC Nantes,2-1,1-0,Clermont Foot 63,,FINISHED,2021-10-23T15:00:00Z
11,Sat Oct 23 2021,21:00,CEST / UTC+0200,Lille OSC,1-1,1-1,Stade Brestois 29,,FINISHED,2021-10-23T19:00:00Z
11,Sun Oct 24 2021,13:00,CEST / UTC+0200,OGC Nice,3-2,0-1,Olympique Lyonnais,,FINISHED,2021-10-24T11:00:00Z
11,Sun Oct 24 2021,15:00,CEST / UTC+0200,Stade Rennais FC 1901,1-0,0-0,RC Strasbourg Alsace,,FINISHED,2021-10-24T13:00:00Z
11,Sun Oct 24 2021,15:00,CEST / UTC+0200,Stade de Reims,1-2,1-1,ES Troyes AC,,FINISHED,2021-10-24T13:00:00Z
11,Sun Oct 24 2021,15:00,CEST / UTC+0200,FC Lorient,1-1,0-0,FC Girondins de Bordeaux,,FINISHED,2021-10-24T13:00:00Z
11,Sun Oct 24 2021,15:00,CEST / UTC+0200,Racing Club de Lens,4-1,2-1,FC Metz,,FINISHED,2021-10-24T13:00:00Z
11,Sun Oct 24 2021,17:00,CEST / UTC+0200,AS Monaco FC,3-1,2-0,Montpellier HSC,,FINISHED,2021-10-24T15:00:00Z
11,Sun Oct 24 2021,20:45,CEST / UTC+0200,Olympique de Marseille,0-0,0-0,Paris Saint-Germain FC,,FINISHED,2021-10-24T18:45:00Z
3,Wed Oct 27 2021,21:00,CEST / UTC+0200,OGC Nice,1-1,1-1,Olympique de Marseille,,FINISHED,2021-10-27T19:00:00Z
12,Fri Oct 29 2021,21:00,CEST / UTC+0200,Paris Saint-Germain FC,2-1,0-1,Lille OSC,,FINISHED,2021-10-29T19:00:00Z
12,Sat Oct 30 2021,17:00,CEST / UTC+0200,FC Metz,1-1,1-1,AS Saint-Étienne,,FINISHED,2021-10-30T15:00:00Z
12,Sat Oct 30 2021,21:00,CEST / UTC+0200,Olympique Lyonnais,2-1,2-0,Racing Club de Lens,,FINISHED,2021-10-30T19:00:00Z
12,Sun Oct 31 2021,13:00,CET / UTC+0100,Angers SCO,1-2,1-0,OGC Nice,,FINISHED,2021-10-31T12:00:00Z
12,Sun Oct 31 2021,15:00,CET / UTC+0100,ES Troyes AC,2-2,2-1,Stade Rennais FC 1901,,FINISHED,2021-10-31T14:00:00Z
12,Sun Oct 31 2021,15:00,CET / UTC+0100,RC Strasbourg Alsace,4-0,3-0,FC Lorient,,FINISHED,2021-10-31T14:00:00Z
12,Sun Oct 31 2021,15:00,CET / UTC+0100,Montpellier HSC,2-0,0-0,FC Nantes,,FINISHED,2021-10-31T14:00:00Z
12,Sun Oct 31 2021,15:00,CET / UTC+0100,FC Girondins de Bordeaux,3-2,0-1,Stade de Reims,,FINISHED,2021-10-31T14:00:00Z
12,Sun Oct 31 2021,17:05,CET / UTC+0100,Stade Brestois 29,2-0,1-0,AS Monaco FC,,FINISHED,2021-10-31T16:05:00Z
12,Sun Oct 31 2021,20:45,CET / UTC+0100,Clermont Foot 63,0-1,0-1,Olympique de Marseille,,FINISHED,2021-10-31T19:45:00Z
13,Fri Nov 5 2021,21:00,CET / UTC+0100,Racing Club de Lens,4-0,3-0,ES Troyes AC,,FINISHED,2021-11-05T20:00:00Z
13,Sat Nov 6 2021,17:00,CET / UTC+0100,Lille OSC,1-1,1-0,Angers SCO,,FINISHED,2021-11-06T16:00:00Z
13,Sat Nov 6 2021,21:00,CET / UTC+0100,FC Girondins de Bordeaux,2-3,0-2,Paris Saint-Germain FC,,FINISHED,2021-11-06T20:00:00Z
13,Sun Nov 7 2021,13:00,CET / UTC+0100,Olympique de Marseille,0-0,0-0,FC Metz,,FINISHED,2021-11-07T12:00:00Z
13,Sun Nov 7 2021,15:00,CET / UTC+0100,AS Saint-Étienne,3-2,0-0,Clermont Foot 63,,FINISHED,2021-11-07T14:00:00Z
13,Sun Nov 7 2021,15:00,CET / UTC+0100,Stade de Reims,0-0,0-0,AS Monaco FC,,FINISHED,2021-11-07T14:00:00Z
13,Sun Nov 7 2021,15:00,CET / UTC+0100,FC Nantes,2-2,1-1,RC Strasbourg Alsace,,FINISHED,2021-11-07T14:00:00Z
13,Sun Nov 7 2021,15:00,CET / UTC+0100,FC Lorient,1-2,1-0,Stade Brestois 29,,FINISHED,2021-11-07T14:00:00Z
13,Sun Nov 7 2021,17:05,CET / UTC+0100,OGC Nice,0-1,0-0,Montpellier HSC,,FINISHED,2021-11-07T16:05:00Z
13,Sun Nov 7 2021,20:45,CET / UTC+0100,Stade Rennais FC 1901,4-1,1-0,Olympique Lyonnais,,FINISHED,2021-11-07T19:45:00Z
14,Fri Nov 19 2021,21:00,CET / UTC+0100,AS Monaco FC,2-2,1-2,Lille OSC,,FINISHED,2021-11-19T20:00:00Z
14,Sat Nov 20 2021,17:00,CET / UTC+0100,Paris Saint-Germain FC,3-1,1-0,FC Nantes,,FINISHED,2021-11-20T16:00:00Z
14,Sat Nov 20 2021,21:00,CET / UTC+0100,Stade Rennais FC 1901,2-0,2-0,Montpellier HSC,,FINISHED,2021-11-20T20:00:00Z
14,Sun Nov 21 2021,13:00,CET / UTC+0100,Stade Brestois 29,4-0,3-0,Racing Club de Lens,,FINISHED,2021-11-21T12:00:00Z
14,Sun Nov 21 2021,15:00,CET / UTC+0100,ES Troyes AC,0-1,0-0,AS Saint-Étienne,,FINISHED,2021-11-21T14:00:00Z
14,Sun Nov 21 2021,15:00,CET / UTC+0100,RC Strasbourg Alsace,1-1,0-1,Stade de Reims,,FINISHED,2021-11-21T14:00:00Z
14,Sun Nov 21 2021,15:00,CET / UTC+0100,FC Metz,3-3,1-2,FC Girondins de Bordeaux,,FINISHED,2021-11-21T14:00:00Z
14,Sun Nov 21 2021,15:00,CET / UTC+0100,Angers SCO,1-0,0-0,FC Lorient,,FINISHED,2021-11-21T14:00:00Z
14,Sun Nov 21 2021,17:05,CET / UTC+0100,Clermont Foot 63,1-2,1-0,OGC Nice,,FINISHED,2021-11-21T16:05:00Z
14,Sun Nov 21 2021,20:45,CET / UTC+0100,Olympique Lyonnais,(*),,Olympique de Marseille,canceled,CANCELLED,2021-11-21T19:45:00Z
15,Fri Nov 26 2021,21:00,CET / UTC+0100,Racing Club de Lens,2-2,0-1,Angers SCO,,FINISHED,2021-11-26T20:00:00Z
15,Sat Nov 27 2021,17:00,CET / UTC+0100,Lille OSC,1-1,1-1,FC Nantes,,FINISHED,2021-11-27T16:00:00Z
15,Sat Nov 27 2021,21:00,CET / UTC+0100,OGC Nice,0-1,0-1,FC Metz,,FINISHED,2021-11-27T20:00:00Z
15,Sun Nov 28 2021,13:00,CET / UTC+0100,AS Saint-Étienne,1-3,1-1,Paris Saint-Germain FC,,FINISHED,2021-11-28T12:00:00Z
15,Sun Nov 28 2021,15:00,CET / UTC+0100,Stade de Reims,1-0,0-0,Clermont Foot 63,,FINISHED,2021-11-28T14:00:00Z
15,Sun Nov 28 2021,15:00,CET / UTC+0100,AS Monaco FC,1-1,1-0,RC Strasbourg Alsace,,FINISHED,2021-11-28T14:00:00Z
15,Sun Nov 28 2021,15:00,CET / UTC+0100,FC Lorient,0-2,0-0,Stade Rennais FC 1901,,FINISHED,2021-11-28T14:00:00Z
15,Sun Nov 28 2021,15:00,CET / UTC+0100,FC Girondins de Bordeaux,1-2,1-0,Stade Brestois 29,,FINISHED,2021-11-28T14:00:00Z
15,Sun Nov 28 2021,17:05,CET / UTC+0100,Montpellier HSC,0-1,0-1,Olympique Lyonnais,,FINISHED,2021-11-28T16:05:00Z
15,Sun Nov 28 2021,20:45,CET / UTC+0100,Olympique de Marseille,1-0,0-0,ES Troyes AC,,FINISHED,2021-11-28T19:45:00Z
16,Wed Dec 1 2021,19:00,CET / UTC+0100,ES Troyes AC,2-0,2-0,FC Lorient,,FINISHED,2021-12-01T18:00:00Z
16,Wed Dec 1 2021,19:00,CET / UTC+0100,RC Strasbourg Alsace,5-2,3-1,FC Girondins de Bordeaux,,FINISHED,2021-12-01T18:00:00Z
16,Wed Dec 1 2021,19:00,CET / UTC+0100,FC Metz,1-3,0-2,Montpellier HSC,,FINISHED,2021-12-01T18:00:00Z
16,Wed Dec 1 2021,19:00,CET / UTC+0100,Stade Brestois 29,1-0,0-0,AS Saint-Étienne,,FINISHED,2021-12-01T18:00:00Z
16,Wed Dec 1 2021,19:00,CET / UTC+0100,Angers SCO,1-3,0-2,AS Monaco FC,,FINISHED,2021-12-01T18:00:00Z
16,Wed Dec 1 2021,21:00,CET / UTC+0100,Stade Rennais FC 1901,1-2,0-2,Lille OSC,,FINISHED,2021-12-01T20:00:00Z
16,Wed Dec 1 2021,21:00,CET / UTC+0100,FC Nantes,0-1,0-1,Olympique de Marseille,,FINISHED,2021-12-01T20:00:00Z
16,Wed Dec 1 2021,21:00,CET / UTC+0100,Olympique Lyonnais,1-2,0-0,Stade de Reims,,FINISHED,2021-12-01T20:00:00Z
16,Wed Dec 1 2021,21:00,CET / UTC+0100,Clermont Foot 63,2-2,1-1,Racing Club de Lens,,FINISHED,2021-12-01T20:00:00Z
16,Wed Dec 1 2021,21:05,CET / UTC+0100,Paris Saint-Germain FC,0-0,0-0,OGC Nice,,FINISHED,2021-12-01T20:05:00Z
17,Sat Dec 4 2021,17:00,CET / UTC+0100,Olympique de Marseille,1-2,1-0,Stade Brestois 29,,FINISHED,2021-12-04T16:00:00Z
17,Sat Dec 4 2021,19:00,CET / UTC+0100,Lille OSC,2-1,0-1,ES Troyes AC,,FINISHED,2021-12-04T18:00:00Z
17,Sat Dec 4 2021,21:00,CET / UTC+0100,Racing Club de Lens,1-1,0-0,Paris Saint-Germain FC,,FINISHED,2021-12-04T20:00:00Z
17,Sun Dec 5 2021,13:00,CET / UTC+0100,AS Saint-Étienne,0-5,0-3,Stade Rennais FC 1901,,FINISHED,2021-12-05T12:00:00Z
17,Sun Dec 5 2021,15:00,CET / UTC+0100,Stade de Reims,1-2,0-0,Angers SCO,,FINISHED,2021-12-05T14:00:00Z
17,Sun Dec 5 2021,15:00,CET / UTC+0100,Montpellier HSC,1-0,1-0,Clermont Foot 63,,FINISHED,2021-12-05T14:00:00Z
17,Sun Dec 5 2021,15:00,CET / UTC+0100,AS Monaco FC,4-0,2-0,FC Metz,,FINISHED,2021-12-05T14:00:00Z
17,Sun Dec 5 2021,15:00,CET / UTC+0100,FC Lorient,0-1,0-0,FC Nantes,,FINISHED,2021-12-05T14:00:00Z
17,Sun Dec 5 2021,17:00,CET / UTC+0100,OGC Nice,0-3,0-1,RC Strasbourg Alsace,,FINISHED,2021-12-05T16:00:00Z
17,Sun Dec 5 2021,20:45,CET / UTC+0100,FC Girondins de Bordeaux,2-2,1-2,Olympique Lyonnais,,FINISHED,2021-12-05T19:45:00Z
18,Fri Dec 10 2021,21:00,CET / UTC+0100,FC Nantes,3-2,0-2,Racing Club de Lens,,FINISHED,2021-12-10T20:00:00Z
18,Sat Dec 11 2021,17:00,CET / UTC+0100,Stade Brestois 29,0-4,0-1,Montpellier HSC,,FINISHED,2021-12-11T16:00:00Z
18,Sat Dec 11 2021,21:00,CET / UTC+0100,Stade de Reims,2-0,1-0,AS Saint-Étienne,,FINISHED,2021-12-11T20:00:00Z
18,Sun Dec 12 2021,13:00,CET / UTC+0100,Lille OSC,0-0,0-0,Olympique Lyonnais,,FINISHED,2021-12-12T12:00:00Z
18,Sun Dec 12 2021,15:00,CET / UTC+0100,ES Troyes AC,1-2,1-1,FC Girondins de Bordeaux,,FINISHED,2021-12-12T14:00:00Z
18,Sun Dec 12 2021,15:00,CET / UTC+0100,Stade Rennais FC 1901,1-2,0-1,OGC Nice,,FINISHED,2021-12-12T14:00:00Z
18,Sun Dec 12 2021,15:00,CET / UTC+0100,FC Metz,4-1,3-0,FC Lorient,,FINISHED,2021-12-12T14:00:00Z
18,Sun Dec 12 2021,15:00,CET / UTC+0100,Angers SCO,0-1,0-0,Clermont Foot 63,,FINISHED,2021-12-12T14:00:00Z
