Matchday,Date,Time,Timezone,Team 1,FT,HT,Team 2,Comments,Status,UTC
6,Tue Sep 21 2021,18:45,CEST / UTC+0200,Fortuna Sittard,0-5,0-3,AFC Ajax,,FINISHED,2021-09-21T16:45:00Z
6,Tue Sep 21 2021,21:00,CEST / UTC+0200,RKC Waalwijk,1-2,0-0,Willem II Tilburg,,FINISHED,2021-09-21T19:00:00Z
6,Wed Sep 22 2021,18:45,CEST / UTC+0200,NEC,0-3,0-1,FC Utrecht,,FINISHED,2021-09-22T16:45:00Z
6,Wed Sep 22 2021,18:45,CEST / UTC+0200,Go Ahead Eagles,1-2,0-1,PSV,,FINISHED,2021-09-22T16:45:00Z
6,Wed Sep 22 2021,20:00,CEST / UTC+0200,FC Groningen,0-1,0-1,SBV Vitesse,,FINISHED,2021-09-22T18:00:00Z
6,Wed Sep 22 2021,21:00,CEST / UTC+0200,PEC Zwolle,1-1,1-1,Sparta Rotterdam,,FINISHED,2021-09-22T19:00:00Z
6,Wed Sep 22 2021,21:00,CEST / UTC+0200,Feyenoord Rotterdam,3-1,1-0,SC Heerenveen,,FINISHED,2021-09-22T19:00:00Z
6,Thu Sep 23 2021,18:45,CEST / UTC+0200,SC Cambuur-Leeuwarden,2-1,1-0,Heracles Almelo,,FINISHED,2021-09-23T16:45:00Z
6,Thu Sep 23 2021,21:00,CEST / UTC+0200,FC Twente '65,3-1,2-1,AZ,,FINISHED,2021-09-23T19:00:00Z
7,Sat Sep 25 2021,16:30,CEST / UTC+0200,Willem II Tilburg,2-1,1-1,PSV,,FINISHED,2021-09-25T14:30:00Z
7,Sat Sep 25 2021,18:45,CEST / UTC+0200,SBV Vitesse,1-1,0-1,Fortuna Sittard,,FINISHED,2021-09-25T16:45:00Z
7,Sat Sep 25 2021,18:45,CEST / UTC+0200,AFC Ajax,3-0,1-0,FC Groningen,,FINISHED,2021-09-25T16:45:00Z
7,Sat Sep 25 2021,21:00,CEST / UTC+0200,FC Utrecht,5-1,1-0,PEC Zwolle,,FINISHED,2021-09-25T19:00:00Z
7,Sat Sep 25 2021,21:00,CEST / UTC+0200,Feyenoord Rotterdam,5-3,2-2,NEC,,FINISHED,2021-09-25T19:00:00Z
7,Sun Sep 26 2021,12:15,CEST / UTC+0200,Sparta Rotterdam,0-4,0-1,SC Cambuur-Leeuwarden,,FINISHED,2021-09-26T10:15:00Z
7,Sun Sep 26 2021,14:30,CEST / UTC+0200,SC Heerenveen,2-3,0-2,FC Twente '65,,FINISHED,2021-09-26T12:30:00Z
7,Sun Sep 26 2021,14:30,CEST / UTC+0200,AZ,5-0,2-0,Go Ahead Eagles,,FINISHED,2021-09-26T12:30:00Z
7,Sun Sep 26 2021,16:45,CEST / UTC+0200,Heracles Almelo,1-0,0-0,RKC Waalwijk,,FINISHED,2021-09-26T14:45:00Z
8,Fri Oct 1 2021,20:00,CEST / UTC+0200,FC Groningen,1-1,1-0,FC Twente '65,,FINISHED,2021-10-01T18:00:00Z
8,Sat Oct 2 2021,18:45,CEST / UTC+0200,RKC Waalwijk,1-1,0-1,Go Ahead Eagles,,FINISHED,2021-10-02T16:45:00Z
8,Sat Oct 2 2021,20:00,CEST / UTC+0200,PEC Zwolle,0-1,0-0,SC Heerenveen,,FINISHED,2021-10-02T18:00:00Z
8,Sat Oct 2 2021,20:00,CEST / UTC+0200,Heracles Almelo,3-2,1-0,Willem II Tilburg,,FINISHED,2021-10-02T18:00:00Z
8,Sat Oct 2 2021,21:00,CEST / UTC+0200,Fortuna Sittard,1-3,1-2,NEC,,FINISHED,2021-10-02T19:00:00Z
8,Sun Oct 3 2021,14:30,CEST / UTC+0200,SC Cambuur-Leeuwarden,1-3,0-2,AZ,,FINISHED,2021-10-03T12:30:00Z
8,Sun Oct 3 2021,14:30,CEST / UTC+0200,AFC Ajax,0-1,0-0,FC Utrecht,,FINISHED,2021-10-03T12:30:00Z
8,Sun Oct 3 2021,16:45,CEST / UTC+0200,SBV Vitesse,2-1,1-1,Feyenoord Rotterdam,,FINISHED,2021-10-03T14:45:00Z
8,Sun Oct 3 2021,20:00,CEST / UTC+0200,PSV,2-1,0-0,Sparta Rotterdam,,FINISHED,2021-10-03T18:00:00Z
9,Sat Oct 16 2021,16:30,CEST / UTC+0200,Feyenoord Rotterdam,2-2,1-2,RKC Waalwijk,,FINISHED,2021-10-16T14:30:00Z
9,Sat Oct 16 2021,18:45,CEST / UTC+0200,Go Ahead Eagles,4-2,1-1,Heracles Almelo,,FINISHED,2021-10-16T16:45:00Z
9,Sat Oct 16 2021,18:45,CEST / UTC+0200,SC Heerenveen,0-2,0-1,AFC Ajax,,FINISHED,2021-10-16T16:45:00Z
9,Sat Oct 16 2021,21:00,CEST / UTC+0200,PSV,3-1,0-1,PEC Zwolle,,FINISHED,2021-10-16T19:00:00Z
9,Sat Oct 16 2021,21:00,CEST / UTC+0200,Fortuna Sittard,1-0,0-0,SC Cambuur-Leeuwarden,,FINISHED,2021-10-16T19:00:00Z
9,Sun Oct 17 2021,12:15,CEST / UTC+0200,AZ,5-1,3-0,FC Utrecht,,FINISHED,2021-10-17T10:15:00Z
9,Sun Oct 17 2021,14:30,CEST / UTC+0200,Sparta Rotterdam,1-1,1-1,FC Groningen,,FINISHED,2021-10-17T12:30:00Z
9,Sun Oct 17 2021,14:30,CEST / UTC+0200,NEC,0-1,0-1,SBV Vitesse,,FINISHED,2021-10-17T12:30:00Z
9,Sun Oct 17 2021,16:45,CEST / UTC+0200,FC Twente '65,1-1,1-1,Willem II Tilburg,,FINISHED,2021-10-17T14:45:00Z
10,Fri Oct 22 2021,20:00,CEST / UTC+0200,Willem II Tilburg,1-1,0-0,Fortuna Sittard,,FINISHED,2021-10-22T18:00:00Z
10,Sat Oct 23 2021,18:45,CEST / UTC+0200,FC Utrecht,2-1,1-1,SC Heerenveen,,FINISHED,2021-10-23T16:45:00Z
10,Sat Oct 23 2021,20:00,CEST / UTC+0200,PEC Zwolle,1-0,0-0,Heracles Almelo,,FINISHED,2021-10-23T18:00:00Z
10,Sat Oct 23 2021,21:00,CEST / UTC+0200,RKC Waalwijk,1-0,0-0,Sparta Rotterdam,,FINISHED,2021-10-23T19:00:00Z
10,Sun Oct 24 2021,12:15,CEST / UTC+0200,FC Twente '65,1-2,0-0,NEC,,FINISHED,2021-10-24T10:15:00Z
10,Sun Oct 24 2021,14:30,CEST / UTC+0200,SBV Vitesse,1-2,1-0,Go Ahead Eagles,,FINISHED,2021-10-24T12:30:00Z
10,Sun Oct 24 2021,14:30,CEST / UTC+0200,SC Cambuur-Leeuwarden,2-3,1-2,Feyenoord Rotterdam,,FINISHED,2021-10-24T12:30:00Z
10,Sun Oct 24 2021,16:45,CEST / UTC+0200,AFC Ajax,5-0,1-0,PSV,,FINISHED,2021-10-24T14:45:00Z
10,Sun Oct 24 2021,20:00,CEST / UTC+0200,FC Groningen,2-0,1-0,AZ,,FINISHED,2021-10-24T18:00:00Z
11,Sat Oct 30 2021,16:30,CEST / UTC+0200,PSV,5-2,2-2,FC Twente '65,,FINISHED,2021-10-30T14:30:00Z
11,Sat Oct 30 2021,18:45,CEST / UTC+0200,Heracles Almelo,0-0,0-0,AFC Ajax,,FINISHED,2021-10-30T16:45:00Z
11,Sat Oct 30 2021,20:00,CEST / UTC+0200,SC Heerenveen,1-2,1-0,SBV Vitesse,,FINISHED,2021-10-30T18:00:00Z
11,Sat Oct 30 2021,21:00,CEST / UTC+0200,AZ,3-2,2-2,PEC Zwolle,,FINISHED,2021-10-30T19:00:00Z
11,Sun Oct 31 2021,12:15,CET / UTC+0100,Sparta Rotterdam,0-1,0-0,Feyenoord Rotterdam,,FINISHED,2021-10-31T11:15:00Z
11,Sun Oct 31 2021,14:30,CET / UTC+0100,NEC,3-0,1-0,FC Groningen,,FINISHED,2021-10-31T13:30:00Z
11,Sun Oct 31 2021,16:45,CET / UTC+0100,RKC Waalwijk,0-1,0-0,SC Cambuur-Leeuwarden,,FINISHED,2021-10-31T15:45:00Z
11,Sun Oct 31 2021,16:45,CET / UTC+0100,FC Utrecht,5-1,2-1,Willem II Tilburg,,FINISHED,2021-10-31T15:45:00Z
11,Sun Oct 31 2021,20:00,CET / UTC+0100,Go Ahead Eagles,4-3,0-2,Fortuna Sittard,,FINISHED,2021-10-31T19:00:00Z
12,Fri Nov 5 2021,20:00,CET / UTC+0100,FC Twente '65,1-0,1-0,Heracles Almelo,,FINISHED,2021-11-05T19:00:00Z
12,Sat Nov 6 2021,18:45,CET / UTC+0100,NEC,1-1,0-0,SC Heerenveen,,FINISHED,2021-11-06T17:45:00Z
12,Sat Nov 6 2021,20:00,CET / UTC+0100,Willem II Tilburg,0-3,0-2,Sparta Rotterdam,,FINISHED,2021-11-06T19:00:00Z
12,Sat Nov 6 2021,21:00,CET / UTC+0100,PEC Zwolle,1-2,0-1,SC Cambuur-Leeuwarden,,FINISHED,2021-11-06T20:00:00Z
12,Sun Nov 7 2021,12:15,CET / UTC+0100,FC Groningen,1-1,0-1,RKC Waalwijk,,FINISHED,2021-11-07T11:15:00Z
12,Sun Nov 7 2021,14:30,CET / UTC+0100,Fortuna Sittard,1-4,0-1,PSV,,FINISHED,2021-11-07T13:30:00Z
12,Sun Nov 7 2021,16:45,CET / UTC+0100,Feyenoord Rotterdam,1-0,0-0,AZ,,FINISHED,2021-11-07T15:45:00Z
12,Sun Nov 7 2021,16:45,CET / UTC+0100,SBV Vitesse,2-1,2-0,FC Utrecht,,FINISHED,2021-11-07T15:45:00Z
12,Sun Nov 7 2021,20:00,CET / UTC+0100,AFC Ajax,0-0,0-0,Go Ahead Eagles,,FINISHED,2021-11-07T19:00:00Z
13,Sat Nov 20 2021,16:30,CET / UTC+0100,PSV,2-0,2-0,SBV Vitesse,,FINISHED,2021-11-20T15:30:00Z
13,Sat Nov 20 2021,18:45,CET / UTC+0100,Sparta Rotterdam,0-1,0-0,FC Twente '65,,FINISHED,2021-11-20T17:45:00Z
13,Sat Nov 20 2021,20:00,CET / UTC+0100,AZ,1-1,0-1,NEC,,FINISHED,2021-11-20T19:00:00Z
13,Sat Nov 20 2021,21:00,CET / UTC+0100,Heracles Almelo,3-1,2-1,Fortuna Sittard,,FINISHED,2021-11-20T20:00:00Z
13,Sun Nov 21 2021,12:15,CET / UTC+0100,Go Ahead Eagles,0-1,0-0,FC Groningen,,FINISHED,2021-11-21T11:15:00Z
13,Sun Nov 21 2021,14:30,CET / UTC+0100,SC Heerenveen,2-1,0-0,Willem II Tilburg,,FINISHED,2021-11-21T13:30:00Z
13,Sun Nov 21 2021,14:30,CET / UTC+0100,Feyenoord Rotterdam,4-0,4-0,PEC Zwolle,,FINISHED,2021-11-21T13:30:00Z
13,Sun Nov 21 2021,16:45,CET / UTC+0100,RKC Waalwijk,0-5,0-2,AFC Ajax,,FINISHED,2021-11-21T15:45:00Z
13,Sun Nov 21 2021,20:00,CET / UTC+0100,SC Cambuur-Leeuwarden,2-1,1-1,FC Utrecht,,FINISHED,2021-11-21T19:00:00Z
14,Fri Nov 26 2021,20:00,CET / UTC+0100,NEC,2-3,2-1,SC Cambuur-Leeuwarden,,FINISHED,2021-11-26T19:00:00Z
14,Sat Nov 27 2021,18:45,CET / UTC+0100,Fortuna Sittard,1-4,1-2,FC Groningen,,FINISHED,2021-11-27T17:45:00Z
14,Sat Nov 27 2021,20:00,CET / UTC+0100,PEC Zwolle,0-0,0-0,RKC Waalwijk,,FINISHED,2021-11-27T19:00:00Z
14,Sat Nov 27 2021,21:00,CET / UTC+0100,Willem II Tilburg,0-1,0-0,Go Ahead Eagles,,FINISHED,2021-11-27T20:00:00Z
14,Sun Nov 28 2021,12:15,CET / UTC+0100,Sparta Rotterdam,0-1,0-1,AFC Ajax,,FINISHED,2021-11-28T11:15:00Z
14,Sun Nov 28 2021,14:30,CET / UTC+0100,FC Utrecht,1-0,0-0,Heracles Almelo,,FINISHED,2021-11-28T13:30:00Z
14,Sun Nov 28 2021,14:30,CET / UTC+0100,FC Twente '65,0-0,0-0,Feyenoord Rotterdam,,FINISHED,2021-11-28T13:30:00Z
14,Sun Nov 28 2021,16:45,CET / UTC+0100,SC Heerenveen,1-1,0-1,PSV,,FINISHED,2021-11-28T15:45:00Z
14,Sun Nov 28 2021,20:00,CET / UTC+0100,SBV Vitesse,0-0,0-0,AZ,,FINISHED,2021-11-28T19:00:00Z
4,Wed Dec 1 2021,20:00,CET / UTC+0100,Feyenoord Rotterdam,2-1,1-1,Heracles Almelo,,FINISHED,2021-12-01T19:00:00Z
2,Thu Dec 2 2021,18:45,CET / UTC+0100,AZ,2-1,1-1,Fortuna Sittard,,FINISHED,2021-12-02T17:45:00Z
15,Thu Dec 2 2021,21:00,CET / UTC+0100,AFC Ajax,5-0,3-0,Willem II Tilburg,,FINISHED,2021-12-02T20:00:00Z
15,Fri Dec 3 2021,20:00,CET / UTC+0100,FC Groningen,1-1,0-1,PEC Zwolle,,FINISHED,2021-12-03T19:00:00Z
15,Sat Dec 4 2021,16:30,CET / UTC+0100,PSV,4-1,2-1,FC Utrecht,,FINISHED,2021-12-04T15:30:00Z
15,Sat Dec 4 2021,18:45,CET / UTC+0100,SC Cambuur-Leeuwarden,1-6,1-3,SBV Vitesse,,FINISHED,2021-12-04T17:45:00Z
15,Sat Dec 4 2021,21:00,CET / UTC+0100,Heracles Almelo,0-1,0-0,SC Heerenveen,,FINISHED,2021-12-04T20:00:00Z
15,Sun Dec 5 2021,12:15,CET / UTC+0100,RKC Waalwijk,2-1,1-1,NEC,,FINISHED,2021-12-05T11:15:00Z
15,Sun Dec 5 2021,14:30,CET / UTC+0100,Go Ahead Eagles,1-2,1-0,FC Twente '65,,FINISHED,2021-12-05T13:30:00Z
15,Sun Dec 5 2021,14:30,CET / UTC+0100,AZ,3-1,2-1,Sparta Rotterdam,,FINISHED,2021-12-05T13:30:00Z
15,Sun Dec 5 2021,16:45,CET / UTC+0100,Feyenoord Rotterdam,5-0,2-0,Fortuna Sittard,,FINISHED,2021-12-05T15:45:00Z
16,Fri Dec 10 2021,20:00,CET / UTC+0100,Willem II Tilburg,1-3,0-0,SC Cambuur-Leeuwarden,,FINISHED,2021-12-10T19:00:00Z
16,Sat Dec 11 2021,18:45,CET / UTC+0100,FC Utrecht,0-0,0-0,Go Ahead Eagles,,FINISHED,2021-12-11T17:45:00Z
16,Sat Dec 11 2021,20:00,CET / UTC+0100,SC Heerenveen,0-0,0-0,Sparta Rotterdam,,FINISHED,2021-12-11T19:00:00Z
16,Sat Dec 11 2021,21:00,CET / UTC+0100,PEC Zwolle,0-1,0-0,Fortuna Sittard,,FINISHED,2021-12-11T20:00:00Z
16,Sun Dec 12 2021,12:15,CET / UTC+0100,FC Twente '65,2-1,2-1,RKC Waalwijk,,FINISHED,2021-12-12T11:15:00Z
16,Sun Dec 12 2021,14:30,CET / UTC+0100,SBV Vitesse,2-1,1-1,Heracles Almelo,,FINISHED,2021-12-12T13:30:00Z
16,Sun Dec 12 2021,14:30,CET / UTC+0100,FC Groningen,1-1,0-0,Feyenoord Rotterdam,,FINISHED,2021-12-12T13:30:00Z
16,Sun Dec 12 2021,16:45,CET / UTC+0100,AFC Ajax,1-2,0-0,AZ,,FINISHED,2021-12-12T15:45:00Z
16,Sun Dec 12 2021,20:00,CET / UTC+0100,NEC,1-2,1-0,PSV,,FINISHED,2021-12-12T19:00:00Z
17,Sat Dec 18 2021,16:30,CET / UTC+0100,Fortuna Sittard,2-2,1-1,FC Utrecht,,FINISHED,2021-12-18T15:30:00Z
17,Sat Dec 18 2021,18:45,CET / UTC+0100,Sparta Rotterdam,2-2,0-2,SBV Vitesse,,FINISHED,2021-12-18T17:45:00Z
17,Sat Dec 18 2021,20:00,CET / UTC+0100,Heracles Almelo,4-2,2-1,FC Groningen,,FINISHED,2021-12-18T19:00:00Z
17,Sat Dec 18 2021,20:00,CET / UTC+0100,AZ,4-1,1-1,Willem II Tilburg,,FINISHED,2021-12-18T19:00:00Z
17,Sat Dec 18 2021,21:00,CET / UTC+0100,PEC Zwolle,1-3,0-2,FC Twente '65,,FINISHED,2021-12-18T20:00:00Z
17,Sun Dec 19 2021,12:15,CET / UTC+0100,SC Cambuur-Leeuwarden,1-2,1-1,SC Heerenveen,,FINISHED,2021-12-19T11:15:00Z
17,Sun Dec 19 2021,14:30,CET / UTC+0100,Go Ahead Eagles,0-2,0-2,NEC,,FINISHED,2021-12-19T13:30:00Z
17,Sun Dec 19 2021,14:30,CET / UTC+0100,Feyenoord Rotterdam,0-2,0-1,AFC Ajax,,FINISHED,2021-12-19T13:30:00Z
17,Sun Dec 19 2021,16:45,CET / UTC+0100,RKC Waalwijk,1-4,0-1,PSV,,FINISHED,2021-12-19T15:45:00Z
18,Tue Dec 21 2021,18:45,CET / UTC+0100,SBV Vitesse,1-0,0-0,PEC Zwolle,,FINISHED,2021-12-21T17:45:00Z
18,Tue Dec 21 2021,21:00,CET / UTC+0100,AZ,1-0,0-0,FC Groningen,,FINISHED,2021-12-21T20:00:00Z
18,Wed Dec 22 2021,18:45,CET / UTC+0100,Willem II Tilburg,0-1,0-1,NEC,,FINISHED,2021-12-22T17:45:00Z
18,Wed Dec 22 2021,18:45,CET / UTC+0100,SC Heerenveen,0-3,0-2,Feyenoord Rotterdam,,FINISHED,2021-12-22T17:45:00Z
18,Wed Dec 22 2021,20:00,CET / UTC+0100,Heracles Almelo,1-1,0-0,SC Cambuur-Leeuwarden,,FINISHED,2021-12-22T19:00:00Z
18,Wed Dec 22 2021,21:00,CET / UTC+0100,AFC Ajax,5-0,2-0,Fortuna Sittard,,FINISHED,2021-12-22T20:00:00Z
18,Wed Dec 22 2021,21:00,CET / UTC+0100,FC Utrecht,1-1,0-1,FC Twente '65,,FINISHED,2021-12-22T20:00:00Z
18,Thu Dec 23 2021,18:45,CET / UTC+0100,PSV,2-0,1-0,Go Ahead Eagles,,FINISHED,2021-12-23T17:45:00Z
18,Thu Dec 23 2021,21:00,CET / UTC+0100,Sparta Rotterdam,1-1,1-1,RKC Waalwijk,,FINISHED,2021-12-23T20:00:00Z
19,Fri Jan 14 2022,20:00,CET / UTC+0100,PEC Zwolle,2-0,1-0,Willem II Tilburg,,FINISHED,2022-01-14T19:00:00Z
19,Sat Jan 15 2022,18:45,CET / UTC+0100,NEC,0-0,0-0,Heracles Almelo,,FINISHED,2022-01-15T17:45:00Z
19,Sat Jan 15 2022,20:00,CET / UTC+0100,FC Twente '65,2-0,0-0,SC Heerenveen,,FINISHED,2022-01-15T19:00:00Z
19,Sat Jan 15 2022,20:00,CET / UTC+0100,Feyenoord Rotterdam,0-1,0-0,SBV Vitesse,,FINISHED,2022-01-15T19:00:00Z
19,Sat Jan 15 2022,21:00,CET / UTC+0100,Go Ahead Eagles,0-2,0-2,RKC Waalwijk,,FINISHED,2022-01-15T20:00:00Z
19,Sun Jan 16 2022,12:15,CET / UTC+0100,FC Utrecht,0-3,0-3,AFC Ajax,,FINISHED,2022-01-16T11:15:00Z
19,Sun Jan 16 2022,14:30,CET / UTC+0100,SC Cambuur-Leeuwarden,1-1,1-0,Sparta Rotterdam,,FINISHED,2022-01-16T13:30:00Z
19,Sun Jan 16 2022,14:30,CET / UTC+0100,FC Groningen,0-1,0-1,PSV,,FINISHED,2022-01-16T13:30:00Z
19,Sun Jan 16 2022,16:45,CET / UTC+0100,Fortuna Sittard,1-2,0-1,AZ,,FINISHED,2022-01-16T15:45:00Z
20,Sat Jan 22 2022,18:45,CET / UTC+0100,SBV Vitesse,1-3,0-1,FC Groningen,,FINISHED,2022-01-22T17:45:00Z
20,Sat Jan 22 2022,20:00,CET / UTC+0100,SC Heerenveen,0-1,0-1,PEC Zwolle,,FINISHED,2022-01-22T19:00:00Z
20,Sat Jan 22 2022,20:00,CET / UTC+0100,AZ,0-0,0-0,SC Cambuur-Leeuwarden,,FINISHED,2022-01-22T19:00:00Z
20,Sat Jan 22 2022,21:00,CET / UTC+0100,Willem II Tilburg,0-1,0-1,FC Twente '65,,FINISHED,2022-01-22T20:00:00Z
20,Sun Jan 23 2022,12:15,CET / UTC+0100,NEC,1-4,1-1,Feyenoord Rotterdam,,FINISHED,2022-01-23T11:15:00Z
20,Sun Jan 23 2022,14:30,CET / UTC+0100,PSV,1-2,0-1,AFC Ajax,,FINISHED,2022-01-23T13:30:00Z
20,Sun Jan 23 2022,14:30,CET / UTC+0100,Heracles Almelo,1-1,1-0,Go Ahead Eagles,,FINISHED,2022-01-23T13:30:00Z
20,Sun Jan 23 2022,16:45,CET / UTC+0100,Sparta Rotterdam,0-3,0-1,FC Utrecht,,FINISHED,2022-01-23T15:45:00Z
20,Sun Jan 23 2022,20:00,CET / UTC+0100,RKC Waalwijk,2-1,2-0,Fortuna Sittard,,FINISHED,2022-01-23T19:00:00Z
21,Sat Feb 5 2022,16:30,CET / UTC+0100,FC Utrecht,3-2,2-2,SC Cambuur-Leeuwarden,,FINISHED,2022-02-05T15:30:00Z
21,Sat Feb 5 2022,18:45,CET / UTC+0100,Fortuna Sittard,2-0,1-0,SC Heerenveen,,FINISHED,2022-02-05T17:45:00Z
