Matchday,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
24,Sun Mar 5 2023,12:15,CET/+0100,SBV Excelsior,1-4,1-1,Sparta Rotterdam,2023-03-05T11:15:00Z
24,Sun Mar 5 2023,14:30,CET/+0100,RKC Waalwijk,0-1,0-1,PSV,2023-03-05T13:30:00Z
24,Sun Mar 5 2023,16:45,CET/+0100,AFC Ajax,1-0,0-0,NEC,2023-03-05T15:45:00Z
24,Sun Mar 5 2023,20:00,CET/+0100,SC Cambuur-Leeuwarden,4-1,2-1,Go Ahead Eagles,2023-03-05T19:00:00Z
25,Sat Mar 11 2023,16:30,CET/+0100,FC Emmen,2-0,0-0,SBV Excelsior,2023-03-11T15:30:00Z
25,Sat Mar 11 2023,18:45,CET/+0100,Fortuna Sittard,0-3,0-0,FC Twente '65,2023-03-11T17:45:00Z
25,Sat Mar 11 2023,20:00,CET/+0100,AZ,1-0,1-0,FC Groningen,2023-03-11T19:00:00Z
25,Sat Mar 11 2023,21:00,CET/+0100,Sparta Rotterdam,3-1,2-1,SBV Vitesse,2023-03-11T20:00:00Z
25,Sun Mar 12 2023,12:15,CET/+0100,NEC,2-2,1-0,FC Utrecht,2023-03-12T11:15:00Z
25,Sun Mar 12 2023,14:30,CET/+0100,SC Heerenveen,2-4,1-3,AFC Ajax,2023-03-12T13:30:00Z
25,Sun Mar 12 2023,16:45,CET/+0100,PSV,5-2,1-1,SC Cambuur-Leeuwarden,2023-03-12T15:45:00Z
25,Sun Mar 12 2023,20:00,CET/+0100,Feyenoord Rotterdam,2-1,0-1,FC Volendam,2023-03-12T19:00:00Z
26,Fri Mar 17 2023,20:00,CET/+0100,FC Volendam,2-1,1-0,Fortuna Sittard,2023-03-17T19:00:00Z
26,Sat Mar 18 2023,16:30,CET/+0100,FC Utrecht,1-2,1-1,Go Ahead Eagles,2023-03-18T15:30:00Z
26,Sat Mar 18 2023,18:45,CET/+0100,FC Emmen,0-2,0-1,Sparta Rotterdam,2023-03-18T17:45:00Z
26,Sat Mar 18 2023,21:00,CET/+0100,RKC Waalwijk,1-3,0-3,NEC,2023-03-18T20:00:00Z
26,Sun Mar 19 2023,12:15,CET/+0100,FC Groningen,0-2,0-2,SC Heerenveen,2023-03-19T11:15:00Z
26,Sun Mar 19 2023,14:30,CET/+0100,SBV Excelsior,4-1,4-0,SC Cambuur-Leeuwarden,2023-03-19T13:30:00Z
26,Sun Mar 19 2023,14:30,CET/+0100,AFC Ajax,2-3,2-1,Feyenoord Rotterdam,2023-03-19T13:30:00Z
26,Sun Mar 19 2023,16:45,CET/+0100,SBV Vitesse,1-1,0-1,PSV,2023-03-19T15:45:00Z
26,Sun Mar 19 2023,20:00,CET/+0100,FC Twente '65,2-1,2-0,AZ,2023-03-19T19:00:00Z
27,Sat Apr 1 2023,16:30,CEST/+0200,AZ,1-1,0-1,SC Heerenveen,2023-04-01T14:30:00Z
27,Sat Apr 1 2023,18:45,CEST/+0200,SBV Excelsior,0-0,0-0,FC Twente '65,2023-04-01T16:45:00Z
27,Sat Apr 1 2023,20:00,CEST/+0200,SC Cambuur-Leeuwarden,1-2,0-0,FC Emmen,2023-04-01T18:00:00Z
27,Sat Apr 1 2023,20:00,CEST/+0200,NEC,2-4,0-3,PSV,2023-04-01T18:00:00Z
27,Sat Apr 1 2023,21:00,CEST/+0200,RKC Waalwijk,1-0,1-0,SBV Vitesse,2023-04-01T19:00:00Z
27,Sun Apr 2 2023,12:15,CEST/+0200,Go Ahead Eagles,0-0,0-0,AFC Ajax,2023-04-02T10:15:00Z
27,Sun Apr 2 2023,14:30,CEST/+0200,Sparta Rotterdam,1-3,1-1,Feyenoord Rotterdam,2023-04-02T12:30:00Z
27,Sun Apr 2 2023,14:30,CEST/+0200,FC Utrecht,0-0,0-0,FC Volendam,2023-04-02T12:30:00Z
27,Sun Apr 2 2023,16:45,CEST/+0200,Fortuna Sittard,3-1,2-0,FC Groningen,2023-04-02T14:45:00Z
28,Fri Apr 7 2023,20:00,CEST/+0200,FC Groningen,1-2,1-1,FC Utrecht,2023-04-07T18:00:00Z
28,Sat Apr 8 2023,18:45,CEST/+0200,SBV Vitesse,2-0,1-0,Go Ahead Eagles,2023-04-08T16:45:00Z
28,Sat Apr 8 2023,20:00,CEST/+0200,PSV,4-0,1-0,SBV Excelsior,2023-04-08T18:00:00Z
28,Sat Apr 8 2023,20:00,CEST/+0200,AZ,0-1,0-1,Sparta Rotterdam,2023-04-08T18:00:00Z
28,Sat Apr 8 2023,21:00,CEST/+0200,SC Heerenveen,2-1,2-1,FC Volendam,2023-04-08T19:00:00Z
28,Sun Apr 9 2023,12:15,CEST/+0200,FC Twente '65,4-0,3-0,SC Cambuur-Leeuwarden,2023-04-09T10:15:00Z
28,Sun Apr 9 2023,14:30,CEST/+0200,FC Emmen,0-0,0-0,NEC,2023-04-09T12:30:00Z
28,Sun Apr 9 2023,16:45,CEST/+0200,AFC Ajax,4-0,2-0,Fortuna Sittard,2023-04-09T14:45:00Z
28,Sun Apr 9 2023,20:00,CEST/+0200,Feyenoord Rotterdam,5-1,3-0,RKC Waalwijk,2023-04-09T18:00:00Z
29,Fri Apr 14 2023,20:00,CEST/+0200,SBV Excelsior,2-1,0-0,Go Ahead Eagles,2023-04-14T18:00:00Z
29,Sat Apr 15 2023,18:45,CEST/+0200,RKC Waalwijk,2-1,0-0,FC Groningen,2023-04-15T16:45:00Z
29,Sat Apr 15 2023,21:00,CEST/+0200,Sparta Rotterdam,4-0,1-0,SC Heerenveen,2023-04-15T19:00:00Z
29,Sun Apr 16 2023,12:15,CEST/+0200,NEC,1-4,0-2,SBV Vitesse,2023-04-16T10:15:00Z
29,Sun Apr 16 2023,14:30,CEST/+0200,FC Volendam,2-3,0-2,PSV,2023-04-16T12:30:00Z
29,Sun Apr 16 2023,14:30,CEST/+0200,FC Utrecht,1-0,0-0,FC Twente '65,2023-04-16T12:30:00Z
29,Sun Apr 16 2023,16:45,CEST/+0200,SC Cambuur-Leeuwarden,0-3,0-1,Feyenoord Rotterdam,2023-04-16T14:45:00Z
29,Sun Apr 16 2023,20:00,CEST/+0200,Fortuna Sittard,0-3,0-2,AZ,2023-04-16T18:00:00Z
29,Sun Apr 16 2023,20:00,CEST/+0200,AFC Ajax,3-1,2-0,FC Emmen,2023-04-16T18:00:00Z
25,Wed Apr 19 2023,18:45,CEST/+0200,Go Ahead Eagles,3-2,2-1,RKC Waalwijk,2023-04-19T16:45:00Z
30,Fri Apr 21 2023,20:00,CEST/+0200,FC Volendam,2-0,1-0,SC Cambuur-Leeuwarden,2023-04-21T18:00:00Z
30,Sat Apr 22 2023,18:45,CEST/+0200,SC Heerenveen,2-3,1-0,FC Emmen,2023-04-22T16:45:00Z
30,Sat Apr 22 2023,21:00,CEST/+0200,SBV Vitesse,0-0,0-0,SBV Excelsior,2023-04-22T19:00:00Z
30,Sun Apr 23 2023,12:15,CEST/+0200,FC Twente '65,3-3,1-2,Sparta Rotterdam,2023-04-23T10:15:00Z
30,Sun Apr 23 2023,14:30,CEST/+0200,PSV,3-0,1-0,AFC Ajax,2023-04-23T12:30:00Z
30,Sun Apr 23 2023,14:30,CEST/+0200,Go Ahead Eagles,2-0,1-0,Fortuna Sittard,2023-04-23T12:30:00Z
30,Sun Apr 23 2023,16:45,CEST/+0200,Feyenoord Rotterdam,3-1,1-0,FC Utrecht,2023-04-23T14:45:00Z
30,Sun Apr 23 2023,20:00,CEST/+0200,AZ,3-0,1-0,RKC Waalwijk,2023-04-23T18:00:00Z
30,Tue Apr 25 2023,15:00,CEST/+0200,FC Groningen,0-1,0-0,NEC,2023-04-25T13:00:00Z
31,Fri May 5 2023,20:00,CEST/+0200,RKC Waalwijk,4-1,2-0,FC Volendam,2023-05-05T18:00:00Z
31,Sat May 6 2023,18:45,CEST/+0200,Sparta Rotterdam,0-1,0-0,PSV,2023-05-06T16:45:00Z
31,Sat May 6 2023,20:00,CEST/+0200,SC Cambuur-Leeuwarden,0-3,0-2,FC Utrecht,2023-05-06T18:00:00Z
31,Sat May 6 2023,20:00,CEST/+0200,NEC,2-3,1-1,SC Heerenveen,2023-05-06T18:00:00Z
31,Sat May 6 2023,21:00,CEST/+0200,AFC Ajax,0-0,0-0,AZ,2023-05-06T19:00:00Z
31,Sun May 7 2023,12:15,CEST/+0200,FC Emmen,0-3,0-0,FC Twente '65,2023-05-07T10:15:00Z
31,Sun May 7 2023,14:30,CEST/+0200,Go Ahead Eagles,1-1,1-1,FC Groningen,2023-05-07T12:30:00Z
31,Sun May 7 2023,14:30,CEST/+0200,SBV Excelsior,0-2,0-1,Feyenoord Rotterdam,2023-05-07T12:30:00Z
31,Sun May 7 2023,16:45,CEST/+0200,Fortuna Sittard,2-0,0-0,SBV Vitesse,2023-05-07T14:45:00Z
32,Fri May 12 2023,20:00,CEST/+0200,FC Twente '65,4-0,1-0,NEC,2023-05-12T18:00:00Z
32,Sat May 13 2023,18:45,CEST/+0200,FC Volendam,2-1,1-1,Sparta Rotterdam,2023-05-13T16:45:00Z
32,Sat May 13 2023,20:00,CEST/+0200,SC Heerenveen,0-0,0-0,SBV Excelsior,2023-05-13T18:00:00Z
32,Sat May 13 2023,21:00,CEST/+0200,FC Utrecht,2-0,0-0,RKC Waalwijk,2023-05-13T19:00:00Z
32,Sun May 14 2023,12:15,CEST/+0200,SBV Vitesse,2-0,0-0,SC Cambuur-Leeuwarden,2023-05-14T10:15:00Z
32,Sun May 14 2023,16:45,CEST/+0200,Feyenoord Rotterdam,3-0,2-0,Go Ahead Eagles,2023-05-14T14:45:00Z
32,Sun May 14 2023,20:00,CEST/+0200,PSV,2-1,1-1,Fortuna Sittard,2023-05-14T18:00:00Z
32,Sun May 14 2023,20:00,CEST/+0200,AZ,5-1,5-0,FC Emmen,2023-05-14T18:00:00Z
32,Tue May 16 2023,15:00,CEST/+0200,FC Groningen,2-3,1-1,AFC Ajax,2023-05-16T13:00:00Z
33,Sun May 21 2023,14:30,CEST/+0200,SBV Vitesse,6-0,2-0,FC Groningen,2023-05-21T12:30:00Z
33,Sun May 21 2023,14:30,CEST/+0200,Sparta Rotterdam,4-1,3-1,SC Cambuur-Leeuwarden,2023-05-21T12:30:00Z
33,Sun May 21 2023,14:30,CEST/+0200,RKC Waalwijk,0-5,0-2,FC Twente '65,2023-05-21T12:30:00Z
33,Sun May 21 2023,14:30,CEST/+0200,PSV,3-3,1-2,SC Heerenveen,2023-05-21T12:30:00Z
33,Sun May 21 2023,14:30,CEST/+0200,NEC,0-3,0-2,AZ,2023-05-21T12:30:00Z
33,Sun May 21 2023,14:30,CEST/+0200,Go Ahead Eagles,3-0,1-0,FC Volendam,2023-05-21T12:30:00Z
33,Sun May 21 2023,14:30,CEST/+0200,SBV Excelsior,3-0,0-0,Fortuna Sittard,2023-05-21T12:30:00Z
33,Sun May 21 2023,14:30,CEST/+0200,FC Emmen,1-3,1-1,Feyenoord Rotterdam,2023-05-21T12:30:00Z
33,Sun May 21 2023,14:30,CEST/+0200,AFC Ajax,3-1,1-0,FC Utrecht,2023-05-21T12:30:00Z
34,Sun May 28 2023,14:30,CEST/+0200,FC Volendam,3-2,3-0,SBV Excelsior,2023-05-28T12:30:00Z
34,Sun May 28 2023,14:30,CEST/+0200,FC Utrecht,3-2,1-1,FC Emmen,2023-05-28T12:30:00Z
34,Sun May 28 2023,14:30,CEST/+0200,FC Twente '65,3-1,0-1,AFC Ajax,2023-05-28T12:30:00Z
34,Sun May 28 2023,14:30,CEST/+0200,SC Heerenveen,2-0,1-0,Go Ahead Eagles,2023-05-28T12:30:00Z
34,Sun May 28 2023,14:30,CEST/+0200,FC Groningen,0-5,0-1,Sparta Rotterdam,2023-05-28T12:30:00Z
34,Sun May 28 2023,14:30,CEST/+0200,Fortuna Sittard,1-1,0-0,NEC,2023-05-28T12:30:00Z
34,Sun May 28 2023,14:30,CEST/+0200,Feyenoord Rotterdam,0-1,0-1,SBV Vitesse,2023-05-28T12:30:00Z
34,Sun May 28 2023,14:30,CEST/+0200,SC Cambuur-Leeuwarden,4-0,2-0,RKC Waalwijk,2023-05-28T12:30:00Z
34,Sun May 28 2023,14:30,CEST/+0200,AZ,1-2,0-0,PSV,2023-05-28T12:30:00Z
