Matchday,Date,Time,Timezone,Team 1,FT,HT,Team 2,Comments,Status,UTC
4,Sat Aug 27 2022,18:00,WEST / UTC+0100,Boavista FC,0-3,0-1,Sport Lisboa e Benfica,,FINISHED,2022-08-27T17:00:00Z
4,Sat Aug 27 2022,20:30,WEST / UTC+0100,Sporting Clube de Portugal,0-2,0-0,GD Chaves,,FINISHED,2022-08-27T19:30:00Z
4,Sun Aug 28 2022,15:30,WEST / UTC+0100,FC Famalicão,1-0,1-0,CD Santa Clara,,FINISHED,2022-08-28T14:30:00Z
4,Sun Aug 28 2022,18:00,WEST / UTC+0100,FC Arouca,0-6,0-4,Sporting Clube de Braga,,FINISHED,2022-08-28T17:00:00Z
4,Sun Aug 28 2022,20:30,WEST / UTC+0100,Rio Ave FC,3-1,3-0,FC Porto,,FINISHED,2022-08-28T19:30:00Z
4,Mon Aug 29 2022,19:00,WEST / UTC+0100,Vitória Guimarães,0-1,0-1,Casa Pia AC,,FINISHED,2022-08-29T18:00:00Z
4,Mon Aug 29 2022,21:15,WEST / UTC+0100,FC Vizela,2-2,2-2,Gil Vicente FC,,FINISHED,2022-08-29T20:15:00Z
3,Tue Aug 30 2022,20:15,WEST / UTC+0100,Sport Lisboa e Benfica,3-2,2-1,FC Paços de Ferreira,,FINISHED,2022-08-30T19:15:00Z
5,Fri Sep 2 2022,19:00,WEST / UTC+0100,Sport Lisboa e Benfica,2-1,0-1,FC Vizela,,FINISHED,2022-09-02T18:00:00Z
5,Fri Sep 2 2022,21:15,WEST / UTC+0100,GD Estoril Praia,0-2,0-2,Sporting Clube de Portugal,,FINISHED,2022-09-02T20:15:00Z
5,Sat Sep 3 2022,15:30,WEST / UTC+0100,Sporting Clube de Braga,1-0,0-0,Vitória Guimarães,,FINISHED,2022-09-03T14:30:00Z
5,Sat Sep 3 2022,20:30,WEST / UTC+0100,Gil Vicente FC,0-2,0-2,FC Porto,,FINISHED,2022-09-03T19:30:00Z
5,Sun Sep 4 2022,15:30,WEST / UTC+0100,Casa Pia AC,0-0,0-0,FC Arouca,,FINISHED,2022-09-04T14:30:00Z
5,Sun Sep 4 2022,18:00,WEST / UTC+0100,CD Santa Clara,2-1,0-1,CS Marítimo,,FINISHED,2022-09-04T17:00:00Z
5,Sun Sep 4 2022,20:30,WEST / UTC+0100,Portimonense SC,1-0,0-0,FC Famalicão,,FINISHED,2022-09-04T19:30:00Z
5,Mon Sep 5 2022,19:00,WEST / UTC+0100,Boavista FC,1-0,0-0,FC Paços de Ferreira,,FINISHED,2022-09-05T18:00:00Z
5,Mon Sep 5 2022,21:15,WEST / UTC+0100,GD Chaves,1-1,1-0,Rio Ave FC,,FINISHED,2022-09-05T20:15:00Z
6,Fri Sep 9 2022,20:15,WEST / UTC+0100,Vitória Guimarães,1-0,0-0,CD Santa Clara,,FINISHED,2022-09-09T19:15:00Z
6,Sat Sep 10 2022,15:30,WEST / UTC+0100,FC Famalicão,0-1,0-0,Sport Lisboa e Benfica,,FINISHED,2022-09-10T14:30:00Z
6,Sat Sep 10 2022,18:00,WEST / UTC+0100,Sporting Clube de Portugal,4-0,2-0,Portimonense SC,,FINISHED,2022-09-10T17:00:00Z
6,Sat Sep 10 2022,20:30,WEST / UTC+0100,FC Porto,3-0,1-0,GD Chaves,,FINISHED,2022-09-10T19:30:00Z
6,Sun Sep 11 2022,15:30,WEST / UTC+0100,FC Paços de Ferreira,2-3,1-0,Casa Pia AC,,FINISHED,2022-09-11T14:30:00Z
6,Sun Sep 11 2022,18:00,WEST / UTC+0100,CS Marítimo,1-2,1-0,Gil Vicente FC,,FINISHED,2022-09-11T17:00:00Z
6,Sun Sep 11 2022,18:00,WEST / UTC+0100,FC Arouca,1-2,1-1,Boavista FC,,FINISHED,2022-09-11T17:00:00Z
6,Sun Sep 11 2022,20:30,WEST / UTC+0100,Rio Ave FC,2-3,0-2,Sporting Clube de Braga,,FINISHED,2022-09-11T19:30:00Z
6,Mon Sep 12 2022,20:15,WEST / UTC+0100,FC Vizela,0-1,0-1,GD Estoril Praia,,FINISHED,2022-09-12T19:15:00Z
7,Fri Sep 16 2022,20:15,WEST / UTC+0100,Portimonense SC,1-0,1-0,GD Chaves,,FINISHED,2022-09-16T19:15:00Z
7,Sat Sep 17 2022,15:30,WEST / UTC+0100,Gil Vicente FC,2-2,0-1,Rio Ave FC,,FINISHED,2022-09-17T14:30:00Z
7,Sat Sep 17 2022,15:30,WEST / UTC+0100,CD Santa Clara,1-1,1-0,FC Paços de Ferreira,,FINISHED,2022-09-17T14:30:00Z
7,Sat Sep 17 2022,18:00,WEST / UTC+0100,GD Estoril Praia,1-1,1-0,FC Porto,,FINISHED,2022-09-17T17:00:00Z
7,Sat Sep 17 2022,20:30,WEST / UTC+0100,Boavista FC,2-1,1-0,Sporting Clube de Portugal,,FINISHED,2022-09-17T19:30:00Z
7,Sun Sep 18 2022,15:30,WEST / UTC+0100,FC Arouca,2-2,1-0,Vitória Guimarães,,FINISHED,2022-09-18T14:30:00Z
7,Sun Sep 18 2022,18:00,WEST / UTC+0100,Sport Lisboa e Benfica,5-0,1-0,CS Marítimo,,FINISHED,2022-09-18T17:00:00Z
7,Sun Sep 18 2022,18:00,WEST / UTC+0100,Casa Pia AC,1-0,0-0,FC Famalicão,,FINISHED,2022-09-18T17:00:00Z
7,Sun Sep 18 2022,20:30,WEST / UTC+0100,Sporting Clube de Braga,2-0,0-0,FC Vizela,,FINISHED,2022-09-18T19:30:00Z
8,Fri Sep 30 2022,19:00,WEST / UTC+0100,Sporting Clube de Portugal,3-1,2-0,Gil Vicente FC,,FINISHED,2022-09-30T18:00:00Z
8,Fri Sep 30 2022,21:15,WEST / UTC+0100,FC Porto,4-1,2-0,Sporting Clube de Braga,,FINISHED,2022-09-30T20:15:00Z
8,Sat Oct 1 2022,15:30,WEST / UTC+0100,FC Vizela,1-0,1-0,Portimonense SC,,FINISHED,2022-10-01T14:30:00Z
8,Sat Oct 1 2022,18:00,WEST / UTC+0100,GD Chaves,1-1,1-0,GD Estoril Praia,,FINISHED,2022-10-01T17:00:00Z
8,Sat Oct 1 2022,20:30,WEST / UTC+0100,Vitória Guimarães,0-0,0-0,Sport Lisboa e Benfica,,FINISHED,2022-10-01T19:30:00Z
8,Sun Oct 2 2022,15:30,WEST / UTC+0100,Rio Ave FC,1-0,1-0,CD Santa Clara,,FINISHED,2022-10-02T14:30:00Z
8,Sun Oct 2 2022,18:00,WEST / UTC+0100,FC Paços de Ferreira,1-1,0-0,FC Arouca,,FINISHED,2022-10-02T17:00:00Z
8,Sun Oct 2 2022,20:30,WEST / UTC+0100,FC Famalicão,4-0,2-0,Boavista FC,,FINISHED,2022-10-02T19:30:00Z
8,Mon Oct 3 2022,20:15,WEST / UTC+0100,CS Marítimo,1-2,1-1,Casa Pia AC,,FINISHED,2022-10-03T19:15:00Z
9,Fri Oct 7 2022,20:15,WEST / UTC+0100,Gil Vicente FC,0-1,0-0,GD Estoril Praia,,FINISHED,2022-10-07T19:15:00Z
9,Sat Oct 8 2022,15:30,WEST / UTC+0100,CD Santa Clara,1-2,0-1,Sporting Clube de Portugal,,FINISHED,2022-10-08T14:30:00Z
9,Sat Oct 8 2022,18:00,WEST / UTC+0100,Sport Lisboa e Benfica,4-2,3-1,Rio Ave FC,,FINISHED,2022-10-08T17:00:00Z
9,Sat Oct 8 2022,18:00,WEST / UTC+0100,Portimonense SC,0-2,0-1,FC Porto,,FINISHED,2022-10-08T17:00:00Z
9,Sat Oct 8 2022,20:30,WEST / UTC+0100,FC Paços de Ferreira,0-1,0-1,Vitória Guimarães,,FINISHED,2022-10-08T19:30:00Z
9,Sun Oct 9 2022,15:30,WEST / UTC+0100,Boavista FC,1-1,1-0,CS Marítimo,,FINISHED,2022-10-09T14:30:00Z
9,Sun Oct 9 2022,18:00,WEST / UTC+0100,Casa Pia AC,0-1,0-0,FC Vizela,,FINISHED,2022-10-09T17:00:00Z
9,Sun Oct 9 2022,20:30,WEST / UTC+0100,Sporting Clube de Braga,0-1,0-1,GD Chaves,,FINISHED,2022-10-09T19:30:00Z
9,Mon Oct 10 2022,20:15,WEST / UTC+0100,FC Arouca,4-1,1-1,FC Famalicão,,FINISHED,2022-10-10T19:15:00Z
10,Fri Oct 21 2022,20:15,WEST / UTC+0100,FC Porto,0-1,0-0,Sport Lisboa e Benfica,,FINISHED,2022-10-21T19:15:00Z
10,Sat Oct 22 2022,15:30,WEST / UTC+0100,FC Famalicão,2-1,1-1,FC Paços de Ferreira,,FINISHED,2022-10-22T14:30:00Z
10,Sat Oct 22 2022,18:00,WEST / UTC+0100,GD Estoril Praia,0-2,0-2,Sporting Clube de Braga,,FINISHED,2022-10-22T17:00:00Z
10,Sat Oct 22 2022,20:30,WEST / UTC+0100,Sporting Clube de Portugal,3-1,0-1,Casa Pia AC,,FINISHED,2022-10-22T19:30:00Z
10,Sun Oct 23 2022,15:30,WEST / UTC+0100,FC Vizela,0-1,0-0,CD Santa Clara,,FINISHED,2022-10-23T14:30:00Z
10,Sun Oct 23 2022,15:30,WEST / UTC+0100,CS Marítimo,1-1,1-1,FC Arouca,,FINISHED,2022-10-23T14:30:00Z
10,Sun Oct 23 2022,18:00,WEST / UTC+0100,GD Chaves,3-1,0-1,Gil Vicente FC,,FINISHED,2022-10-23T17:00:00Z
10,Sun Oct 23 2022,20:30,WEST / UTC+0100,Vitória Guimarães,3-2,1-1,Boavista FC,,FINISHED,2022-10-23T19:30:00Z
10,Mon Oct 24 2022,20:15,WEST / UTC+0100,Rio Ave FC,1-0,1-0,Portimonense SC,,FINISHED,2022-10-24T19:15:00Z
11,Fri Oct 28 2022,20:15,WEST / UTC+0100,FC Paços de Ferreira,0-1,0-1,CS Marítimo,,FINISHED,2022-10-28T19:15:00Z
11,Sat Oct 29 2022,15:30,WEST / UTC+0100,CD Santa Clara,1-1,0-1,FC Porto,,FINISHED,2022-10-29T14:30:00Z
11,Sat Oct 29 2022,18:00,WEST / UTC+0100,Sport Lisboa e Benfica,5-0,3-0,GD Chaves,,FINISHED,2022-10-29T17:00:00Z
11,Sat Oct 29 2022,20:30,WEST / UTC+0100,FC Arouca,1-0,0-0,Sporting Clube de Portugal,,FINISHED,2022-10-29T19:30:00Z
11,Sun Oct 30 2022,15:30,WET / UTC+0000,Boavista FC,2-2,1-2,FC Vizela,,FINISHED,2022-10-30T15:30:00Z
11,Sun Oct 30 2022,15:30,WET / UTC+0000,Portimonense SC,1-1,0-1,GD Estoril Praia,,FINISHED,2022-10-30T15:30:00Z
11,Sun Oct 30 2022,18:00,WET / UTC+0000,Casa Pia AC,1-0,0-0,Rio Ave FC,,FINISHED,2022-10-30T18:00:00Z
11,Sun Oct 30 2022,20:30,WET / UTC+0000,Gil Vicente FC,0-1,0-0,Sporting Clube de Braga,,FINISHED,2022-10-30T20:30:00Z
11,Mon Oct 31 2022,20:15,WET / UTC+0000,Vitória Guimarães,3-2,1-0,FC Famalicão,,FINISHED,2022-10-31T20:15:00Z
12,Fri Nov 4 2022,20:15,WET / UTC+0000,Gil Vicente FC,1-2,1-1,Portimonense SC,,FINISHED,2022-11-04T20:15:00Z
12,Sat Nov 5 2022,15:30,WET / UTC+0000,FC Vizela,0-1,0-1,FC Arouca,,FINISHED,2022-11-05T15:30:00Z
12,Sat Nov 5 2022,18:00,WET / UTC+0000,FC Porto,4-0,3-0,FC Paços de Ferreira,,FINISHED,2022-11-05T18:00:00Z
12,Sat Nov 5 2022,20:30,WET / UTC+0000,Sporting Clube de Portugal,3-0,2-0,Vitória Guimarães,,FINISHED,2022-11-05T20:30:00Z
12,Sun Nov 6 2022,15:30,WET / UTC+0000,Rio Ave FC,1-0,0-0,Boavista FC,,FINISHED,2022-11-06T15:30:00Z
12,Sun Nov 6 2022,18:00,WET / UTC+0000,CS Marítimo,0-0,0-0,FC Famalicão,,FINISHED,2022-11-06T18:00:00Z
12,Sun Nov 6 2022,18:00,WET / UTC+0000,Sporting Clube de Braga,0-1,0-1,Casa Pia AC,,FINISHED,2022-11-06T18:00:00Z
12,Sun Nov 6 2022,20:30,WET / UTC+0000,GD Estoril Praia,1-5,0-3,Sport Lisboa e Benfica,,FINISHED,2022-11-06T20:30:00Z
12,Mon Nov 7 2022,20:15,WET / UTC+0000,GD Chaves,0-0,0-0,CD Santa Clara,,FINISHED,2022-11-07T20:15:00Z
13,Sat Nov 12 2022,18:00,WET / UTC+0000,FC Arouca,0-1,0-0,Rio Ave FC,,FINISHED,2022-11-12T18:00:00Z
13,Sat Nov 12 2022,20:30,WET / UTC+0000,Boavista FC,1-4,0-1,FC Porto,,FINISHED,2022-11-12T20:30:00Z
13,Sun Nov 13 2022,15:30,WET / UTC+0000,Vitória Guimarães,1-0,0-0,CS Marítimo,,FINISHED,2022-11-13T15:30:00Z
13,Sun Nov 13 2022,15:30,WET / UTC+0000,FC Paços de Ferreira,0-2,0-0,FC Vizela,,FINISHED,2022-11-13T15:30:00Z
13,Sun Nov 13 2022,18:00,WET / UTC+0000,Casa Pia AC,1-2,1-0,GD Chaves,,FINISHED,2022-11-13T18:00:00Z
13,Sun Nov 13 2022,18:00,WET / UTC+0000,Sport Lisboa e Benfica,3-1,2-1,Gil Vicente FC,,FINISHED,2022-11-13T18:00:00Z
13,Sun Nov 13 2022,18:00,WET / UTC+0000,Portimonense SC,1-2,1-0,Sporting Clube de Braga,,FINISHED,2022-11-13T18:00:00Z
13,Sun Nov 13 2022,20:30,WET / UTC+0000,FC Famalicão,1-2,0-2,Sporting Clube de Portugal,,FINISHED,2022-11-13T20:30:00Z
13,Mon Nov 14 2022,20:15,WET / UTC+0000,CD Santa Clara,3-1,2-1,GD Estoril Praia,,FINISHED,2022-11-14T20:15:00Z
14,Fri Dec 23 2022,20:15,WET / UTC+0000,Rio Ave FC,1-1,1-1,CS Marítimo,,FINISHED,2022-12-23T20:15:00Z
14,Wed Dec 28 2022,19:00,WET / UTC+0000,Portimonense SC,1-2,1-1,Casa Pia AC,,FINISHED,2022-12-28T19:00:00Z
14,Wed Dec 28 2022,21:15,WET / UTC+0000,FC Porto,5-1,3-0,FC Arouca,,FINISHED,2022-12-28T21:15:00Z
14,Thu Dec 29 2022,17:00,WET / UTC+0000,Gil Vicente FC,1-0,1-0,CD Santa Clara,,FINISHED,2022-12-29T17:00:00Z
14,Thu Dec 29 2022,21:15,WET / UTC+0000,Sporting Clube de Portugal,3-0,3-0,FC Paços de Ferreira,,FINISHED,2022-12-29T21:15:00Z
14,Fri Dec 30 2022,17:00,WET / UTC+0000,GD Chaves,0-2,0-1,FC Famalicão,,FINISHED,2022-12-30T17:00:00Z
14,Fri Dec 30 2022,19:00,WET / UTC+0000,FC Vizela,3-0,1-0,Vitória Guimarães,,FINISHED,2022-12-30T19:00:00Z
14,Fri Dec 30 2022,21:15,WET / UTC+0000,Sporting Clube de Braga,3-0,2-0,Sport Lisboa e Benfica,,FINISHED,2022-12-30T21:15:00Z
15,Thu Jan 5 2023,20:15,WET / UTC+0000,CD Santa Clara,0-4,0-2,Sporting Clube de Braga,,FINISHED,2023-01-05T20:15:00Z
15,Fri Jan 6 2023,19:00,WET / UTC+0000,Sport Lisboa e Benfica,1-0,1-0,Portimonense SC,,FINISHED,2023-01-06T19:00:00Z
15,Fri Jan 6 2023,21:15,WET / UTC+0000,FC Famalicão,2-1,1-0,FC Vizela,,FINISHED,2023-01-06T21:15:00Z
15,Sat Jan 7 2023,15:30,WET / UTC+0000,FC Arouca,2-0,1-0,GD Estoril Praia,,FINISHED,2023-01-07T15:30:00Z
15,Sat Jan 7 2023,18:00,WET / UTC+0000,Vitória Guimarães,0-0,0-0,Rio Ave FC,,FINISHED,2023-01-07T18:00:00Z
15,Sat Jan 7 2023,20:30,WET / UTC+0000,Casa Pia AC,0-0,0-0,FC Porto,,FINISHED,2023-01-07T20:30:00Z
15,Sun Jan 8 2023,15:30,WET / UTC+0000,FC Paços de Ferreira,1-1,0-0,GD Chaves,,FINISHED,2023-01-08T15:30:00Z
15,Sun Jan 8 2023,18:00,WET / UTC+0000,CS Marítimo,1-0,0-0,Sporting Clube de Portugal,,FINISHED,2023-01-08T18:00:00Z
15,Sun Jan 8 2023,20:30,WET / UTC+0000,Boavista FC,1-0,1-0,Gil Vicente FC,,FINISHED,2023-01-08T20:30:00Z
16,Fri Jan 13 2023,20:15,WET / UTC+0000,Portimonense SC,0-0,0-0,CD Santa Clara,,FINISHED,2023-01-13T20:15:00Z
16,Sat Jan 14 2023,15:30,WET / UTC+0000,FC Vizela,3-0,2-0,CS Marítimo,,FINISHED,2023-01-14T15:30:00Z
16,Sat Jan 14 2023,18:00,WET / UTC+0000,Rio Ave FC,0-1,0-1,FC Paços de Ferreira,,FINISHED,2023-01-14T18:00:00Z
16,Sat Jan 14 2023,20:30,WET / UTC+0000,Sporting Clube de Braga,1-0,0-0,Boavista FC,,FINISHED,2023-01-14T20:30:00Z
16,Sun Jan 15 2023,15:30,WET / UTC+0000,GD Chaves,1-1,1-0,FC Arouca,,FINISHED,2023-01-15T15:30:00Z
16,Sun Jan 15 2023,18:00,WET / UTC+0000,Sport Lisboa e Benfica,2-2,1-1,Sporting Clube de Portugal,,FINISHED,2023-01-15T18:00:00Z
16,Sun Jan 15 2023,20:30,WET / UTC+0000,FC Porto,4-1,3-0,FC Famalicão,,FINISHED,2023-01-15T20:30:00Z
16,Mon Jan 16 2023,19:00,WET / UTC+0000,GD Estoril Praia,2-0,1-0,Casa Pia AC,,FINISHED,2023-01-16T19:00:00Z
16,Mon Jan 16 2023,21:15,WET / UTC+0000,Gil Vicente FC,2-1,1-1,Vitória Guimarães,,FINISHED,2023-01-16T21:15:00Z
17,Fri Jan 20 2023,19:00,WET / UTC+0000,FC Arouca,4-0,2-0,Portimonense SC,,FINISHED,2023-01-20T19:00:00Z
17,Fri Jan 20 2023,21:15,WET / UTC+0000,Sporting Clube de Portugal,2-1,0-0,FC Vizela,,FINISHED,2023-01-20T21:15:00Z
17,Sat Jan 21 2023,15:30,WET / UTC+0000,FC Paços de Ferreira,1-2,0-0,Sporting Clube de Braga,,FINISHED,2023-01-21T15:30:00Z
17,Sat Jan 21 2023,18:00,WET / UTC+0000,CD Santa Clara,0-3,0-2,Sport Lisboa e Benfica,,FINISHED,2023-01-21T18:00:00Z
17,Sat Jan 21 2023,20:30,WET / UTC+0000,Vitória Guimarães,0-1,0-1,FC Porto,,FINISHED,2023-01-21T20:30:00Z
17,Sun Jan 22 2023,15:30,WET / UTC+0000,CS Marítimo,1-0,1-0,GD Estoril Praia,,FINISHED,2023-01-22T15:30:00Z
17,Sun Jan 22 2023,18:00,WET / UTC+0000,Casa Pia AC,1-3,0-0,Gil Vicente FC,,FINISHED,2023-01-22T18:00:00Z
17,Sun Jan 22 2023,20:30,WET / UTC+0000,FC Famalicão,0-0,0-0,Rio Ave FC,,FINISHED,2023-01-22T20:30:00Z
17,Mon Jan 23 2023,20:15,WET / UTC+0000,Boavista FC,1-1,1-0,GD Chaves,,FINISHED,2023-01-23T20:15:00Z
20,Thu Jan 26 2023,20:15,WET / UTC+0000,FC Paços de Ferreira,0-2,0-2,Sport Lisboa e Benfica,,FINISHED,2023-01-26T20:15:00Z
18,Sun Jan 29 2023,15:30,WET / UTC+0000,FC Vizela,3-1,0-1,Rio Ave FC,,FINISHED,2023-01-29T15:30:00Z
18,Sun Jan 29 2023,15:30,WET / UTC+0000,Casa Pia AC,2-1,0-0,CD Santa Clara,,FINISHED,2023-01-29T15:30:00Z
18,Sun Jan 29 2023,18:00,WET / UTC+0000,Boavista FC,4-2,0-0,Portimonense SC,,FINISHED,2023-01-29T18:00:00Z
18,Sun Jan 29 2023,20:30,WET / UTC+0000,FC Famalicão,1-0,0-0,GD Estoril Praia,,FINISHED,2023-01-29T20:30:00Z
18,Mon Jan 30 2023,20:15,WET / UTC+0000,Vitória Guimarães,2-1,1-0,GD Chaves,,FINISHED,2023-01-30T20:15:00Z
18,Tue Jan 31 2023,19:00,WET / UTC+0000,FC Paços de Ferreira,2-1,1-0,Gil Vicente FC,,FINISHED,2023-01-31T19:00:00Z
18,Tue Jan 31 2023,21:15,WET / UTC+0000,FC Arouca,0-3,0-1,Sport Lisboa e Benfica,,FINISHED,2023-01-31T21:15:00Z
18,Wed Feb 1 2023,19:00,WET / UTC+0000,CS Marítimo,0-2,0-0,FC Porto,,FINISHED,2023-02-01T19:00:00Z
18,Wed Feb 1 2023,21:15,WET / UTC+0000,Sporting Clube de Portugal,5-0,1-0,Sporting Clube de Braga,,FINISHED,2023-02-01T21:15:00Z
19,Sat Feb 4 2023,15:30,WET / UTC+0000,CD Santa Clara,2-2,0-1,Boavista FC,,FINISHED,2023-02-04T15:30:00Z
19,Sat Feb 4 2023,18:00,WET / UTC+0000,Sport Lisboa e Benfica,3-0,2-0,Casa Pia AC,,FINISHED,2023-02-04T18:00:00Z
19,Sat Feb 4 2023,20:30,WET / UTC+0000,GD Estoril Praia,0-1,0-1,Vitória Guimarães,,FINISHED,2023-02-04T20:30:00Z
19,Sun Feb 5 2023,15:30,WET / UTC+0000,Sporting Clube de Braga,4-1,1-0,FC Famalicão,,FINISHED,2023-02-05T15:30:00Z
19,Sun Feb 5 2023,15:30,WET / UTC+0000,GD Chaves,2-1,2-1,CS Marítimo,,FINISHED,2023-02-05T15:30:00Z
19,Sun Feb 5 2023,18:00,WET / UTC+0000,FC Porto,2-0,1-0,FC Vizela,,FINISHED,2023-02-05T18:00:00Z
19,Sun Feb 5 2023,20:30,WET / UTC+0000,Gil Vicente FC,1-1,1-1,FC Arouca,,FINISHED,2023-02-05T20:30:00Z
19,Mon Feb 6 2023,19:00,WET / UTC+0000,Portimonense SC,1-0,0-0,FC Paços de Ferreira,,FINISHED,2023-02-06T19:00:00Z
19,Mon Feb 6 2023,21:15,WET / UTC+0000,Rio Ave FC,0-1,0-0,Sporting Clube de Portugal,,FINISHED,2023-02-06T21:15:00Z
14,Thu Feb 9 2023,18:00,WET / UTC+0000,GD Estoril Praia,2-1,0-1,Boavista FC,,FINISHED,2023-02-09T18:00:00Z
20,Fri Feb 10 2023,20:15,WET / UTC+0000,FC Vizela,0-0,0-0,GD Chaves,,FINISHED,2023-02-10T20:15:00Z
20,Sat Feb 11 2023,18:00,WET / UTC+0000,FC Arouca,1-0,0-0,CD Santa Clara,,FINISHED,2023-02-11T18:00:00Z
20,Sat Feb 11 2023,20:30,WET / UTC+0000,Vitória Guimarães,1-0,1-0,Portimonense SC,,FINISHED,2023-02-11T20:30:00Z
20,Sun Feb 12 2023,15:30,WET / UTC+0000,FC Famalicão,0-1,0-0,Gil Vicente FC,,FINISHED,2023-02-12T15:30:00Z
20,Sun Feb 12 2023,18:00,WET / UTC+0000,Sporting Clube de Portugal,1-2,0-0,FC Porto,,FINISHED,2023-02-12T18:00:00Z
20,Sun Feb 12 2023,20:30,WET / UTC+0000,CS Marítimo,1-2,1-2,Sporting Clube de Braga,,FINISHED,2023-02-12T20:30:00Z
20,Mon Feb 13 2023,19:00,WET / UTC+0000,Rio Ave FC,2-0,0-0,GD Estoril Praia,,FINISHED,2023-02-13T19:00:00Z
20,Mon Feb 13 2023,21:15,WET / UTC+0000,Boavista FC,0-0,0-0,Casa Pia AC,,FINISHED,2023-02-13T21:15:00Z
